"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Duke Johnson Jr. (BUF)","22","107","4.9","12","0","2","1","1","20","20.0","0","0","1","25.2","25.2","0.9%"
"2","Jonathan Taylor (IND)","29","170","5.9","67","0","1","0","0","0","0","0","0","1","23.0","23.0","100.0%"
"3","Jeff Wilson Jr. (SF)","21","110","5.2","17","0","1","2","2","9","4.5","0","0","1","18.9","18.9","2.1%"
"4","James Robinson (JAC)","18","75","4.2","16","0","1","3","6","13","4.3","0","0","1","16.3","16.3","78.2%"
"5","Austin Ekeler (LAC)","12","59","4.9","15","0","1","4","4","23","5.8","0","0","1","16.2","16.2","99.9%"
"6","Devin Singletary (BUF)","22","86","3.9","16","0","1","1","1","10","10.0","0","0","1","16.1","16.1","92.4%"
"7","Nick Chubb (CLE)","23","91","4.0","24","0","1","1","1","2","2.0","0","0","1","15.8","15.8","99.6%"
"8","Miles Sanders (PHI)","18","131","7.3","38","0","0","2","2","15","7.5","0","0","1","15.6","15.6","92.6%"
"9","Antonio Gibson (WAS)","15","26","1.7","8","0","1","6","7","39","6.5","0","0","1","15.5","15.5","97.9%"
"10","Ezekiel Elliott (DAL)","16","52","3.3","13","0","1","3","4","20","6.7","0","0","1","14.7","14.7","97.6%"
"11","D'Onta Foreman (CAR)","22","108","4.9","20","0","0","2","3","27","13.5","0","0","1","14.5","14.5","12.5%"
"12","Aaron Jones (GB)","13","58","4.5","11","0","0","2","2","12","6.0","1","0","1","14.0","14.0","99.7%"
"13","Ameer Abdullah (LV)","4","7","1.8","7","0","0","4","4","48","12.0","1","0","1","13.5","13.5","0.8%"
"14","DeeJay Dallas (SEA)","8","41","5.1","8","0","1","3","4","11","3.7","0","0","1","12.7","12.7","0.8%"
"15","Sony Michel (MIA)","18","92","5.1","39","0","0","2","2","23","11.5","0","0","1","12.5","12.5","18.0%"
"16","Craig Reynolds (DET)","26","112","4.3","27","0","0","1","1","5","5.0","0","0","1","12.2","12.2","0.8%"
"17","Josh Jacobs (LV)","15","52","3.5","9","0","0","3","4","42","14.0","0","0","1","10.9","10.9","97.3%"
"18","Justin Jackson (FA)","13","86","6.6","22","0","0","1","1","13","13.0","0","0","1","10.4","10.4","1.7%"
"19","Leonard Fournette (TB)","9","34","3.8","8","0","0","7","7","33","4.7","0","0","1","10.2","10.2","99.8%"
"20","Tony Pollard (DAL)","12","74","6.2","17","0","0","3","3","13","4.3","0","0","1","10.2","10.2","90.7%"
"21","Javonte Williams (DEN)","15","72","4.8","14","0","0","4","4","9","2.3","0","0","1","10.1","10.1","99.5%"
"22","Dalvin Cook (MIN)","28","89","3.2","10","0","0","2","3","2","1.0","0","0","1","10.1","10.1","99.9%"
"23","AJ Dillon (GB)","7","22","3.1","6","0","1","1","1","13","13.0","0","0","1","10.0","10.0","91.7%"
