"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Derrick Henry (TEN)","35","182","5.2","60","0","3","6","6","55","9.2","0","0","1","44.7","44.7","99.9%"
"2","Aaron Jones (GB)","17","67","3.9","9","0","1","6","6","48","8.0","3","0","1","38.5","38.5","99.7%"
"3","Christian McCaffrey (CAR)","24","72","3.0","16","0","1","5","6","65","13.0","0","0","1","22.2","22.2","99.9%"
"4","Tony Pollard (DAL)","13","109","8.4","28","0","1","3","3","31","10.3","0","0","1","21.5","21.5","90.7%"
"5","Cordarrelle Patterson (ATL)","7","11","1.6","10","0","1","5","7","58","11.6","1","0","1","21.4","21.4","92.0%"
"6","Austin Ekeler (LAC)","9","54","6.0","20","0","0","9","9","61","6.8","0","0","1","18.0","18.0","99.9%"
"7","J.D. McKissic (WAS)","4","10","2.5","4","0","1","5","6","83","16.6","0","0","1","17.8","17.8","45.4%"
"8","Ezekiel Elliott (DAL)","16","71","4.4","19","0","1","2","2","26","13.0","0","0","1","16.7","16.7","97.6%"
"9","Najee Harris (PIT)","10","38","3.8","14","0","0","5","5","43","8.6","1","0","1","16.6","16.6","99.9%"
"10","Nick Chubb (CLE)","11","95","8.6","26","0","1","1","1","3","3.0","0","0","1","16.3","16.3","99.6%"
"11","Devin Singletary (BUF)","13","82","6.3","46","0","1","2","3","9","4.5","0","0","1","16.1","16.1","92.4%"
"12","Dalvin Cook (MIN)","22","131","6.0","16","0","0","2","3","17","8.5","0","0","1","15.8","15.8","99.9%"
"13","Darrell Henderson Jr. (LAR)","13","53","4.1","13","0","1","3","5","29","9.7","0","0","1","15.7","15.7","44.1%"
"14","James White (NE)","5","20","4.0","7","0","1","6","6","45","7.5","0","0","1","15.5","15.5","10.0%"
"15","Chris Carson (SEA)","13","31","2.4","8","0","2","0","0","0","0","0","0","1","15.1","15.1","13.1%"
"16","Zack Moss (BUF)","8","26","3.3","10","0","2","2","2","8","4.0","0","1","1","14.4","14.4","3.1%"
"17","Damien Harris (NE)","16","62","3.9","26","0","1","1","1","2","2.0","0","0","1","12.9","12.9","92.5%"
"18","Demetric Felton Jr. (CLE)","0","0","0","0","0","0","2","2","51","25.5","1","0","1","12.1","12.1","0.6%"
"19","Ty'Son Williams (IND)","13","77","5.9","20","0","0","2","2","16","8.0","0","0","1","10.3","10.3","0.2%"
"20","Chase Edmonds (MIA)","8","46","5.8","14","0","0","5","5","29","5.8","0","0","1","10.0","10.0","88.5%"
"21","D'Andre Swift (DET)","8","37","4.6","12","0","0","4","5","41","10.3","0","0","1","9.8","9.8","99.7%"
"22","Mike Davis (BAL)","9","38","4.2","8","0","0","7","7","25","3.6","0","0","1","9.8","9.8","2.6%"
"23","Michael Carter (NYJ)","11","59","5.4","14","0","0","2","3","29","14.5","0","0","1","9.8","9.8","86.2%"
"24","Latavius Murray (FA)","9","36","4.0","8","0","1","0","0","0","0","0","0","1","9.6","9.6","0.7%"
"25","Leonard Fournette (TB)","11","52","4.7","10","0","0","4","4","24","6.0","0","0","1","9.6","9.6","99.8%"
"26","David Montgomery (CHI)","20","61","3.1","11","0","0","3","4","18","6.0","0","0","1","9.4","9.4","98.0%"
"27","Phillip Lindsay (IND)","5","2","0.4","5","0","0","1","1","22","22.0","1","0","1","8.9","8.9","1.3%"
"28","Antonio Gibson (WAS)","13","69","5.3","14","0","0","2","2","4","2.0","0","0","1","8.3","8.3","97.9%"
"29","Kenyan Drake (LV)","7","9","1.3","5","0","0","5","6","46","9.2","0","0","1","8.0","8.0","6.7%"
"30","Saquon Barkley (NYG)","13","57","4.4","41","0","0","2","3","12","6.0","0","0","1","7.9","7.9","98.8%"
"31","Melvin Gordon III (DEN)","13","31","2.4","8","0","0","2","2","38","19.0","0","0","1","7.9","7.9","88.3%"
"32","James Robinson (JAC)","11","47","4.3","12","0","0","3","3","17","5.7","0","0","1","7.9","7.9","78.2%"
"33","Javonte Williams (DEN)","13","64","4.9","16","0","0","1","1","10","10.0","0","0","1","7.9","7.9","99.5%"
"34","JaMycal Hasty (SF)","5","38","7.6","21","0","0","4","5","21","5.3","0","0","1","7.9","7.9","0.7%"
"35","Joe Mixon (CIN)","20","69","3.5","10","0","0","1","2","2","2.0","0","0","1","7.6","7.6","99.9%"
"36","Myles Gaskin (MIA)","5","25","5.0","18","0","0","4","5","21","5.3","0","0","1","6.6","6.6","7.4%"
"37","Miles Sanders (PHI)","13","55","4.2","10","0","0","1","2","4","4.0","0","0","1","6.4","6.4","92.6%"
"38","Elijah Mitchell (SF)","17","42","2.5","10","0","0","2","2","11","5.5","0","0","1","6.3","6.3","94.5%"
"39","Kenneth Gainwell (PHI)","6","14","2.3","6","0","0","2","3","18","9.0","0","0","1","6.2","6.2","22.3%"
"40","Andy Janovich (HOU)","2","0","0.0","1","0","1","0","0","0","0","0","0","1","6.0","6.0","0.0%"
"41","Darrel Williams (ARI)","3","-2","-0.7","2","0","1","0","0","0","0","0","0","1","5.8","5.8","22.3%"
"42","Kareem Hunt (CLE)","13","51","3.9","13","0","0","1","1","2","2.0","0","0","1","5.8","5.8","91.2%"
"43","Jonathan Taylor (IND)","15","51","3.4","13","0","0","1","1","2","2.0","0","0","1","5.8","5.8","100.0%"
"44","David Johnson (FA)","6","25","4.2","8","0","0","2","2","22","11.0","0","0","1","5.7","5.7","1.3%"
"45","Jamaal Williams (DET)","7","25","3.6","8","0","0","3","3","12","4.0","0","0","1","5.2","5.2","27.1%"
"46","Alvin Kamara (NO)","8","5","0.6","5","0","0","4","6","25","6.3","0","0","1","5.0","5.0","99.9%"
"47","Ty Johnson (NYJ)","12","50","4.2","17","0","0","0","0","0","0","0","0","1","5.0","5.0","1.3%"
"48","Sony Michel (MIA)","10","46","4.6","11","0","0","0","0","0","0","0","0","1","4.6","4.6","18.0%"
"49","Mark Ingram II (NO)","14","41","2.9","8","0","0","1","2","-1","-1.0","0","0","1","4.5","4.5","21.7%"
"50","Jeremy McNichols (FA)","1","3","3.0","3","0","0","3","3","26","8.7","0","0","1","4.4","4.4","0.2%"
"51","Ronald Jones II (KC)","6","27","4.5","10","0","0","1","3","9","9.0","0","0","1","4.1","4.1","78.6%"
"52","Justin Jackson (FA)","4","21","5.3","7","0","0","1","1","8","8.0","0","0","1","3.4","3.4","1.7%"
"53","Alexander Mattison (MIN)","3","11","3.7","6","0","0","1","1","17","17.0","0","0","1","3.3","3.3","56.4%"
"54","Peyton Barber (FA)","13","32","2.5","13","0","0","0","0","0","0","0","0","1","3.2","3.2","0.6%"
"55","AJ Dillon (GB)","5","18","3.6","8","0","0","1","1","8","8.0","0","0","1","3.1","3.1","91.7%"
"56","Devonta Freeman (FA)","2","29","14.5","31","0","0","0","0","0","0","0","0","1","2.9","2.9","0.7%"
"57","Kyle Juszczyk (SF)","1","2","2.0","2","0","0","2","3","15","7.5","0","0","1","2.7","2.7","0.8%"
"58","Nyheim Hines (IND)","1","5","5.0","5","0","0","1","2","17","17.0","0","0","1","2.7","2.7","52.2%"
"59","Clyde Edwards-Helaire (KC)","13","46","3.5","9","0","0","0","0","0","0","0","1","1","2.6","2.6","92.6%"
"60","James Conner (ARI)","8","26","3.3","9","0","0","0","0","0","0","0","0","1","2.6","2.6","98.6%"
