"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Dalvin Cook (MIN)","27","205","7.6","30","0","2","1","3","17","17.0","0","0","1","34.7","34.7","99.9%"
"2","James Conner (ARI)","13","31","2.4","13","0","2","9","9","94","10.4","0","0","1","29.0","29.0","98.6%"
"3","Rashaad Penny (SEA)","16","137","8.6","47","0","2","1","1","1","1.0","0","0","1","26.3","26.3","89.4%"
"4","Najee Harris (PIT)","20","94","4.7","23","0","1","3","3","10","3.3","1","0","1","23.9","23.9","99.9%"
"5","Melvin Gordon III (DEN)","24","111","4.6","16","0","2","0","0","0","0","0","0","1","23.1","23.1","88.3%"
"6","Alvin Kamara (NO)","27","120","4.4","16","0","1","4","5","25","6.3","0","0","1","22.5","22.5","99.9%"
"7","Leonard Fournette (TB)","19","113","5.9","47","0","1","4","7","19","4.8","0","0","1","21.2","21.2","99.8%"
"8","Javonte Williams (DEN)","15","73","4.9","9","0","1","1","2","10","10.0","1","0","1","20.8","20.8","99.5%"
"9","Aaron Jones (GB)","5","35","7.0","15","0","1","3","3","30","10.0","1","0","1","20.0","20.0","99.7%"
"10","Clyde Edwards-Helaire (KC)","10","37","3.7","7","0","2","3","3","5","1.7","0","0","1","17.7","17.7","92.6%"
"11","Saquon Barkley (NYG)","16","64","4.0","13","0","0","3","3","31","10.3","1","0","1","17.0","17.0","98.8%"
"12","Derrick Gore (KC)","9","66","7.3","51","0","1","2","2","23","11.5","0","0","1","15.9","15.9","0.7%"
"13","Austin Ekeler (LAC)","12","67","5.6","17","0","1","2","4","17","8.5","0","0","1","15.4","15.4","99.9%"
"14","D'Onta Foreman (CAR)","13","47","3.6","8","0","1","2","2","15","7.5","0","0","1","13.2","13.2","12.5%"
"15","Cordarrelle Patterson (ATL)","16","58","3.6","11","0","1","2","5","1","0.5","0","0","1","12.9","12.9","92.0%"
"16","Devin Singletary (BUF)","4","52","13.0","29","0","0","6","7","37","6.2","0","0","1","11.9","11.9","92.4%"
"17","Darrel Williams (ARI)","2","8","4.0","7","0","0","3","3","31","10.3","1","0","1","11.4","11.4","22.3%"
"18","Mike Davis (BAL)","11","44","4.0","11","0","0","5","6","42","8.4","0","0","1","11.1","11.1","2.6%"
"19","David Montgomery (CHI)","10","42","4.2","20","0","0","6","7","39","6.5","0","0","1","11.1","11.1","98.0%"
"20","Craig Reynolds (DET)","11","83","7.5","35","0","0","2","2","16","8.0","0","0","1","10.9","10.9","0.8%"
"21","Devontae Booker (FA)","8","56","7.0","9","0","0","4","5","28","7.0","0","0","1","10.4","10.4","0.7%"
"22","Jonathan Williams (WAS)","4","16","4.0","7","0","1","1","1","19","19.0","0","0","1","10.0","10.0","0.0%"
"23","Devonta Freeman (FA)","13","64","4.9","21","0","0","5","5","8","1.6","0","0","1","9.7","9.7","0.7%"
"24","Royce Freeman (HOU)","11","15","1.4","8","0","0","6","8","51","8.5","0","0","1","9.6","9.6","0.3%"
"25","Elijhaa Penny (FA)","1","8","8.0","8","0","0","1","1","3","3.0","1","0","1","9.6","9.6","0.0%"
"26","Chuba Hubbard (CAR)","10","33","3.3","17","0","1","0","0","0","0","0","0","1","9.3","9.3","8.6%"
"27","Rex Burkhead (HOU)","11","40","3.6","10","0","0","4","4","26","6.5","0","0","1","8.6","8.6","3.8%"
"28","Ezekiel Elliott (DAL)","12","45","3.8","7","0","0","1","6","15","15.0","0","0","1","8.5","8.5","97.6%"
"29","Nick Chubb (CLE)","17","59","3.5","15","0","0","3","4","6","2.0","0","0","1","8.0","8.0","99.6%"
"30","Sony Michel (MIA)","20","79","4.0","19","0","0","0","1","0","0","0","0","1","7.9","7.9","18.0%"
"31","Joe Mixon (CIN)","18","58","3.2","17","0","0","2","2","10","5.0","0","0","1","7.8","7.8","99.9%"
"32","Ty Johnson (NYJ)","6","17","2.8","7","0","0","4","7","40","10.0","0","0","1","7.7","7.7","1.3%"
"33","Josh Jacobs (LV)","9","24","2.7","5","0","0","5","6","46","9.2","0","1","1","7.5","7.5","97.3%"
"34","AJ Dillon (GB)","15","71","4.7","11","0","0","0","0","0","0","0","0","1","7.1","7.1","91.7%"
"35","Latavius Murray (FA)","1","1","1.0","1","0","1","0","0","0","0","0","0","1","6.1","6.1","0.7%"
"36","Jeff Wilson Jr. (SF)","13","56","4.3","12","0","0","0","0","0","0","0","0","1","5.6","5.6","2.1%"
"37","Samaje Perine (CIN)","4","11","2.8","6","0","0","4","5","22","5.5","0","0","1","5.3","5.3","3.9%"
"38","Corey Clement (FA)","13","44","3.4","10","0","0","1","2","2","2.0","0","0","1","5.1","5.1","1.0%"
