"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","James Conner (ARI)","21","96","4.6","35","0","2","5","5","77","15.4","1","0","1","37.8","37.8","98.6%"
"2","Jonathan Taylor (IND)","19","172","9.1","78","0","2","2","2","28","14.0","0","0","1","33.0","33.0","100.0%"
"3","Nick Chubb (CLE)","14","137","9.8","70","0","2","2","2","26","13.0","0","0","1","29.3","29.3","99.6%"
"4","Joe Mixon (CIN)","13","64","4.9","21","0","2","5","5","46","9.2","0","0","1","25.5","25.5","99.9%"
"5","Nyheim Hines (IND)","6","74","12.3","34","0","1","4","6","34","8.5","0","0","1","18.8","18.8","52.2%"
"6","Alvin Kamara (NO)","13","50","3.8","14","0","1","4","7","54","13.5","0","0","1","18.4","18.4","99.9%"
"7","Cordarrelle Patterson (ATL)","9","10","1.1","4","0","0","6","6","126","21.0","0","0","1","16.6","16.6","92.0%"
"8","Melvin Gordon III (DEN)","21","80","3.8","14","0","1","2","2","15","7.5","0","0","1","16.5","16.5","88.3%"
"9","Devonta Freeman (FA)","13","79","6.1","19","0","0","2","3","4","2.0","1","0","1","15.3","15.3","0.7%"
"10","Najee Harris (PIT)","22","62","2.8","13","0","1","3","3","16","5.3","0","0","1","15.3","15.3","99.9%"
"11","Dalvin Cook (MIN)","17","110","6.5","66","0","0","3","3","12","4.0","0","0","1","13.7","13.7","99.9%"
"12","Devontae Booker (FA)","21","99","4.7","20","0","0","3","3","23","7.7","0","0","1","13.7","13.7","0.7%"
"13","Jordan Howard (FA)","17","71","4.2","18","0","1","0","0","0","0","0","0","1","13.1","13.1","0.6%"
"14","Kenyan Drake (LV)","4","30","7.5","21","0","0","6","8","70","11.7","0","0","1","13.0","13.0","6.7%"
"15","Myles Gaskin (MIA)","20","34","1.7","6","0","1","6","6","23","3.8","0","1","1","12.7","12.7","7.4%"
"16","Christian McCaffrey (CAR)","14","52","3.7","10","0","0","4","5","54","13.5","0","0","1","12.6","12.6","99.9%"
"17","Rhamondre Stevenson (NE)","10","62","6.2","13","0","0","2","2","44","22.0","0","0","1","11.6","11.6","83.2%"
"18","Josh Jacobs (LV)","13","76","5.8","14","0","0","4","4","19","4.8","0","0","1","11.5","11.5","97.3%"
"19","Javonte Williams (DEN)","17","111","6.5","30","0","0","0","0","0","0","0","0","1","11.1","11.1","99.5%"
"20","Ezekiel Elliott (DAL)","10","51","5.1","11","0","0","3","3","25","8.3","0","0","1","11.1","11.1","97.6%"
"21","Ty Johnson (NYJ)","4","21","5.3","9","0","0","2","3","40","20.0","1","1","1","11.1","11.1","1.3%"
"22","Patrick Ricard (BAL)","0","0","0","0","0","0","3","5","35","11.7","1","0","1","11.0","11.0","0.1%"
