"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Jonathan Taylor (IND)","32","185","5.8","40","0","4","3","3","19","6.3","1","0","1","51.9","51.9","100.0%"
"2","Austin Ekeler (LAC)","11","50","4.5","12","0","2","6","7","65","10.8","2","0","1","38.5","38.5","99.9%"
"3","Joe Mixon (CIN)","30","123","4.1","20","0","2","0","0","0","0","0","0","1","24.3","24.3","99.9%"
"4","Nick Chubb (CLE)","22","130","5.9","15","0","0","2","2","14","7.0","1","0","1","21.4","21.4","99.6%"
"5","Christian McCaffrey (CAR)","10","59","5.9","15","0","0","7","8","60","8.6","1","0","1","21.4","21.4","99.9%"
"6","D'Andre Swift (DET)","14","136","9.7","57","0","1","3","4","0","0.0","0","0","1","21.1","21.1","99.7%"
"7","Dalvin Cook (MIN)","22","86","3.9","13","0","1","3","4","29","9.7","0","0","1","21.0","21.0","99.9%"
"8","James Conner (ARI)","21","62","3.0","8","0","1","5","6","37","7.4","0","0","1","18.4","18.4","98.6%"
"9","Myles Gaskin (MIA)","23","89","3.9","20","0","0","3","4","7","2.3","1","0","1","17.1","17.1","7.4%"
"10","Devonta Freeman (FA)","16","49","3.1","10","0","1","6","6","31","5.2","0","0","1","17.0","17.0","0.7%"
"11","Clyde Edwards-Helaire (KC)","12","63","5.3","14","0","1","2","2","13","6.5","0","0","1","14.6","14.6","92.6%"
"12","Najee Harris (PIT)","12","39","3.3","12","0","1","5","6","20","4.0","0","0","1","14.4","14.4","99.9%"
"13","AJ Dillon (GB)","11","53","4.8","11","0","0","6","6","44","7.3","0","0","1","12.7","12.7","91.7%"
"14","Mark Ingram II (NO)","16","88","5.5","28","0","0","6","8","25","4.2","0","1","1","12.3","12.3","21.7%"
"15","Dontrell Hilliard (TEN)","7","35","5.0","16","0","0","8","10","47","5.9","0","0","1","12.2","12.2","2.3%"
"16","James Robinson (JAC)","12","29","2.4","7","0","1","2","3","9","4.5","0","0","1","10.8","10.8","78.2%"
"17","Leonard Fournette (TB)","10","35","3.5","7","0","0","6","6","39","6.5","0","0","1","10.4","10.4","99.8%"
"18","Ezekiel Elliott (DAL)","9","32","3.6","8","0","0","6","6","36","6.0","0","0","1","9.8","9.8","97.6%"
"19","Ronald Jones II (KC)","8","33","4.1","9","0","1","0","0","0","0","0","0","1","9.3","9.3","78.6%"
"20","DeeJay Dallas (SEA)","4","25","6.3","15","0","1","1","2","2","2.0","0","0","1","9.2","9.2","0.8%"
"21","Saquon Barkley (NYG)","6","25","4.2","12","0","0","6","6","31","5.2","0","0","1","8.6","8.6","98.8%"
"22","Josh Jacobs (LV)","9","37","4.1","18","0","0","5","7","24","4.8","0","0","1","8.6","8.6","97.3%"
"23","Tony Pollard (DAL)","7","50","7.1","31","0","0","2","2","20","10.0","0","0","1","8.0","8.0","90.7%"
"24","Rhamondre Stevenson (NE)","12","69","5.8","21","0","0","1","1","6","6.0","0","0","1","8.0","8.0","83.2%"
"25","Antonio Gibson (WAS)","19","95","5.0","20","0","0","0","0","0","0","0","1","1","7.5","7.5","97.9%"
"26","Miles Sanders (PHI)","16","94","5.9","25","0","0","0","1","0","0","0","1","1","7.4","7.4","92.6%"
"27","David Montgomery (CHI)","14","58","4.1","11","0","0","1","1","9","9.0","0","0","1","7.2","7.2","98.0%"
"28","Matt Breida (NYG)","5","51","10.2","28","0","0","1","2","16","16.0","0","0","1","7.2","7.2","1.7%"
"29","Michael Carter (NYJ)","9","63","7.0","39","0","0","1","1","2","2.0","0","0","1","7.0","7.0","86.2%"
"30","Damien Harris (NE)","10","56","5.6","17","0","0","1","1","9","9.0","0","0","1","7.0","7.0","92.5%"
"31","Jeff Wilson Jr. (SF)","19","50","2.6","11","0","0","1","2","8","8.0","0","0","1","6.3","6.3","2.1%"
"32","Jordan Howard (FA)","10","63","6.3","18","0","0","0","0","0","0","0","0","1","6.3","6.3","0.6%"
"33","Trey Sermon (SF)","10","32","3.2","12","0","0","1","1","23","23.0","0","0","1","6.0","6.0","5.7%"
"34","Devin Singletary (BUF)","3","17","5.7","9","0","0","3","4","26","8.7","0","0","1","5.8","5.8","92.4%"
"35","J.D. McKissic (WAS)","7","46","6.6","15","0","0","1","2","4","4.0","0","0","1","5.5","5.5","45.4%"
"36","Adrian Peterson (FA)","9","40","4.4","16","0","0","2","2","4","2.0","0","0","1","5.4","5.4","2.1%"
"37","David Johnson (FA)","13","18","1.4","5","0","0","3","4","16","5.3","0","0","1","4.9","4.9","1.3%"
