"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Derrick Henry (TEN)","20","143","7.2","76","0","3","2","3","13","6.5","0","0","1","34.6","34.6","99.9%"
"2","Jonathan Taylor (IND)","14","145","10.4","83","0","2","1","2","13","13.0","0","0","1","28.3","28.3","100.0%"
"3","Leonard Fournette (TB)","22","81","3.7","20","0","2","6","6","46","7.7","0","0","1","27.7","27.7","99.8%"
"4","Joe Mixon (CIN)","18","94","5.2","18","0","0","5","6","59","11.8","1","0","1","23.8","23.8","99.9%"
"5","Darrell Henderson Jr. (LAR)","21","78","3.7","10","0","1","2","3","29","14.5","1","0","1","23.7","23.7","44.1%"
"6","Darrel Williams (ARI)","21","62","3.0","11","0","2","3","4","27","9.0","0","0","1","22.4","22.4","22.3%"
"7","Najee Harris (PIT)","24","81","3.4","10","0","0","6","7","46","7.7","1","0","1","21.7","21.7","99.9%"
"8","Dalvin Cook (MIN)","29","140","4.8","23","0","1","2","2","3","1.5","0","0","1","21.3","21.3","99.9%"
"9","Kenyan Drake (LV)","4","34","8.5","18","0","1","2","2","39","19.5","1","0","1","20.3","20.3","6.7%"
"10","Aaron Jones (GB)","13","76","5.8","28","0","0","4","4","34","8.5","1","0","1","19.0","19.0","99.7%"
"11","Khalil Herbert (CHI)","19","97","5.1","25","0","1","2","3","15","7.5","0","0","1","18.2","18.2","15.3%"
"12","James Robinson (JAC)","17","73","4.3","24","0","1","3","4","28","9.3","0","0","1","17.6","17.6","78.2%"
"13","Damien Harris (NE)","18","101","5.6","21","0","1","1","1","7","7.0","0","0","1","17.3","17.3","92.5%"
"14","Alex Collins (FA)","20","101","5.1","21","0","1","1","1","-3","-3.0","0","0","1","16.3","16.3","9.6%"
"15","Ezekiel Elliott (DAL)","17","69","4.1","21","0","0","7","9","50","7.1","0","0","1","15.4","15.4","97.6%"
"16","D'Andre Swift (DET)","13","24","1.8","9","0","1","5","7","43","8.6","0","0","1","15.2","15.2","99.7%"
"17","J.D. McKissic (WAS)","8","45","5.6","11","0","0","8","10","65","8.1","0","0","1","15.0","15.0","45.4%"
"18","Josh Jacobs (LV)","16","53","3.3","6","0","1","1","1","29","29.0","0","0","1","14.7","14.7","97.3%"
"19","Chris Evans (CIN)","4","18","4.5","6","0","0","3","3","49","16.3","1","0","1","14.2","14.2","1.7%"
"20","Rhamondre Stevenson (NE)","5","23","4.6","11","0","1","3","3","39","13.0","0","0","1","13.7","13.7","83.2%"
"21","Chuba Hubbard (CAR)","16","61","3.8","9","0","1","1","3","4","4.0","0","0","1","13.0","13.0","8.6%"
"22","Latavius Murray (FA)","9","44","4.9","14","0","1","2","2","12","6.0","0","0","1","12.6","12.6","0.7%"
"23","Devonta Freeman (FA)","9","53","5.9","16","0","1","0","2","0","0","0","0","1","11.3","11.3","0.7%"
"24","Kareem Hunt (CLE)","14","66","4.7","17","0","0","3","3","12","4.0","0","0","1","9.3","9.3","91.2%"
"25","Mark Ingram II (NO)","18","73","4.1","24","0","0","2","2","8","4.0","0","0","1","9.1","9.1","21.7%"
"26","Devontae Booker (FA)","12","41","3.4","14","0","0","4","4","28","7.0","0","0","1","8.9","8.9","0.7%"
"27","Melvin Gordon III (DEN)","10","50","5.0","10","0","0","3","3","23","7.7","0","0","1","8.8","8.8","88.3%"
"28","Javonte Williams (DEN)","11","53","4.8","30","0","0","3","3","15","5.0","0","0","1","8.3","8.3","99.5%"
"29","Elijhaa Penny (FA)","3","15","5.0","6","0","1","1","2","1","1.0","0","0","1","8.1","8.1","0.0%"
"30","Le'Veon Bell (FA)","8","18","2.3","7","0","1","0","0","0","0","0","0","1","7.8","7.8","0.2%"
"31","Tony Pollard (DAL)","10","41","4.1","9","0","0","3","3","22","7.3","0","0","1","7.8","7.8","90.7%"
"32","James Conner (ARI)","16","71","4.4","16","0","0","1","1","0","0.0","0","0","1","7.6","7.6","98.6%"
"33","Miles Sanders (PHI)","9","56","6.2","23","0","0","2","4","10","5.0","0","0","1","7.6","7.6","92.6%"
