"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Michael Carter (NYJ)","15","77","5.1","18","0","1","9","14","95","10.6","0","0","1","27.7","27.7","86.2%"
"2","Joe Mixon (CIN)","14","33","2.4","8","0","1","4","5","58","14.5","1","0","1","23.1","23.1","99.9%"
"3","Darrell Henderson Jr. (LAR)","14","90","6.4","19","0","1","1","2","3","3.0","1","0","1","21.8","21.8","44.1%"
"4","Austin Ekeler (LAC)","11","64","5.8","28","0","1","6","10","60","10.0","0","0","1","21.4","21.4","99.9%"
"5","Aaron Jones (GB)","15","59","3.9","16","0","1","7","11","51","7.3","0","0","1","20.5","20.5","99.7%"
"6","Jonathan Taylor (IND)","16","70","4.4","12","0","1","3","4","52","17.3","0","0","1","19.7","19.7","100.0%"
"7","Elijah Mitchell (SF)","18","137","7.6","39","0","1","0","0","0","0","0","0","1","19.7","19.7","94.5%"
"8","Najee Harris (PIT)","26","91","3.5","11","0","1","3","3","29","9.7","0","0","1","19.5","19.5","99.9%"
"9","Boston Scott (PHI)","12","60","5.0","19","0","2","0","1","0","0","0","0","1","18.0","18.0","2.8%"
"10","Jordan Howard (FA)","12","57","4.8","10","0","2","0","0","0","0","0","0","1","17.7","17.7","0.6%"
"11","Melvin Gordon III (DEN)","10","47","4.7","11","0","1","3","3","15","5.0","1","1","1","17.7","17.7","88.3%"
"12","Ty Johnson (NYJ)","4","15","3.8","8","0","0","5","6","71","14.2","1","0","1","17.1","17.1","1.3%"
"13","Cordarrelle Patterson (ATL)","9","35","3.9","14","0","0","5","5","37","7.4","1","0","1","15.7","15.7","92.0%"
"14","Alvin Kamara (NO)","19","61","3.2","15","0","1","3","4","15","5.0","0","0","1","15.1","15.1","99.9%"
"15","Devontae Booker (FA)","15","60","4.0","14","0","0","5","6","65","13.0","0","0","1","15.0","15.0","0.7%"
"16","Chase Edmonds (MIA)","7","30","4.3","11","0","1","3","4","39","13.0","0","0","1","14.4","14.4","88.5%"
"17","James Conner (ARI)","5","22","4.4","9","0","2","0","0","0","0","0","0","1","14.2","14.2","98.6%"
"18","Darrel Williams (ARI)","13","49","3.8","12","0","0","6","6","61","10.2","0","0","1","14.0","14.0","22.3%"
"19","Damien Harris (NE)","23","80","3.5","10","0","1","0","1","0","0","0","0","1","14.0","14.0","92.5%"
