"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Derrick Henry (TEN)","29","130","4.5","15","0","3","0","0","0","0","0","0","1","31.0","31.0","99.9%"
"2","Jonathan Taylor (IND)","15","53","3.5","19","0","1","3","4","116","38.7","1","0","1","30.4","30.4","100.0%"
"3","Austin Ekeler (LAC)","17","66","3.9","9","0","2","5","5","53","10.6","1","1","1","30.4","30.4","99.9%"
"4","Myles Gaskin (MIA)","5","25","5.0","13","0","0","10","10","74","7.4","2","0","1","26.9","26.9","7.4%"
"5","Alvin Kamara (NO)","16","71","4.4","23","0","1","5","8","51","10.2","1","0","1","26.7","26.7","99.9%"
"6","Ezekiel Elliott (DAL)","21","110","5.2","15","0","1","2","3","2","1.0","1","0","1","24.2","24.2","97.6%"
"7","Nick Chubb (CLE)","21","161","7.7","52","0","1","1","1","9","9.0","0","0","1","23.5","23.5","99.6%"
"8","Kareem Hunt (CLE)","12","61","5.1","12","0","2","5","6","28","5.6","0","0","1","23.4","23.4","91.2%"
"9","Alexander Mattison (MIN)","25","113","4.5","48","0","0","7","7","40","5.7","1","1","1","22.8","22.8","56.4%"
"10","Najee Harris (PIT)","23","122","5.3","20","0","1","2","5","20","10.0","0","0","1","21.2","21.2","99.9%"
"11","James Robinson (JAC)","18","149","8.3","58","0","1","1","1","-2","-2.0","0","0","1","21.2","21.2","78.2%"
"12","Antonio Gibson (WAS)","20","60","3.0","16","0","2","2","2","12","6.0","0","0","1","20.2","20.2","97.9%"
"13","D'Andre Swift (DET)","11","51","4.6","12","0","1","6","6","53","8.8","0","0","1","19.4","19.4","99.7%"
"14","Devontae Booker (FA)","16","42","2.6","14","0","1","3","4","16","5.3","1","0","1","19.3","19.3","0.7%"
"15","Leonard Fournette (TB)","12","67","5.6","17","0","1","4","5","43","10.8","0","0","1","19.0","19.0","99.8%"
"16","Darrell Henderson Jr. (LAR)","17","82","4.8","29","0","1","1","1","17","17.0","0","0","1","16.4","16.4","44.1%"
"17","Samaje Perine (CIN)","11","59","5.4","11","0","0","4","5","24","6.0","1","0","1","16.3","16.3","3.9%"
"18","Chuba Hubbard (CAR)","24","101","4.2","26","0","0","5","6","33","6.6","0","0","1","15.9","15.9","8.6%"
"19","AJ Dillon (GB)","8","30","3.8","17","0","0","4","4","49","12.3","1","0","1","15.9","15.9","91.7%"
"20","Damien Williams (ATL)","16","64","4.0","14","0","1","2","3","20","10.0","0","0","1","15.4","15.4","2.0%"
"21","Cordarrelle Patterson (ATL)","14","54","3.9","12","0","0","7","9","60","8.6","0","0","1","14.9","14.9","92.0%"
"22","Josh Jacobs (LV)","15","48","3.2","11","0","1","4","5","19","4.8","0","0","1","14.7","14.7","97.3%"
"23","Michael Carter (NYJ)","10","38","3.8","9","0","1","3","3","20","6.7","0","0","1","13.3","13.3","86.2%"
"24","Aaron Jones (GB)","14","103","7.4","57","0","0","4","5","6","1.5","0","0","1","12.9","12.9","99.7%"
"25","Tony Pollard (DAL)","14","75","5.4","17","0","0","4","4","28","7.0","0","0","1","12.3","12.3","90.7%"
"26","Mike Davis (BAL)","13","53","4.1","17","0","1","2","5","8","4.0","0","1","1","11.1","11.1","2.6%"
"27","Sony Michel (MIA)","11","37","3.4","15","0","1","1","1","8","8.0","0","0","1","11.0","11.0","18.0%"
"28","Zack Moss (BUF)","11","37","3.4","8","0","0","3","4","55","18.3","0","0","1","10.7","10.7","3.1%"
"29","Giovani Bernard (TB)","4","21","5.3","17","0","0","2","2","14","7.0","1","0","1","10.5","10.5","0.9%"
"30","Ty Johnson (NYJ)","4","12","3.0","6","0","1","2","3","22","11.0","0","0","1","10.4","10.4","1.3%"
"31","James Conner (ARI)","10","29","2.9","8","0","1","1","1","8","8.0","0","0","1","10.2","10.2","98.6%"
"32","Javonte Williams (DEN)","8","61","7.6","49","0","0","3","3","25","8.3","0","0","1","10.1","10.1","99.5%"
"33","Joe Mixon (CIN)","10","33","3.3","10","0","1","1","1","2","2.0","0","0","1","10.0","10.0","99.9%"
"34","Damien Harris (NE)","14","58","4.1","15","0","1","0","0","0","0","0","1","1","9.8","9.8","92.5%"
"35","Alex Collins (FA)","15","47","3.1","13","0","0","2","3","25","12.5","0","0","1","8.2","8.2","9.6%"
"36","David Johnson (FA)","2","5","2.5","3","0","0","5","6","46","9.2","0","0","1","7.6","7.6","1.3%"
"37","Miles Sanders (PHI)","11","45","4.1","18","0","0","5","5","6","1.2","0","0","1","7.6","7.6","92.6%"
"38","Jamaal Williams (DET)","13","57","4.4","13","0","0","2","2","8","4.0","0","0","1","7.5","7.5","27.1%"
"39","Khalil Herbert (CHI)","18","75","4.2","11","0","0","0","0","0","0","0","0","1","7.5","7.5","15.3%"
"40","Elijah Mitchell (SF)","9","43","4.8","14","0","0","2","2","19","9.5","0","0","1","7.2","7.2","94.5%"
"41","Darrel Williams (ARI)","5","27","5.4","9","0","0","3","5","18","6.0","0","0","1","6.0","6.0","22.3%"
"42","Marlon Mack (HOU)","5","47","9.4","22","0","0","1","2","7","7.0","0","0","1","5.9","5.9","54.2%"
"43","Melvin Gordon III (DEN)","9","34","3.8","8","0","0","2","2","9","4.5","0","0","1","5.3","5.3","88.3%"
"44","Brandon Bolden (LV)","2","25","12.5","24","0","0","4","4","6","1.5","0","0","1","5.1","5.1","0.7%"
"45","Devonta Freeman (FA)","1","1","1.0","1","0","0","3","4","34","11.3","0","0","1","5.0","5.0","0.7%"
"46","Kyle Juszczyk (SF)","1","0","0.0","0","0","0","3","4","35","11.7","0","0","1","5.0","5.0","0.8%"
