"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Ezekiel Elliott (DAL)","17","95","5.6","13","0","2","3","3","21","7.0","0","0","1","25.1","25.1","97.6%"
"2","Kareem Hunt (CLE)","10","81","8.1","29","0","1","6","7","74","12.3","0","0","1","24.5","24.5","91.2%"
"3","James Robinson (JAC)","15","88","5.9","21","0","1","6","6","46","7.7","0","0","1","22.4","22.4","78.2%"
"4","Peyton Barber (FA)","23","111","4.8","27","0","1","3","5","31","10.3","0","0","1","21.7","21.7","0.6%"
"5","Najee Harris (PIT)","14","40","2.9","20","0","0","14","19","102","7.3","0","0","1","21.2","21.2","99.9%"
"6","D'Andre Swift (DET)","14","47","3.4","14","0","1","7","7","60","8.6","0","0","1","20.2","20.2","99.7%"
"7","Alexander Mattison (MIN)","26","112","4.3","24","0","0","6","8","59","9.8","0","0","1","20.1","20.1","56.4%"
"8","Austin Ekeler (LAC)","11","55","5.0","11","0","0","6","6","52","8.7","1","0","1","19.7","19.7","99.9%"
"9","Alvin Kamara (NO)","24","89","3.7","11","0","0","3","4","29","9.7","1","0","1","19.3","19.3","99.9%"
"10","Saquon Barkley (NYG)","16","51","3.2","15","0","1","6","7","43","7.2","0","0","1","18.4","18.4","98.8%"
"11","Derrick Henry (TEN)","28","113","4.0","19","0","0","3","3","31","10.3","0","0","1","17.9","17.9","99.9%"
"12","James Conner (ARI)","11","43","3.9","11","0","2","1","1","10","10.0","0","0","1","17.8","17.8","98.6%"
"13","Antonio Gibson (WAS)","12","31","2.6","7","0","0","1","2","73","73.0","1","0","1","16.9","16.9","97.9%"
"14","Aaron Jones (GB)","19","82","4.3","12","0","1","2","2","14","7.0","0","0","1","16.6","16.6","99.7%"
"15","Zack Moss (BUF)","13","60","4.6","9","0","0","3","3","31","10.3","1","0","1","16.6","16.6","3.1%"
"16","Nyheim Hines (IND)","6","25","4.2","9","0","1","5","6","54","10.8","0","0","1","16.4","16.4","52.2%"
"17","Clyde Edwards-Helaire (KC)","17","100","5.9","14","0","0","2","2","9","4.5","1","1","1","15.9","15.9","92.6%"
"18","Giovani Bernard (TB)","0","0","0","0","0","0","9","10","51","5.7","1","0","1","15.6","15.6","0.9%"
"19","Chris Carson (SEA)","12","80","6.7","30","0","1","2","2","2","1.0","0","0","1","15.2","15.2","13.1%"
"20","Melvin Gordon III (DEN)","18","60","3.3","10","0","1","1","2","21","21.0","0","0","1","14.7","14.7","88.3%"
"21","Jamaal Williams (DET)","12","42","3.5","14","0","1","2","2","25","12.5","0","0","1","13.7","13.7","27.1%"
"22","Cordarrelle Patterson (ATL)","7","20","2.9","11","0","0","6","7","82","13.7","0","0","1","13.2","13.2","92.0%"
"23","Kyle Juszczyk (SF)","5","14","2.8","5","0","0","4","4","37","9.3","1","0","1","13.1","13.1","0.8%"
"24","Javonte Williams (DEN)","12","29","2.4","14","0","1","3","4","33","11.0","0","1","1","11.7","11.7","99.5%"
"25","Chase Edmonds (MIA)","11","26","2.4","7","0","0","7","8","49","7.0","0","0","1","11.0","11.0","88.5%"
"26","Trey Sermon (SF)","10","31","3.1","16","0","1","2","3","3","1.5","0","0","1","10.4","10.4","5.7%"
"27","Joe Mixon (CIN)","18","90","5.0","27","0","0","1","1","4","4.0","0","0","1","9.9","9.9","99.9%"
"28","Chuba Hubbard (CAR)","11","52","4.7","14","0","0","3","5","27","9.0","0","0","1","9.4","9.4","8.6%"
"29","Sony Michel (MIA)","20","67","3.4","15","0","0","3","4","12","4.0","0","0","1","9.4","9.4","18.0%"
"30","Malcolm Brown (FA)","7","31","4.4","24","0","1","0","2","0","0","0","0","1","9.1","9.1","0.1%"
"31","Mike Davis (BAL)","12","50","4.2","11","0","0","4","4","20","5.0","0","0","1","9.0","9.0","2.6%"
"32","Myles Gaskin (MIA)","13","65","5.0","15","0","0","3","6","9","3.0","0","0","1","8.9","8.9","7.4%"
"33","Nick Chubb (CLE)","22","84","3.8","14","0","0","0","0","0","0","0","0","1","8.4","8.4","99.6%"
"34","Jeremy McNichols (FA)","2","6","3.0","5","0","0","1","2","10","10.0","1","0","1","8.1","8.1","0.2%"
"35","Jonathan Taylor (IND)","10","64","6.4","23","0","0","1","1","8","8.0","0","0","1","7.7","7.7","100.0%"
"36","Kenyan Drake (LV)","8","24","3.0","6","0","0","3","6","33","11.0","0","0","1","7.2","7.2","6.7%"
"37","Tony Pollard (DAL)","11","60","5.5","11","0","0","1","1","5","5.0","0","0","1","7.0","7.0","90.7%"
"38","Miles Sanders (PHI)","2","27","13.5","24","0","0","3","4","28","9.3","0","0","1","7.0","7.0","92.6%"
"39","Alec Ingold (MIA)","1","0","0.0","0","0","0","1","1","1","1.0","1","0","1","6.6","6.6","0.0%"
"40","David Montgomery (CHI)","10","34","3.4","16","0","0","2","4","21","10.5","0","0","1","6.5","6.5","98.0%"
"41","Travis Homer (SEA)","0","0","0","0","0","0","3","3","48","16.0","0","0","1","6.3","6.3","0.1%"
"42","Christian McCaffrey (CAR)","7","31","4.4","10","0","0","2","2","9","4.5","0","0","1","5.0","5.0","99.9%"
"43","Kenneth Gainwell (PHI)","1","2","2.0","2","0","0","3","4","32","10.7","0","0","1","4.9","4.9","22.3%"
"44","Leonard Fournette (TB)","4","8","2.0","3","0","0","3","3","26","8.7","0","0","1","4.9","4.9","99.8%"
"45","Darrel Williams (ARI)","7","28","4.0","7","0","0","2","3","11","5.5","0","0","1","4.9","4.9","22.3%"
"46","J.D. McKissic (WAS)","3","23","7.7","11","0","0","2","2","15","7.5","0","0","1","4.8","4.8","45.4%"
"47","Carlos Hyde (FA)","8","44","5.5","18","0","0","0","0","0","0","0","0","1","4.4","4.4","0.2%"
"48","Michael Carter (NYJ)","9","24","2.7","8","0","0","2","3","5","2.5","0","0","1","3.9","3.9","86.2%"
"49","Brandon Bolden (LV)","3","-1","-0.3","0","0","0","3","4","23","7.7","0","0","1","3.7","3.7","0.7%"
"50","AJ Dillon (GB)","6","18","3.0","6","0","0","2","2","8","4.0","0","0","1","3.6","3.6","91.7%"
"51","Chris Evans (CIN)","0","0","0","0","0","0","2","2","26","13.0","0","0","1","3.6","3.6","1.7%"
"52","Tony Jones Jr. (NO)","2","12","6.0","7","0","0","2","2","10","5.0","0","0","1","3.2","3.2","0.8%"
"53","Devin Singletary (BUF)","11","26","2.4","7","0","0","1","2","0","0.0","0","0","1","3.1","3.1","92.4%"
"54","Royce Freeman (HOU)","5","17","3.4","13","0","0","1","1","8","8.0","0","0","1","3.0","3.0","0.3%"
"55","Ty Johnson (NYJ)","3","17","5.7","13","0","0","1","5","6","6.0","0","0","1","2.8","2.8","1.3%"
"56","Latavius Murray (FA)","7","28","4.0","8","0","0","0","0","0","0","0","0","1","2.8","2.8","0.7%"
"57","Mark Ingram II (NO)","6","21","3.5","6","0","0","1","1","-1","-1.0","0","0","1","2.5","2.5","21.7%"
"58","Ameer Abdullah (LV)","5","24","4.8","9","0","0","0","0","0","0","0","0","1","2.4","2.4","0.8%"
"59","Demetric Felton Jr. (CLE)","0","0","0","0","0","0","2","3","13","6.5","0","0","1","2.3","2.3","0.6%"
"60","Ty'Son Williams (IND)","5","22","4.4","12","0","0","0","1","0","0","0","0","1","2.2","2.2","0.2%"
"61","Damien Harris (NE)","6","14","2.3","7","0","0","2","2","-3","-1.5","0","0","1","2.1","2.1","92.5%"
"62","Gabe Nabers (LAC)","0","0","0","0","0","0","2","2","11","5.5","0","0","1","2.1","2.1","0.0%"
"63","Boston Scott (PHI)","0","0","0","0","0","0","2","2","5","2.5","0","0","1","1.5","1.5","2.8%"
"64","J.J. Taylor (NE)","1","2","2.0","2","0","0","2","2","3","1.5","0","0","1","1.5","1.5","0.2%"
"65","Samaje Perine (CIN)","1","-1","-1.0","0","0","0","1","1","8","8.0","0","0","1","1.2","1.2","3.9%"
"66","Ronald Jones II (KC)","5","11","2.2","5","0","0","0","0","0","0","0","0","1","1.1","1.1","78.6%"
"67","David Johnson (FA)","2","11","5.5","7","0","0","0","0","0","0","0","0","1","1.1","1.1","1.3%"
"68","Rex Burkhead (HOU)","0","0","0","0","0","0","1","1","5","5.0","0","0","1","1.0","1.0","3.8%"
"69","D'Ernest Johnson (CLE)","2","9","4.5","5","0","0","0","0","0","0","0","0","1","0.9","0.9","4.3%"
"70","Alex Collins (FA)","2","8","4.0","6","0","0","0","0","0","0","0","0","1","0.8","0.8","9.6%"
"71","Devonta Freeman (FA)","3","8","2.7","5","0","0","0","0","0","0","0","0","1","0.8","0.8","0.7%"
"72","Derek Watt (PIT)","0","0","0","0","0","0","1","1","3","3.0","0","0","1","0.8","0.8","0.2%"
"73","Damarea Crockett (DEN)","3","7","2.3","6","0","0","0","0","0","0","0","0","1","0.7","0.7","0.1%"
"74","Elijhaa Penny (FA)","2","6","3.0","4","0","0","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"75","Jake Funk (LAR)","1","6","6.0","6","0","0","0","0","0","0","0","0","1","0.6","0.6","0.2%"
"76","James White (NE)","1","6","6.0","6","0","0","0","1","0","0","0","0","1","0.6","0.6","10.0%"
"77","Alex Armah Jr. (WAS)","1","5","5.0","5","0","0","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"78","Phillip Lindsay (IND)","7","5","0.7","3","0","0","0","0","0","0","0","0","1","0.5","0.5","1.3%"
"79","Gary Brightwell (NYG)","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","0.3%"
"80","Larry Rountree III (LAC)","4","3","0.8","4","0","0","0","1","0","0","0","0","1","0.3","0.3","0.7%"
"81","C.J. Ham (MIN)","2","2","1.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.1%"
"82","Mekhi Sargent (JAC)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"83","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"84","Deon Jackson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"85","Zamir White (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.3%"
"86","CJ Verdell (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Brian Robinson Jr. (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0%"
"88","Pooka Williams Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Sandro Platzgummer (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"90","Jermar Jefferson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"91","Josh Hokit (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Jaret Patterson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"93","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Kennedy Brooks (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Raheem Blackshear (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Jonathan Ward (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"97","Nathan Cottrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","Antonio Williams (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"99","Giovanni Ricci (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Josh Jacobs (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.3%"
"101","Elijah Holyfield (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Justice Hill (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"103","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"104","Darwin Thompson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"105","Mike Weber (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Benny Snell Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"107","Darrell Henderson Jr. (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.1%"
"108","Trevon Wesco (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Ryquell Armstead (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"110","Qadree Ollison (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Ryan Nall (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Mike Boone (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"113","Gus Edwards (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.6%"
"114","Reggie Bonnafon (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Johnny Stanton (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Dontrell Hilliard (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3%"
"117","Jeff Wilson Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"118","Devine Ozigbo (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Darius Bradwell (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Patrick Taylor Jr. (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"121","DeeJay Dallas (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"122","Ty Chandler (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"123","Darius Anderson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Salvon Ahmed (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"125","Joshua Kelley (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"126","Jason Huntley (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"127","Rico Dowdle (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"128","JaMycal Hasty (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"129","Darrynton Evans (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"130","Khari Blasingame (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","John Lovett (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Andrew Beck (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Cullen Gillaspia (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"134","Jakob Johnson (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"135","Caleb Huntley (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
