"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Christian McCaffrey (CAR)","21","98","4.7","18","0","0","9","9","89","9.9","0","0","1","23.2","23.2","99.9%"
"2","Joe Mixon (CIN)","29","127","4.4","19","0","1","4","4","23","5.8","0","0","1","23.0","23.0","99.9%"
"3","Nick Chubb (CLE)","15","83","5.5","18","0","2","2","2","18","9.0","0","1","1","21.1","21.1","99.6%"
"4","Jamaal Williams (DET)","9","54","6.0","20","0","1","8","9","56","7.0","0","0","1","21.0","21.0","27.1%"
"5","D'Andre Swift (DET)","11","39","3.5","16","0","0","8","11","65","8.1","1","0","1","20.4","20.4","99.7%"
"6","Melvin Gordon III (DEN)","11","101","9.2","70","0","1","3","3","17","5.7","0","0","1","19.3","19.3","88.3%"
"7","David Montgomery (CHI)","16","108","6.8","41","0","1","1","1","10","10.0","0","0","1","18.3","18.3","98.0%"
"8","Dalvin Cook (MIN)","20","61","3.1","17","0","1","6","7","43","7.2","0","1","1","17.4","17.4","99.9%"
"9","Ty'Son Williams (IND)","9","65","7.2","35","0","1","3","4","29","9.7","0","0","1","16.9","16.9","0.2%"
"10","Alvin Kamara (NO)","20","83","4.2","14","0","0","3","4","8","2.7","1","0","1","16.6","16.6","99.9%"
"11","Josh Jacobs (LV)","10","34","3.4","15","0","2","1","2","6","6.0","0","0","1","16.5","16.5","97.3%"
"12","Elijah Mitchell (SF)","19","104","5.5","38","0","1","0","0","0","0","0","0","1","16.4","16.4","94.5%"
"13","Kareem Hunt (CLE)","6","33","5.5","15","0","1","3","3","28","9.3","0","0","1","15.6","15.6","91.2%"
"14","Miles Sanders (PHI)","15","74","4.9","23","0","0","4","5","39","9.8","0","0","1","15.3","15.3","92.6%"
"15","Darrell Henderson Jr. (LAR)","16","70","4.4","15","0","1","1","1","17","17.0","0","0","1","15.2","15.2","44.1%"
"16","Jonathan Taylor (IND)","17","56","3.3","12","0","0","6","7","60","10.0","0","0","1","14.6","14.6","100.0%"
"17","Mark Ingram II (NO)","26","85","3.3","11","0","1","0","1","0","0","0","0","1","14.5","14.5","21.7%"
"18","Chase Edmonds (MIA)","12","63","5.3","16","0","0","4","4","43","10.8","0","0","1","12.6","12.6","88.5%"
"19","Austin Ekeler (LAC)","15","57","3.8","14","0","1","0","0","0","0","0","0","1","11.7","11.7","99.9%"
"20","Kenneth Gainwell (PHI)","9","37","4.1","8","0","1","2","3","6","3.0","0","0","1","11.3","11.3","22.3%"
"21","Chris Carson (SEA)","16","91","5.7","33","0","0","3","3","26","8.7","0","1","1","11.2","11.2","13.1%"
"22","Nyheim Hines (IND)","9","34","3.8","8","0","0","6","8","48","8.0","0","0","1","11.2","11.2","52.2%"
"23","Damien Harris (NE)","23","100","4.3","35","0","0","2","3","17","8.5","0","1","1","10.7","10.7","92.5%"
"24","David Johnson (FA)","3","10","3.3","5","0","0","3","4","18","6.0","1","0","1","10.3","10.3","1.3%"
"25","Antonio Gibson (WAS)","20","90","4.5","27","0","0","3","5","18","6.0","0","1","1","10.3","10.3","97.9%"
"26","Myles Gaskin (MIA)","9","49","5.4","15","0","0","5","5","27","5.4","0","0","1","10.1","10.1","7.4%"
"27","Kenyan Drake (LV)","6","11","1.8","6","0","0","5","5","59","11.8","0","0","1","9.5","9.5","6.7%"
"28","Devin Singletary (BUF)","11","72","6.5","25","0","0","3","5","8","2.7","0","0","1","9.5","9.5","92.4%"
"29","Derrick Henry (TEN)","17","58","3.4","19","0","0","3","4","19","6.3","0","0","1","9.2","9.2","99.9%"
"30","James White (NE)","4","12","3.0","10","0","0","6","7","49","8.2","0","0","1","9.1","9.1","10.0%"
