"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","AJ Dillon (GB)","21","66","3.1","11","0","2","2","2","62","31.0","0","0","1","25.8","25.8","91.7%"
"2","Rhamondre Stevenson (NE)","20","100","5.0","18","0","2","4","5","14","3.5","0","0","1","25.4","25.4","83.2%"
"3","Darrel Williams (ARI)","11","43","3.9","21","0","0","9","9","101","11.2","1","0","1","24.9","24.9","22.3%"
"4","Jonathan Taylor (IND)","21","116","5.5","34","0","1","6","8","10","1.7","0","0","1","21.6","21.6","100.0%"
"5","Christian McCaffrey (CAR)","13","95","7.3","15","0","0","10","10","66","6.6","0","0","1","21.1","21.1","99.9%"
"6","Antonio Gibson (WAS)","24","64","2.7","15","0","2","2","2","14","7.0","0","0","1","20.8","20.8","97.9%"
"7","Ezekiel Elliott (DAL)","14","41","2.9","9","0","2","3","3","15","5.0","0","1","1","19.3","19.3","97.6%"
"8","Dalvin Cook (MIN)","24","94","3.9","12","0","1","3","5","24","8.0","0","0","1","19.3","19.3","99.9%"
"9","D'Ernest Johnson (CLE)","19","99","5.2","24","0","0","7","8","58","8.3","0","0","1","19.2","19.2","4.3%"
"10","Mark Ingram II (NO)","14","47","3.4","13","0","1","4","7","61","15.3","0","0","1","18.8","18.8","21.7%"
"11","Matt Breida (NYG)","3","28","9.3","15","0","1","3","3","22","7.3","1","1","1","16.5","16.5","1.7%"
"12","James Robinson (JAC)","12","57","4.8","18","0","1","4","5","27","6.8","0","0","1","16.4","16.4","78.2%"
"13","Michael Carter (NYJ)","16","39","2.4","8","0","1","4","6","43","10.8","0","0","1","16.2","16.2","86.2%"
"14","Najee Harris (PIT)","26","105","4.0","12","0","0","4","4","28","7.0","0","0","1","15.3","15.3","99.9%"
"15","D'Andre Swift (DET)","33","130","3.9","21","0","0","3","6","5","1.7","0","0","1","15.0","15.0","99.7%"
"16","James Conner (ARI)","10","39","3.9","11","0","1","3","4","25","8.3","0","0","1","13.9","13.9","98.6%"
"17","Austin Ekeler (LAC)","11","44","4.0","9","0","0","3","6","15","5.0","1","0","1","13.4","13.4","99.9%"
"18","Leonard Fournette (TB)","11","47","4.3","8","0","0","8","9","45","5.6","0","0","1","13.2","13.2","99.8%"
"19","Tony Pollard (DAL)","11","42","3.8","15","0","0","6","7","56","9.3","0","0","1","12.8","12.8","90.7%"
"20","Godwin Igwebuike (DET)","2","56","28.0","42","0","1","0","0","0","0","0","0","1","11.6","11.6","0.2%"
"21","Boston Scott (PHI)","11","81","7.4","23","0","0","2","2","24","12.0","0","0","1","11.5","11.5","2.8%"
"22","Devin Singletary (BUF)","7","43","6.1","15","0","1","1","1","6","6.0","0","0","1","11.4","11.4","92.4%"
"23","Aaron Jones (GB)","7","25","3.6","6","0","0","4","6","61","15.3","0","0","1","10.6","10.6","99.7%"
"24","Jermar Jefferson (DET)","3","41","13.7","28","0","1","0","0","0","0","0","0","1","10.1","10.1","0.7%"
"25","Elijah Mitchell (SF)","27","91","3.4","17","0","0","0","0","0","0","0","0","1","9.1","9.1","94.5%"
"26","Melvin Gordon III (DEN)","9","45","5.0","15","0","1","1","4","-2","-2.0","0","1","1","8.8","8.8","88.3%"
"27","D'Onta Foreman (CAR)","11","30","2.7","6","0","0","2","2","48","24.0","0","0","1","8.8","8.8","12.5%"
"28","Chuba Hubbard (CAR)","9","27","3.0","16","0","1","0","0","0","0","0","0","1","8.7","8.7","8.6%"
"29","Zack Moss (BUF)","7","27","3.9","11","0","1","0","0","0","0","0","0","1","8.7","8.7","3.1%"
"30","Brandon Bolden (LV)","3","32","10.7","22","0","0","3","3","38","12.7","0","0","1","8.5","8.5","0.7%"
"31","Jordan Howard (FA)","12","83","6.9","25","0","0","0","0","0","0","0","0","1","8.3","8.3","0.6%"
"32","Wayne Gallman Jr. (FA)","15","55","3.7","17","0","0","1","2","21","21.0","0","0","1","8.1","8.1","0.0%"
"33","Devonta Freeman (FA)","10","35","3.5","12","0","0","3","4","23","7.7","0","0","1","7.3","7.3","0.7%"
"34","Ameer Abdullah (LV)","9","24","2.7","15","0","0","4","4","27","6.8","0","0","1","7.1","7.1","0.8%"
"35","Larry Rountree III (LAC)","5","10","2.0","5","0","1","0","0","0","0","0","0","1","7.0","7.0","0.7%"
"36","Ty Johnson (NYJ)","2","2","1.0","2","0","0","5","8","36","7.2","0","0","1","6.3","6.3","1.3%"
"37","Josh Jacobs (LV)","7","16","2.3","5","0","0","5","5","20","4.0","0","0","1","6.1","6.1","97.3%"
"38","Darrell Henderson Jr. (LAR)","5","31","6.2","11","0","0","4","6","10","2.5","0","0","1","6.1","6.1","44.1%"
"39","Javonte Williams (DEN)","8","48","6.0","20","0","0","2","3","1","0.5","0","0","1","5.9","5.9","99.5%"
"40","J.D. McKissic (WAS)","2","4","2.0","2","0","0","4","4","35","8.8","0","0","1","5.9","5.9","45.4%"
"41","Alex Collins (FA)","10","41","4.1","10","0","0","1","1","8","8.0","0","0","1","5.4","5.4","9.6%"
"42","Myles Gaskin (MIA)","14","31","2.2","11","0","0","1","2","14","14.0","0","0","1","5.0","5.0","7.4%"
"43","Alexander Mattison (MIN)","4","16","4.0","7","0","0","1","1","24","24.0","0","0","1","4.5","4.5","56.4%"
"44","Cordarrelle Patterson (ATL)","4","25","6.3","14","0","0","1","2","14","14.0","0","0","1","4.4","4.4","92.0%"
"45","Tevin Coleman (NYJ)","4","29","7.3","15","0","0","2","3","4","2.0","0","0","1","4.3","4.3","0.8%"
"46","Sony Michel (MIA)","4","20","5.0","7","0","0","2","2","11","5.5","0","0","1","4.1","4.1","18.0%"
"47","Kenyan Drake (LV)","4","16","4.0","12","0","0","2","3","15","7.5","0","0","1","4.1","4.1","6.7%"
"48","Travis Homer (SEA)","1","2","2.0","2","0","0","3","4","23","7.7","0","0","1","4.0","4.0","0.1%"
"49","Nyheim Hines (IND)","2","12","6.0","9","0","0","2","4","17","8.5","0","0","1","3.9","3.9","52.2%"
"50","Jerick McKinnon (KC)","3","26","8.7","18","0","0","1","3","6","6.0","0","0","1","3.7","3.7","3.3%"
"51","Corey Clement (FA)","6","20","3.3","6","0","0","1","1","5","5.0","0","0","1","3.0","3.0","1.0%"
"52","C.J. Ham (MIN)","0","0","0","0","0","0","3","3","13","4.3","0","0","1","2.8","2.8","0.1%"
"53","Jeff Wilson Jr. (SF)","10","28","2.8","6","0","0","0","0","0","0","0","0","1","2.8","2.8","2.1%"
"54","Adrian Peterson (FA)","8","21","2.6","6","0","0","1","1","-1","-1.0","0","0","1","2.5","2.5","2.1%"
"55","Eno Benjamin (ARI)","6","22","3.7","9","0","0","0","1","0","0","0","0","1","2.2","2.2","2.1%"
"56","Salvon Ahmed (MIA)","2","6","3.0","4","0","0","1","1","9","9.0","0","0","1","2.0","2.0","0.6%"
"57","Kenneth Gainwell (PHI)","2","5","2.5","5","0","0","1","1","9","9.0","0","0","1","1.9","1.9","22.3%"
"58","Derrick Gore (KC)","6","19","3.2","5","0","0","0","0","0","0","0","0","1","1.9","1.9","0.7%"
"59","Mike Davis (BAL)","4","18","4.5","7","0","0","0","1","0","0","0","0","1","1.8","1.8","2.6%"
"60","Derek Watt (PIT)","0","0","0","0","0","0","1","1","9","9.0","0","0","1","1.4","1.4","0.2%"
"61","Giovani Bernard (TB)","1","4","4.0","4","0","0","1","3","4","4.0","0","0","1","1.3","1.3","0.9%"
"62","Jeremy McNichols (FA)","4","7","1.8","4","0","0","1","3","1","1.0","0","0","1","1.3","1.3","0.2%"
"63","Kyle Juszczyk (SF)","0","0","0","0","0","0","1","1","6","6.0","0","0","1","1.1","1.1","0.8%"
"64","J.J. Taylor (NE)","6","11","1.8","3","0","0","0","0","0","0","0","0","1","1.1","1.1","0.2%"
"65","Alec Ingold (MIA)","0","0","0","0","0","0","1","1","5","5.0","0","0","1","1.0","1.0","0.0%"
"66","Carlos Hyde (FA)","2","4","2.0","5","0","0","1","2","0","0.0","0","0","1","0.9","0.9","0.2%"
"67","Dwayne Washington (NO)","2","8","4.0","4","0","0","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"68","Jalen Richard (FA)","0","0","0","0","0","0","1","1","3","3.0","0","0","1","0.8","0.8","0.6%"
"69","Patrick Laird (FA)","0","0","0","0","0","0","1","1","2","2.0","0","0","1","0.7","0.7","0.0%"
"70","Patrick Taylor Jr. (GB)","2","7","3.5","5","0","0","0","0","0","0","0","0","1","0.7","0.7","0.1%"
"71","Jaret Patterson (WAS)","4","7","1.8","5","0","0","0","0","0","0","0","0","1","0.7","0.7","1.3%"
"72","Joshua Kelley (LAC)","1","6","6.0","6","0","0","0","0","0","0","0","0","1","0.6","0.6","0.8%"
"73","Keith Smith (ATL)","1","5","5.0","5","0","0","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"74","Benny Snell Jr. (PIT)","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","1.0%"
"75","Ty Montgomery (NE)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.1%"
"76","Le'Veon Bell (FA)","3","1","0.3","1","0","0","0","0","0","0","0","0","1","0.1","0.1","0.2%"
"77","Kennedy Brooks (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Sandro Platzgummer (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Josh Hokit (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"81","Gabe Nabers (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Nathan Cottrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","Jonathan Ward (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"84","Mekhi Sargent (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","Demetric Felton Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"86","CJ Verdell (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Raheem Blackshear (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"88","Pooka Williams Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Deon Jackson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"90","Zamir White (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.3%"
"91","Brian Robinson Jr. (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0%"
"92","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"93","Antonio Williams (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"94","David Montgomery (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.0%"
"95","Elijah Holyfield (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Miles Sanders (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.6%"
"97","Justice Hill (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"98","Damien Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.5%"
"99","Darwin Thompson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"100","Mike Weber (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Damarea Crockett (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"102","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
