"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Tom Brady (TB)","28","39","71.8","341","8.7","3","0","1","2","2","1","0","1","31.8","31.8","97.1%"
"2","Kyler Murray (ARI)","22","32","68.8","245","7.7","1","1","3","11","61","2","0","1","30.9","30.9","97.3%"
"3","Ben Roethlisberger (FA)","27","46","58.7","333","7.2","4","0","0","1","0","0","0","1","29.3","29.3","13.6%"
"4","Josh Allen (BUF)","32","49","65.3","284","5.8","2","2","0","7","38","0","0","1","28.9","28.9","99.9%"
"5","Aaron Rodgers (GB)","24","34","70.6","325","9.6","2","1","1","3","4","1","0","1","26.4","26.4","94.6%"
"6","Matthew Stafford (LAR)","24","33","72.7","276","8.4","3","0","1","0","0","0","0","1","23.0","23.0","93.9%"
"7","Lamar Jackson (BAL)","24","34","70.6","249","7.3","2","1","2","11","55","0","0","1","22.5","22.5","98.9%"
"8","Daniel Jones (NYG)","21","28","75.0","244","8.7","0","0","3","9","64","1","0","1","22.2","22.2","19.4%"
"9","Justin Herbert (LAC)","20","32","62.5","187","5.8","2","1","2","4","10","1","0","1","21.5","21.5","99.8%"
"10","Teddy Bridgewater (MIA)","18","24","75.0","136","5.7","2","1","1","3","16","1","0","1","20.0","20.0","1.9%"
"11","Kirk Cousins (MIN)","25","36","69.4","292","8.1","2","1","1","1","-1","0","0","1","18.6","18.6","74.4%"
"12","Cam Newton (FA)","13","17","76.5","118","6.9","1","0","1","11","21","1","0","1","16.8","16.8","9.3%"
"13","Philip Rivers (FA)","29","39","74.4","308","7.9","1","0","1","0","0","0","0","1","16.3","16.3","20.6%"
"14","Alex Smith (FA)","38","55","69.1","390","7.1","0","0","2","2","4","0","0","1","16.0","16.0","5.0%"
"15","Tua Tagovailoa (MIA)","15","25","60.0","169","6.8","2","0","0","6","-1","0","0","1","14.7","14.7","63.6%"
"16","Deshaun Watson (CLE)","20","30","66.7","163","5.4","1","0","2","8","36","0","0","1","14.1","14.1","71.2%"
"17","Joe Burrow (CIN)","21","40","52.5","213","5.3","1","0","4","0","0","0","0","1","12.5","12.5","96.3%"
"18","Nick Mullens (LV)","24","38","63.2","247","6.5","1","2","2","1","3","0","0","1","12.2","12.2","0.1%"
"19","Russell Wilson (DEN)","22","37","59.5","248","6.7","0","2","6","8","60","0","1","1","11.9","11.9","94.6%"
"20","Drew Lock (SEA)","23","47","48.9","257","5.5","1","4","2","2","7","0","0","1","11.0","11.0","3.4%"
"21","Ryan Tannehill (TEN)","15","27","55.6","147","5.4","1","0","1","2","9","0","0","1","10.8","10.8","26.2%"
"22","Jared Goff (DET)","27","37","73.0","302","8.2","0","0","3","5","4","0","1","1","10.5","10.5","16.4%"
"23","Jake Luton (JAC)","18","35","51.4","169","4.8","1","1","3","0","0","0","0","1","9.8","9.8","0.0%"
"24","Carson Wentz (WAS)","21","37","56.8","208","5.6","0","0","3","2","4","0","0","1","8.7","8.7","15.6%"
"25","Derek Carr (LV)","16","25","64.0","154","6.2","0","0","0","4","10","0","0","1","7.2","7.2","89.4%"
"26","Drew Brees (FA)","8","13","61.5","76","5.8","1","0","0","1","-1","0","0","1","6.9","6.9","35.7%"
"27","Jacoby Brissett (CLE)","0","0","0","0","0","0","0","0","1","2","1","0","1","6.2","6.2","2.6%"
"28","Baker Mayfield (CAR)","12","20","60.0","132","6.6","0","0","1","3","1","0","0","1","5.4","5.4","7.4%"
"29","Nick Foles (IND)","15","26","57.7","106","4.1","0","1","2","1","2","0","0","1","3.4","3.4","0.2%"
"30","Taysom Hill (NO)","0","0","0","0","0","0","0","1","8","45","0","1","1","2.5","2.5","2.4%"
"31","Jameis Winston (NO)","6","10","60.0","63","6.3","0","0","2","4","-2","0","0","1","2.3","2.3","33.6%"
"32","Tyler Bray (FA)","1","5","20.0","18","3.6","0","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"33","P.J. Walker (CAR)","2","4","50.0","12","3.0","0","0","1","0","0","0","0","1","0.5","0.5","0.1%"
"34","Desmond Ridder (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.1%"
"35","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"36","Trey Lance (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.9%"
"37","Mac Jones (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32.1%"
"38","Ian Book (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"39","Jack Coan (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"40","John Lovett (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"41","Jacob Eason (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"42","David Blough (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"43","Jordan Love (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"44","Will Grier (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"45","Brett Rypien (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"46","Easton Stick (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"47","Jarrett Stidham (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"48","Trace McSorley (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"49","Jake Browning (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"50","Gardner Minshew II (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"51","Tyler Huntley (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"52","Brock Purdy (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"53","Kyle Trask (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"54","Sam Ehlinger (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"55","Ben DiNucci (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"56","Trevor Lawrence (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52.0%"
"57","Reid Sinnett (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","Justin Fields (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.6%"
"59","Shane Buechele (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Kellen Mond (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"61","Bryce Perkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Nate Stanley (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Bailey Zappe (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"64","Dustin Crum (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Anthony Brown (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Malik Willis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"67","Cole Kelley (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
