"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Patrick Mahomes II (KC)","22","43","51.2","340","7.9","2","1","3","6","21","1","0","1","30.7","30.7","99.9%"
"2","Ryan Tannehill (TEN)","21","28","75.0","195","7.0","3","0","0","4","42","1","0","1","30.0","30.0","26.2%"
"3","Ryan Fitzpatrick (FA)","22","28","78.6","350","12.5","3","0","2","3","16","0","0","1","27.6","27.6","0.1%"
"4","Justin Herbert (LAC)","20","34","58.8","264","7.8","4","0","3","4","8","0","0","1","27.4","27.4","99.8%"
"5","Kyler Murray (ARI)","27","37","73.0","380","10.3","1","1","1","9","31","1","0","1","27.3","27.3","97.3%"
"6","Deshaun Watson (CLE)","25","35","71.4","359","10.3","3","2","1","2","25","0","0","1","26.9","26.9","71.2%"
"7","Russell Wilson (DEN)","20","32","62.5","217","6.8","3","1","4","5","58","0","0","1","25.5","25.5","94.6%"
"8","Jared Goff (DET)","21","30","70.0","309","10.3","2","1","1","3","0","1","0","1","25.4","25.4","16.4%"
"9","Derek Carr (LV)","22","31","71.0","347","11.2","3","1","1","4","1","0","0","1","25.0","25.0","89.4%"
"10","Drew Brees (FA)","33","47","70.2","325","6.9","1","1","2","1","1","1","0","1","22.1","22.1","35.7%"
"11","Ben Roethlisberger (FA)","27","34","79.4","239","7.0","3","0","1","2","-2","0","0","1","21.4","21.4","13.6%"
"12","Teddy Bridgewater (MIA)","27","36","75.0","313","8.7","2","0","0","3","3","0","0","1","20.8","20.8","1.9%"
"13","Gardner Minshew II (PHI)","31","49","63.3","301","6.1","2","0","3","4","18","0","1","1","19.8","19.8","0.8%"
"14","Carson Wentz (WAS)","20","35","57.1","258","7.4","2","2","5","4","11","0","0","1","19.4","19.4","15.6%"
"15","Josh Allen (BUF)","26","41","63.4","263","6.4","2","2","1","4","18","0","0","1","18.3","18.3","99.9%"
"16","Baker Mayfield (CAR)","21","37","56.8","247","6.7","2","2","1","2","17","0","0","1","17.6","17.6","7.4%"
"17","Kirk Cousins (MIN)","27","39","69.2","249","6.4","2","1","3","1","2","0","1","1","15.2","15.2","74.4%"
"18","Lamar Jackson (BAL)","19","37","51.4","180","4.9","2","1","1","2","3","0","0","1","14.5","14.5","98.9%"
"19","Tom Brady (TB)","25","41","61.0","253","6.2","1","0","3","3","0","0","0","1","14.1","14.1","97.1%"
