"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"119","Kyle Allen (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"120","Mason Rudolph (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"121","Mike White (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"122","Logan Woodside (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Jeff Driskel (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Matt Barkley (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Geno Smith (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"126","Ryan Griffin (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Brett Smith (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Trevor Siemian (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"129","Marcus Mariota (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.3%"
"130","Jameis Winston (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.6%"
"131","Brett Hundley (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Sean Mannion (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Taylor Heinicke (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"134","Tim Boyle (DET)","0","0","0","0","0","0","0","0","2","-2","0","0","1","-0.2","-0.2","0.1%"
""
""
