"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Russell Wilson (DEN)","31","35","88.6","322","9.2","4","0","3","3","29","0","0","1","31.8","31.8","94.6%"
"2","Aaron Rodgers (GB)","32","44","72.7","364","8.3","4","0","0","1","2","0","0","1","30.8","30.8","94.6%"
"3","Josh Allen (BUF)","33","46","71.7","312","6.8","2","0","3","14","57","1","2","1","28.2","28.2","99.9%"
"4","Lamar Jackson (BAL)","20","25","80.0","275","11.0","3","0","2","7","45","0","0","1","27.5","27.5","98.9%"
"5","Kyler Murray (ARI)","26","40","65.0","230","5.8","1","1","2","13","91","1","0","1","27.3","27.3","97.3%"
"6","Cam Newton (FA)","15","19","78.9","155","8.2","0","0","2","15","75","2","0","1","25.7","25.7","9.3%"
"7","Matt Ryan (IND)","37","54","68.5","450","8.3","2","1","2","1","-1","0","0","1","24.9","24.9","42.8%"
"8","Mitchell Trubisky (PIT)","20","36","55.6","242","6.7","3","0","1","3","26","0","0","1","24.3","24.3","5.2%"
"9","Kirk Cousins (MIN)","19","25","76.0","259","10.4","2","1","2","4","34","0","0","1","22.8","22.8","74.4%"
"10","Tom Brady (TB)","23","36","63.9","239","6.6","2","2","3","3","9","1","0","1","22.5","22.5","97.1%"
"11","Ben Roethlisberger (FA)","21","32","65.6","229","7.2","3","0","2","3","9","0","0","1","22.1","22.1","13.6%"
"12","Deshaun Watson (CLE)","20","32","62.5","253","7.9","1","1","4","6","27","1","0","1","21.8","21.8","71.2%"
"13","Gardner Minshew II (PHI)","19","20","95.0","173","8.7","3","0","4","5","19","0","0","1","20.8","20.8","0.8%"
"14","Patrick Mahomes II (KC)","24","32","75.0","211","6.6","3","0","1","0","0","0","0","1","20.4","20.4","99.9%"
"15","Daniel Jones (NYG)","26","41","63.4","279","6.8","2","2","3","4","22","0","0","1","19.4","19.4","19.4%"
"16","Ryan Tannehill (TEN)","29","43","67.4","249","5.8","2","0","1","3","14","0","0","1","19.4","19.4","26.2%"
"17","Teddy Bridgewater (MIA)","22","34","64.7","269","7.9","1","0","1","4","26","0","0","1","19.4","19.4","1.9%"
"18","Jimmy Garoppolo (SF)","19","33","57.6","259","7.8","2","0","3","1","9","0","0","1","19.3","19.3","4.8%"
"19","Dak Prescott (DAL)","25","39","64.1","266","6.8","1","0","3","3","30","0","0","1","17.6","17.6","95.3%"
"20","Joe Burrow (CIN)","23","36","63.9","193","5.4","0","1","3","8","46","1","0","1","17.3","17.3","96.3%"
"21","Matthew Stafford (LAR)","24","42","57.1","297","7.1","1","1","1","5","23","0","0","1","17.2","17.2","93.9%"
"22","Philip Rivers (FA)","36","46","78.3","363","7.9","1","2","0","1","3","0","0","1","16.8","16.8","20.6%"
"23","Carson Wentz (WAS)","24","42","57.1","270","6.4","2","2","8","1","2","0","1","1","15.0","15.0","15.6%"
"24","Drew Brees (FA)","18","30","60.0","160","5.3","2","0","1","2","0","0","0","1","14.4","14.4","35.7%"
"25","Derek Carr (LV)","22","30","73.3","239","8.0","1","0","0","0","0","0","0","1","13.6","13.6","89.4%"
"26","Drew Lock (SEA)","22","33","66.7","216","6.5","1","0","0","3","5","0","0","1","13.1","13.1","3.4%"
"27","Dwayne Haskins (FA)","17","31","54.8","178","5.7","1","0","3","7","17","0","0","1","12.8","12.8","0.1%"
"28","Sam Darnold (CAR)","21","35","60.0","215","6.1","1","1","3","1","6","0","0","1","12.2","12.2","3.7%"
"29","Jared Goff (DET)","20","31","64.5","275","8.9","0","1","1","4","15","0","0","1","11.5","11.5","16.4%"
"30","Baker Mayfield (CAR)","21","39","53.8","189","4.8","1","1","2","2","3","0","0","1","10.9","10.9","7.4%"
"31","Tyrod Taylor (NYG)","16","30","53.3","208","6.9","0","0","2","6","7","0","0","1","9.0","9.0","0.7%"
"32","Ryan Fitzpatrick (FA)","20","30","66.7","191","6.4","0","3","1","5","18","0","0","1","8.4","8.4","0.1%"
"33","Taysom Hill (NO)","1","1","100.0","38","38.0","0","0","0","3","13","0","0","1","4.7","4.7","2.4%"
"34","Robert Griffin III (FA)","1","1","100.0","9","9.0","0","0","0","1","-1","0","0","1","0.3","0.3","1.0%"
"35","Chris Streveler (FA)","0","0","0","0","0","0","0","0","1","3","0","0","1","0.3","0.3","0.0%"
"36","Chris Oladokun (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"37","Desmond Ridder (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.1%"
"38","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"39","Trey Lance (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.9%"
"40","Mac Jones (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32.1%"
"41","Ian Book (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"42","Jarrett Guarantano (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"43","Jack Coan (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"44","John Lovett (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"45","Tua Tagovailoa (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63.6%"
"46","Jacob Eason (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"47","David Blough (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"48","Jalen Hurts (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.3%"
"49","Easton Stick (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"50","Will Grier (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"51","Brett Rypien (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"52","Trace McSorley (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"53","Jake Browning (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"54","Jarrett Stidham (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"55","Justin Herbert (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.8%"
"56","Jordan Love (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"57","Tyler Huntley (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"58","Sam Ehlinger (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"59","Justin Fields (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.6%"
"60","Brock Purdy (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"61","Kyle Trask (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"62","Ben DiNucci (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"63","Reid Sinnett (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Trevor Lawrence (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52.0%"
"65","Shane Buechele (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Kellen Mond (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"67","Bryce Perkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Nate Stanley (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Jake Luton (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Malik Willis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"71","Bailey Zappe (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"72","Jared Bernhardt (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Dustin Crum (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Cole Kelley (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Anthony Brown (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Stone Smartt (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Davis Cheek (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Skylar Thompson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","EJ Perry (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Brandon Peters (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"81","Armani Rogers (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Zach Wilson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.4%"
"83","Kenny Pickett (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.8%"
"84","Davis Mills (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.2%"
"85","Chase Garbers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","Matt Corral (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8%"
"87","Carson Strong (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"88","Sam Howell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"89","Blaine Gabbert (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"90","Andy Dalton (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"91","Ben Chappell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Erik Ainge (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Hunter Cantwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Adam Froman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Case Keenum (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"96","Nick Foles (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"97","Chase Daniel (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"98","Brett Ratliff (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Brian Brohm (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Brian Hoyer (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"101","Chad Henne (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"102","Joe Flacco (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"103","Josh Johnson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"104","Colt McCoy (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"105","Keith Null (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","John Wolford (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"107","Davis Webb (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Nathan Peterman (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Joshua Dobbs (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"110","C.J. Beathard (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"111","Cooper Rush (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"112","Nick Mullens (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"113","P.J. Walker (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"114","Jacoby Brissett (CLE)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","2.6%"
"115","Brandon Allen (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"116","Kevin Hogan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Nate Sudfeld (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Danny Etling (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
