"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Justin Herbert (LAC)","26","43","60.5","398","9.3","4","0","2","4","29","1","0","1","42.8","42.8","99.8%"
"2","Lamar Jackson (BAL)","37","43","86.0","442","10.3","4","0","2","14","62","0","1","1","41.9","41.9","98.9%"
"3","Tom Brady (TB)","30","41","73.2","411","10.0","5","0","2","1","13","0","0","1","37.7","37.7","97.1%"
"4","Josh Allen (BUF)","15","26","57.7","315","12.1","3","0","0","11","59","1","0","1","36.5","36.5","99.9%"
"5","Jameis Winston (NO)","15","30","50.0","279","9.3","4","1","2","6","26","0","1","1","26.8","26.8","33.6%"
"6","Davis Mills (HOU)","21","29","72.4","312","10.8","3","0","3","1","2","0","0","1","24.7","24.7","7.2%"
"7","Jalen Hurts (PHI)","22","37","59.5","198","5.4","0","1","2","9","30","2","0","1","23.9","23.9","96.3%"
"8","Baker Mayfield (CAR)","23","32","71.9","305","9.5","2","0","1","2","8","0","0","1","23.0","23.0","7.4%"
"9","Trevor Lawrence (JAC)","23","33","69.7","273","8.3","1","1","2","7","28","1","0","1","22.7","22.7","52.0%"
"10","Carson Wentz (WAS)","25","35","71.4","402","11.5","2","0","2","2","5","0","1","1","22.6","22.6","15.6%"
"11","Dak Prescott (DAL)","22","32","68.8","302","9.4","3","1","2","2","6","0","1","1","21.7","21.7","95.3%"
"12","Matt Ryan (IND)","33","45","73.3","342","7.6","2","0","0","1","-1","0","0","1","21.6","21.6","42.8%"
"13","Patrick Mahomes II (KC)","33","54","61.1","272","5.0","2","2","2","8","61","0","1","1","21.0","21.0","99.9%"
"14","Aaron Rodgers (GB)","27","39","69.2","344","8.8","2","1","2","0","0","0","0","1","20.8","20.8","94.6%"
"15","Joe Burrow (CIN)","26","38","68.4","281","7.4","2","2","3","3","11","0","0","1","20.3","20.3","96.3%"
"16","Teddy Bridgewater (MIA)","24","38","63.2","288","7.6","2","1","2","1","11","0","0","1","19.6","19.6","1.9%"
"17","Matthew Stafford (LAR)","25","37","67.6","365","9.9","1","1","1","1","-1","0","0","1","17.5","17.5","93.9%"
"18","Ben Roethlisberger (FA)","15","25","60.0","253","10.1","2","0","1","1","-1","0","1","1","16.0","16.0","13.6%"
