"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Tyler Huntley (BAL)","28","40","70.0","215","5.4","2","0","1","13","73","2","0","1","35.9","35.9","1.4%"
"2","Patrick Mahomes II (KC)","31","47","66.0","410","8.7","3","1","1","3","32","0","1","1","30.6","30.6","99.9%"
"3","Jalen Hurts (PHI)","20","26","76.9","296","11.4","1","1","3","8","38","2","1","1","28.6","28.6","96.3%"
"4","Cam Newton (FA)","18","38","47.4","156","4.1","1","1","4","15","71","1","0","1","24.3","24.3","9.3%"
"5","Justin Herbert (LAC)","22","38","57.9","236","6.2","2","1","0","5","16","1","0","1","24.0","24.0","99.8%"
"6","Aaron Rodgers (GB)","23","31","74.2","268","8.6","3","0","3","4","11","0","0","1","23.8","23.8","94.6%"
"7","Josh Allen (BUF)","19","34","55.9","210","6.2","3","1","4","3","24","0","0","1","21.8","21.8","99.9%"
"8","Jared Goff (DET)","21","26","80.8","216","8.3","3","0","2","0","0","0","0","1","20.6","20.6","16.4%"
"9","Mac Jones (NE)","26","45","57.8","299","6.6","2","2","1","1","12","0","0","1","19.2","19.2","32.1%"
"10","Justin Fields (CHI)","26","39","66.7","285","7.3","1","0","3","7","35","0","1","1","16.9","16.9","47.6%"
"11","Matthew Stafford (LAR)","21","29","72.4","244","8.4","2","1","4","3","-3","0","0","1","16.5","16.5","93.9%"
"12","Tua Tagovailoa (MIA)","16","27","59.3","196","7.3","2","2","1","7","19","0","0","1","15.7","15.7","63.6%"
"13","Davis Mills (HOU)","19","30","63.3","209","7.0","2","1","1","1","2","0","0","1","15.6","15.6","7.2%"
"14","Jimmy Garoppolo (SF)","18","23","78.3","235","10.2","1","0","0","3","4","0","0","1","13.8","13.8","4.8%"
"15","Kyler Murray (ARI)","23","41","56.1","257","6.3","1","1","2","4","3","0","0","1","13.6","13.6","97.3%"
"16","Matt Ryan (IND)","19","32","59.4","236","7.4","1","0","3","5","20","0","1","1","13.4","13.4","42.8%"
"17","Joe Burrow (CIN)","15","22","68.2","157","7.1","1","0","3","5","25","0","0","1","12.8","12.8","96.3%"
"18","Zach Wilson (NYJ)","13","23","56.5","170","7.4","0","0","6","4","12","1","1","1","12.0","12.0","21.4%"
"19","Ben Roethlisberger (FA)","16","25","64.0","148","5.9","0","0","3","3","0","1","0","1","11.9","11.9","13.6%"
"20","Kirk Cousins (MIN)","12","24","50.0","87","3.6","2","1","4","2","10","0","0","1","11.5","11.5","74.4%"
"21","Derek Carr (LV)","25","38","65.8","236","6.2","1","1","2","3","7","0","1","1","11.1","11.1","89.4%"
"22","Ryan Tannehill (TEN)","23","32","71.9","153","4.8","0","1","4","5","18","1","1","1","10.9","10.9","26.2%"
"23","Dak Prescott (DAL)","28","37","75.7","217","5.9","1","0","3","2","-1","0","1","1","10.6","10.6","95.3%"
"24","Trevor Lawrence (JAC)","22","38","57.9","210","5.5","0","0","3","5","21","0","0","1","10.5","10.5","52.0%"
"25","Nick Mullens (LV)","20","30","66.7","147","4.9","1","0","0","0","0","0","0","1","9.9","9.9","0.1%"
"26","Taysom Hill (NO)","13","27","48.1","154","5.7","0","0","2","11","33","0","0","1","9.5","9.5","2.4%"
"27","Garrett Gilbert (FA)","20","31","64.5","194","6.3","0","0","2","0","0","0","0","1","7.8","7.8","0.0%"
"28","Carson Wentz (WAS)","5","12","41.7","57","4.8","1","1","1","8","17","0","0","1","7.0","7.0","15.6%"
"29","Tom Brady (TB)","26","48","54.2","214","4.5","0","1","4","1","2","0","1","1","5.8","5.8","97.1%"
"30","Drew Lock (SEA)","6","12","50.0","88","7.3","1","0","1","1","-2","0","1","1","5.3","5.3","3.4%"
"31","Russell Wilson (DEN)","17","31","54.8","156","5.0","0","1","3","0","0","0","0","1","5.2","5.2","94.6%"
"32","Teddy Bridgewater (MIA)","12","22","54.5","98","4.5","0","0","2","3","10","0","0","1","4.9","4.9","1.9%"
"33","Jake Fromm (FA)","6","12","50.0","82","6.8","0","0","1","0","0","0","0","1","3.3","3.3","1.0%"
"34","Colt McCoy (ARI)","6","9","66.7","56","6.2","0","0","0","1","3","0","0","1","2.5","2.5","0.2%"
"35","Mike Glennon (FA)","13","24","54.2","99","4.1","0","3","0","1","0","0","0","1","1.0","1.0","0.6%"
"36","Marcus Mariota (ATL)","0","0","0","0","0","0","0","0","1","3","0","0","1","0.3","0.3","7.3%"
"37","Jacoby Brissett (CLE)","0","0","0","0","0","0","0","0","1","2","0","0","1","0.2","0.2","2.6%"
"38","Ian Book (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"39","Desmond Ridder (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.1%"
"40","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"41","Trey Lance (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.9%"
"42","Jack Coan (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"43","David Blough (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"44","Jacob Eason (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"45","Jordan Love (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"46","John Lovett (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"47","Daniel Jones (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.4%"
"48","Will Grier (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"49","Brett Rypien (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"50","Easton Stick (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"51","Trace McSorley (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"52","Jake Browning (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"53","Gardner Minshew II (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"54","Jarrett Stidham (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"55","Ben DiNucci (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"56","Brock Purdy (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"57","Kyle Trask (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"58","Sam Ehlinger (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"59","Reid Sinnett (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Jarrett Guarantano (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Shane Buechele (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Kellen Mond (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"63","Bryce Perkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Nate Stanley (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Jake Luton (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Malik Willis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"67","Armani Rogers (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Cole Kelley (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Bailey Zappe (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"70","Dustin Crum (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Anthony Brown (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Brandon Peters (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Skylar Thompson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","EJ Perry (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Jared Bernhardt (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Kenny Pickett (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.8%"
"77","Stone Smartt (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Matt Corral (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8%"
"79","Chris Oladokun (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Carson Strong (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"81","Sam Howell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"82","Chase Garbers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","Davis Cheek (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Blaine Gabbert (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"85","Andy Dalton (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"86","Erik Ainge (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Hunter Cantwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"88","Tyrod Taylor (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"89","Case Keenum (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"90","Ben Chappell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Adam Froman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Nick Foles (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"93","Brett Ratliff (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Brian Brohm (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Brian Hoyer (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
