"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Kyler Murray (ARI)","21","32","65.6","289","9.0","4","1","2","5","20","1","0","1","34.6","34.6","97.3%"
"2","Patrick Mahomes II (KC)","27","36","75.0","337","9.4","3","0","2","5","18","1","0","1","33.3","33.3","99.9%"
"3","Jared Goff (DET)","38","57","66.7","338","5.9","3","1","3","3","14","0","0","1","29.9","29.9","16.4%"
"4","Jameis Winston (NO)","14","20","70.0","148","7.4","5","0","0","6","37","0","0","1","29.6","29.6","33.6%"
"5","Tom Brady (TB)","32","50","64.0","379","7.6","4","2","0","0","0","0","0","1","29.2","29.2","97.1%"
"6","Jalen Hurts (PHI)","27","35","77.1","264","7.5","3","0","1","7","62","0","0","1","28.8","28.8","96.3%"
"7","Dak Prescott (DAL)","42","58","72.4","403","6.9","3","1","1","4","13","0","0","1","28.4","28.4","95.3%"
"8","Russell Wilson (DEN)","18","23","78.3","254","11.0","4","0","3","5","9","0","0","1","27.1","27.1","94.6%"
"9","Derek Carr (LV)","34","56","60.7","435","7.8","2","1","3","4","6","0","0","1","25.0","25.0","89.4%"
"10","Matthew Stafford (LAR)","20","26","76.9","321","12.3","3","0","1","5","-5","0","0","1","24.3","24.3","93.9%"
"11","Tyrod Taylor (NYG)","21","33","63.6","291","8.8","2","0","1","4","40","0","0","1","23.6","23.6","0.7%"
"12","Trevor Lawrence (JAC)","28","51","54.9","332","6.5","3","3","1","1","-2","0","0","1","22.1","22.1","52.0%"
"13","Kirk Cousins (MIN)","36","49","73.5","351","7.2","2","0","3","0","0","0","0","1","22.0","22.0","74.4%"
"14","Daniel Jones (NYG)","22","37","59.5","267","7.2","1","0","2","6","27","1","1","1","21.4","21.4","19.4%"
"15","Teddy Bridgewater (MIA)","28","36","77.8","264","7.3","2","0","2","3","19","0","0","1","20.5","20.5","1.9%"
"16","Zach Wilson (NYJ)","20","37","54.1","258","7.0","2","1","6","0","0","0","0","1","19.3","19.3","21.4%"
"17","Sam Darnold (CAR)","24","35","68.6","279","8.0","1","0","1","5","-1","1","1","1","19.1","19.1","3.7%"
"18","Joe Burrow (CIN)","20","27","74.1","261","9.7","2","0","5","1","2","0","0","1","18.6","18.6","96.3%"
"19","Carson Wentz (WAS)","25","38","65.8","251","6.6","2","0","3","4","23","0","1","1","18.3","18.3","15.6%"
"20","Lamar Jackson (BAL)","19","30","63.3","235","7.8","1","0","3","12","86","0","2","1","18.0","18.0","98.9%"
"21","Tua Tagovailoa (MIA)","16","27","59.3","202","7.5","1","1","2","4","1","1","0","1","17.2","17.2","63.6%"
"22","Josh Allen (BUF)","30","51","58.8","270","5.3","1","0","3","9","44","0","1","1","17.2","17.2","99.9%"
"23","Mac Jones (NE)","29","39","74.4","281","7.2","1","0","1","0","0","0","0","1","15.2","15.2","32.1%"
"24","Ryan Tannehill (TEN)","21","35","60.0","212","6.1","1","1","6","2","17","1","2","1","15.2","15.2","26.2%"
"25","Jimmy Garoppolo (SF)","17","25","68.0","314","12.6","1","0","1","3","2","0","1","1","14.8","14.8","4.8%"
"26","Justin Herbert (LAC)","31","47","66.0","337","7.2","1","1","2","4","-1","0","1","1","14.4","14.4","99.8%"
"27","Baker Mayfield (CAR)","21","28","75.0","321","11.5","0","1","2","1","7","0","0","1","13.6","13.6","7.4%"
"28","Ben Roethlisberger (FA)","18","32","56.3","188","5.9","1","0","2","4","5","0","0","1","12.0","12.0","13.6%"
"29","Taylor Heinicke (WAS)","11","15","73.3","122","8.1","1","0","0","3","17","0","0","1","10.6","10.6","1.3%"
"30","Matt Ryan (IND)","21","35","60.0","164","4.7","0","0","3","2","8","0","0","1","7.4","7.4","42.8%"
"31","Justin Fields (CHI)","2","2","100.0","10","5.0","0","0","0","1","3","1","0","1","6.7","6.7","47.6%"
"32","Andy Dalton (NO)","27","38","71.1","206","5.4","0","1","3","2","13","0","1","1","6.5","6.5","0.7%"
"33","Trey Lance (SF)","1","1","100.0","5","5.0","1","0","0","3","2","0","0","1","4.4","4.4","88.9%"
"34","Aaron Rodgers (GB)","15","28","53.6","133","4.8","0","2","1","0","0","0","0","1","3.3","3.3","94.6%"
"35","Marcus Mariota (ATL)","0","0","0","0","0","0","0","0","1","31","0","0","1","3.1","3.1","7.3%"
"36","Jordan Love (GB)","5","7","71.4","68","9.7","0","0","1","0","0","0","1","1","0.7","0.7","2.0%"
"37","Ryan Fitzpatrick (FA)","3","6","50.0","13","2.2","0","0","1","1","2","0","0","1","0.7","0.7","0.1%"
"38","Jacoby Brissett (CLE)","0","0","0","0","0","0","0","0","2","4","0","0","1","0.4","0.4","2.6%"
"39","Taysom Hill (NO)","1","1","100.0","3","3.0","0","0","0","2","1","0","0","1","0.2","0.2","2.4%"
"40","Ian Book (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"41","Jack Coan (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"42","Desmond Ridder (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.1%"
"43","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"44","John Lovett (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"45","David Blough (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"46","Easton Stick (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"47","Will Grier (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"48","Brett Rypien (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"49","Trace McSorley (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"50","Jake Browning (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"51","Gardner Minshew II (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"52","Jarrett Stidham (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"53","Jacob Eason (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"54","Kyle Trask (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"55","Jarrett Guarantano (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","Brock Purdy (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"57","Sam Ehlinger (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"58","Ben DiNucci (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"59","Reid Sinnett (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Tyler Huntley (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"61","Shane Buechele (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Kellen Mond (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"63","Bryce Perkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Nate Stanley (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Jake Luton (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Jared Bernhardt (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Malik Willis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"68","Brandon Peters (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Armani Rogers (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","EJ Perry (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Anthony Brown (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Bailey Zappe (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"73","Dustin Crum (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Skylar Thompson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Cole Kelley (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Sam Howell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"77","Kenny Pickett (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.8%"
"78","Stone Smartt (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Davis Cheek (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Drew Lock (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.4%"
"81","Davis Mills (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.2%"
"82","Carson Strong (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"83","Matt Corral (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8%"
"84","Chris Oladokun (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","Chase Garbers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","Blaine Gabbert (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"87","Erik Ainge (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"88","Hunter Cantwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Case Keenum (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"90","Ben Chappell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Adam Froman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Nick Foles (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"93","Chase Daniel (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"94","Joe Flacco (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"95","Brett Ratliff (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Brian Brohm (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
