"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Joe Burrow (CIN)","37","46","80.4","525","11.4","4","0","3","2","11","0","0","1","38.1","38.1","96.3%"
"2","Dak Prescott (DAL)","28","39","71.8","330","8.5","4","0","3","4","21","0","0","1","31.3","31.3","95.3%"
"3","Josh Allen (BUF)","30","47","63.8","314","6.7","3","0","0","12","64","0","0","1","31.0","31.0","99.9%"
"4","Zach Wilson (NYJ)","14","22","63.6","102","4.6","1","0","1","4","91","1","0","1","23.2","23.2","21.4%"
"5","Patrick Mahomes II (KC)","23","30","76.7","258","8.6","3","0","2","0","0","0","0","1","22.3","22.3","99.9%"
"6","Kyler Murray (ARI)","27","43","62.8","245","5.7","1","0","0","4","74","0","0","1","21.9","21.9","97.3%"
"7","Josh Johnson (DEN)","28","40","70.0","304","7.6","2","1","1","5","10","0","0","1","20.2","20.2","0.1%"
"8","Aaron Rodgers (GB)","24","34","70.6","202","5.9","3","0","0","1","-1","0","0","1","20.0","20.0","94.6%"
"9","Justin Herbert (LAC)","27","35","77.1","336","9.6","1","2","1","4","15","0","0","1","18.9","18.9","99.8%"
"10","Davis Mills (HOU)","21","27","77.8","254","9.4","2","0","1","1","-1","0","0","1","18.1","18.1","7.2%"
"11","Carson Wentz (WAS)","18","28","64.3","225","8.0","2","0","2","2","4","0","0","1","17.4","17.4","15.6%"
"12","Kirk Cousins (MIN)","27","38","71.1","315","8.3","1","1","3","4","17","0","0","1","17.3","17.3","74.4%"
"13","Nick Foles (IND)","24","35","68.6","250","7.1","1","0","4","4","8","0","0","1","16.8","16.8","0.2%"
"14","Jalen Hurts (PHI)","17","29","58.6","199","6.9","2","0","1","2","7","0","0","1","16.7","16.7","96.3%"
"15","Russell Wilson (DEN)","16","27","59.3","181","6.7","2","0","2","2","13","0","0","1","16.5","16.5","94.6%"
"16","Jimmy Garoppolo (SF)","26","35","74.3","322","9.2","1","2","2","1","3","0","0","1","15.2","15.2","4.8%"
"17","Ryan Tannehill (TEN)","22","29","75.9","209","7.2","1","0","4","3","22","0","0","1","14.6","14.6","26.2%"
"18","Tom Brady (TB)","18","30","60.0","232","7.7","1","0","0","1","11","0","0","1","14.4","14.4","97.1%"
"19","Baker Mayfield (CAR)","21","36","58.3","222","6.2","2","4","5","2","11","0","0","1","14.0","14.0","7.4%"
"20","Matt Ryan (IND)","18","24","75.0","215","9.0","1","0","3","4","5","0","0","1","13.1","13.1","42.8%"
"21","Trevor Lawrence (JAC)","26","39","66.7","280","7.2","0","0","1","6","37","0","1","1","12.9","12.9","52.0%"
"22","Tua Tagovailoa (MIA)","19","26","73.1","198","7.6","1","1","2","1","1","0","0","1","11.0","11.0","63.6%"
"23","Tim Boyle (DET)","24","34","70.6","187","5.5","1","1","0","0","0","0","0","1","10.5","10.5","0.1%"
"24","Matthew Stafford (LAR)","21","37","56.8","197","5.3","1","3","0","3","8","0","0","1","9.7","9.7","93.9%"
"25","Derek Carr (LV)","20","25","80.0","201","8.0","1","1","2","7","5","0","1","1","9.5","9.5","89.4%"
"26","Sam Darnold (CAR)","15","32","46.9","190","5.9","0","0","4","1","11","0","0","1","8.7","8.7","3.7%"
"27","Mike Glennon (FA)","17","27","63.0","93","3.4","1","1","0","2","11","0","0","1","7.8","7.8","0.6%"
"28","Ben Roethlisberger (FA)","23","35","65.7","159","4.5","1","1","2","0","0","0","1","1","7.4","7.4","13.6%"
"29","Mac Jones (NE)","14","32","43.8","145","4.5","0","2","1","6","33","0","0","1","7.1","7.1","32.1%"
"30","Drew Lock (SEA)","15","22","68.2","153","7.0","0","0","2","2","10","0","0","1","7.1","7.1","3.4%"
"31","Cooper Rush (DAL)","2","3","66.7","70","23.3","1","0","0","2","0","0","0","1","6.8","6.8","0.2%"
"32","Taylor Heinicke (WAS)","7","22","31.8","121","5.5","1","2","4","1","-1","0","0","1","6.7","6.7","1.3%"
"33","Kyle Allen (HOU)","8","10","80.0","67","6.7","1","0","1","0","0","0","0","1","6.7","6.7","0.1%"
"34","Cam Newton (FA)","7","13","53.8","61","4.7","0","1","3","5","42","0","0","1","5.6","5.6","9.3%"
"35","Ian Book (NO)","12","20","60.0","135","6.8","0","2","8","3","6","0","0","1","4.0","4.0","0.1%"
"36","Mason Rudolph (PIT)","5","8","62.5","35","4.4","0","0","0","1","17","0","0","1","3.1","3.1","0.2%"
"37","Jake Fromm (FA)","6","17","35.3","25","1.5","0","1","2","3","12","0","0","1","1.2","1.2","1.0%"
"38","Jack Coan (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"39","Desmond Ridder (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.1%"
"40","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"41","Trey Lance (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.9%"
"42","Reid Sinnett (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"43","John Lovett (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"44","David Blough (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"45","Jacob Eason (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"46","Daniel Jones (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.4%"
"47","Will Grier (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"48","Brett Rypien (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"49","Easton Stick (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"50","Jarrett Stidham (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"51","Trace McSorley (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"52","Jake Browning (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"53","Gardner Minshew II (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"54","Jordan Love (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"55","Brock Purdy (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"56","Jarrett Guarantano (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Justin Fields (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.6%"
"58","Kyle Trask (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"59","Sam Ehlinger (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"60","Ben DiNucci (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"61","Tyler Huntley (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"62","Shane Buechele (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Kellen Mond (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"64","Bryce Perkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Nate Stanley (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Jake Luton (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Malik Willis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"68","Chris Oladokun (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Armani Rogers (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Cole Kelley (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Bailey Zappe (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"72","Dustin Crum (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Anthony Brown (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Brandon Peters (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Skylar Thompson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","EJ Perry (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Kenny Pickett (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.8%"
"78","Matt Corral (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8%"
"79","Carson Strong (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"80","Sam Howell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"81","Jared Bernhardt (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Chase Garbers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","Stone Smartt (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Davis Cheek (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","Blaine Gabbert (TB)","0","1","0.0","0","0.0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
