"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Mike Davis (BAL)","16","89","5.6","15","0","0","9","10","60","6.7","1","0","1","25.4","25.4","2.6%"
"2","Todd Gurley II (FA)","14","121","8.6","35","0","1","4","5","29","7.3","0","0","1","23.0","23.0","0.2%"
"3","Ezekiel Elliott (DAL)","19","91","4.8","12","0","2","1","2","14","14.0","0","0","1","23.0","23.0","97.6%"
"4","Miles Sanders (PHI)","11","80","7.3","74","0","2","2","4","19","9.5","0","0","1","22.9","22.9","92.6%"
"5","Josh Jacobs (LV)","23","77","3.3","7","0","2","2","3","8","4.0","0","0","1","21.5","21.5","97.3%"
"6","Darrell Henderson Jr. (LAR)","15","38","2.5","7","0","1","3","4","30","10.0","1","0","1","20.3","20.3","44.1%"
"7","Derrick Henry (TEN)","19","57","3.0","12","0","2","1","2","6","6.0","0","0","1","18.8","18.8","99.9%"
"8","Chase Edmonds (MIA)","3","36","12.0","29","0","1","5","6","56","11.2","0","0","1","17.7","17.7","88.5%"
"9","Myles Gaskin (MIA)","16","57","3.6","21","0","1","5","5","34","6.8","0","0","1","17.6","17.6","7.4%"
"10","Dalvin Cook (MIN)","17","65","3.8","10","0","1","5","5","24","4.8","0","0","1","17.4","17.4","99.9%"
"11","Chris Carson (SEA)","8","52","6.5","29","0","1","6","7","27","4.5","0","0","1","16.9","16.9","13.1%"
"12","Kareem Hunt (CLE)","20","72","3.6","10","0","0","3","4","21","7.0","1","0","1","16.8","16.8","91.2%"
"13","Alvin Kamara (NO)","11","45","4.1","10","0","0","8","10","74","9.3","0","0","1","15.9","15.9","99.9%"
"14","Devonta Freeman (FA)","17","60","3.5","9","0","1","2","3","27","13.5","0","0","1","15.7","15.7","0.7%"
"15","David Montgomery (CHI)","10","29","2.9","7","0","1","7","8","30","4.3","0","0","1","15.4","15.4","98.0%"
"16","Alexander Mattison (MIN)","20","112","5.6","25","0","0","3","3","24","8.0","0","0","1","15.1","15.1","56.4%"
"17","Jonathan Taylor (IND)","12","57","4.8","10","0","1","2","3","17","8.5","0","0","1","14.4","14.4","100.0%"
"18","Ronald Jones II (KC)","17","106","6.2","37","0","0","3","5","19","6.3","0","0","1","14.0","14.0","78.6%"
"19","T.J. Yeldon (FA)","7","52","7.4","34","0","0","1","3","22","22.0","1","0","1","13.9","13.9","0.0%"
"20","James Conner (ARI)","15","44","2.9","25","0","1","3","3","19","6.3","0","0","1","13.8","13.8","98.6%"
"21","Raheem Mostert (MIA)","11","90","8.2","37","0","0","3","3","29","9.7","0","0","1","13.4","13.4","48.2%"
"22","Kenyan Drake (LV)","18","60","3.3","10","0","1","1","1","2","2.0","0","0","1","12.7","12.7","6.7%"
"23","Joe Mixon (CIN)","24","59","2.5","7","0","0","6","8","35","5.8","0","0","1","12.4","12.4","99.9%"
"24","Justin Jackson (FA)","15","71","4.7","36","0","0","5","6","23","4.6","0","0","1","11.9","11.9","1.7%"
"25","David Johnson (FA)","17","96","5.6","29","0","0","2","4","7","3.5","0","0","1","11.3","11.3","1.3%"
"26","Clyde Edwards-Helaire (KC)","10","40","4.0","9","0","0","3","8","40","13.3","0","0","1","9.5","9.5","92.6%"
"27","J.D. McKissic (WAS)","1","3","3.0","3","0","0","6","8","46","7.7","0","0","1","7.9","7.9","45.4%"
"28","Antonio Gibson (WAS)","11","27","2.5","6","0","0","5","5","24","4.8","0","0","1","7.6","7.6","97.9%"
"29","James Robinson (JAC)","13","48","3.7","14","0","0","5","7","22","4.4","0","1","1","7.5","7.5","78.2%"
"30","Le'Veon Bell (FA)","13","60","4.6","13","0","0","1","1","7","7.0","0","0","1","7.2","7.2","0.2%"
"31","Devontae Booker (FA)","7","62","8.9","43","0","0","1","1","5","5.0","0","0","1","7.2","7.2","0.7%"
"32","Kyle Juszczyk (SF)","2","11","5.5","7","0","1","0","1","0","0","0","0","1","7.1","7.1","0.8%"
"33","J.K. Dobbins (BAL)","1","34","34.0","34","0","0","3","3","21","7.0","0","0","1","7.0","7.0","96.0%"
"34","Latavius Murray (FA)","8","34","4.3","8","0","0","2","2","23","11.5","0","0","1","6.7","6.7","0.7%"
"35","Brian Hill (SF)","6","39","6.5","11","0","0","2","2","15","7.5","0","0","1","6.4","6.4","0.0%"
"36","Matt Breida (NYG)","9","28","3.1","12","0","0","1","1","31","31.0","0","0","1","6.4","6.4","1.7%"
"37","Cam Akers (LAR)","9","61","6.8","46","0","0","0","0","0","0","0","0","1","6.1","6.1","98.6%"
"38","Mark Ingram II (NO)","11","57","5.2","20","0","0","0","0","0","0","0","0","1","5.7","5.7","21.7%"
"39","Chris Thompson (FA)","2","7","3.5","4","0","0","3","3","35","11.7","0","0","1","5.7","5.7","0.0%"
"40","Jalen Richard (FA)","1","4","4.0","4","0","0","4","5","26","6.5","0","0","1","5.0","5.0","0.6%"
"41","Darrel Williams (ARI)","1","4","4.0","4","0","0","1","5","15","15.0","0","0","1","4.4","4.4","22.3%"
"42","Joshua Kelley (LAC)","11","29","2.6","9","0","0","1","1","9","9.0","0","0","1","4.3","4.3","0.8%"
"43","Tony Pollard (DAL)","6","30","5.0","13","0","0","2","3","2","1.0","0","0","1","4.2","4.2","90.7%"
"44","D'Ernest Johnson (CLE)","8","32","4.0","28","0","0","1","1","4","4.0","0","0","1","4.1","4.1","4.3%"
"45","Nyheim Hines (IND)","3","8","2.7","5","0","0","2","4","22","11.0","0","0","1","4.0","4.0","52.2%"
"46","Devin Singletary (BUF)","11","25","2.3","6","0","0","1","1","8","8.0","0","0","1","3.8","3.8","92.4%"
"47","Jeremy McNichols (FA)","9","28","3.1","7","0","0","1","1","3","3.0","0","0","1","3.6","3.6","0.2%"
"48","Alec Ingold (MIA)","0","0","0","0","0","0","2","4","25","12.5","0","0","1","3.5","3.5","0.0%"
"49","Wayne Gallman Jr. (FA)","5","24","4.8","13","0","0","2","2","0","0.0","0","0","1","3.4","3.4","0.0%"
"50","Frank Gore (FA)","9","30","3.3","11","0","0","0","0","0","0","0","0","1","3.0","3.0","12.1%"
"51","Malcolm Brown (FA)","8","30","3.8","12","0","0","1","2","-6","-6.0","0","0","1","2.9","2.9","0.1%"
"52","Jeff Wilson Jr. (SF)","4","27","6.8","9","0","0","0","1","0","0","0","0","1","2.7","2.7","2.1%"
"53","Gus Edwards (BAL)","7","25","3.6","6","0","0","0","3","0","0","0","0","1","2.5","2.5","28.6%"
"54","Duke Johnson Jr. (BUF)","3","8","2.7","3","0","0","1","1","11","11.0","0","0","1","2.4","2.4","0.9%"
"55","Benny Snell Jr. (PIT)","7","19","2.7","8","0","0","0","0","0","0","0","0","1","1.9","1.9","1.0%"
"56","Mike Boone (DEN)","2","19","9.5","12","0","0","0","0","0","0","0","0","1","1.9","1.9","0.4%"
"57","Jerick McKinnon (KC)","1","0","0.0","0","0","0","2","4","5","2.5","0","0","1","1.5","1.5","3.3%"
"58","Travis Homer (SEA)","3","14","4.7","6","0","0","0","0","0","0","0","0","1","1.4","1.4","0.1%"
"59","Darrynton Evans (CHI)","2","12","6.0","9","0","0","0","0","0","0","0","0","1","1.2","1.2","0.7%"
"60","Patrick Ricard (BAL)","0","0","0","0","0","0","1","2","7","7.0","0","0","1","1.2","1.2","0.1%"
"61","Dion Lewis (FA)","0","0","0","0","0","0","2","4","1","0.5","0","0","1","1.1","1.1","2.0%"
