"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Alvin Kamara (NO)","8","15","1.9","8","0","2","7","8","83","11.9","1","0","1","31.3","31.3","99.9%"
"2","Josh Jacobs (LV)","21","112","5.3","24","0","2","4","4","24","6.0","0","0","1","27.6","27.6","97.3%"
"3","Nyheim Hines (IND)","12","70","5.8","14","0","1","5","6","45","9.0","1","0","1","26.0","26.0","52.2%"
"4","Ronald Jones II (KC)","23","192","8.3","98","0","1","1","2","6","6.0","0","1","1","24.3","24.3","78.6%"
"5","D'Andre Swift (DET)","16","81","5.1","17","0","0","5","5","68","13.6","1","0","1","23.4","23.4","99.7%"
"6","Devontae Booker (FA)","16","81","5.1","23","0","2","1","1","2","2.0","0","0","1","20.8","20.8","0.7%"
"7","Rex Burkhead (HOU)","6","31","5.2","9","0","0","4","5","35","8.8","2","0","1","20.6","20.6","3.8%"
"8","Antonio Gibson (WAS)","13","45","3.5","12","0","2","4","4","20","5.0","0","0","1","20.5","20.5","97.9%"
"9","Nick Chubb (CLE)","19","126","6.6","59","0","1","0","1","0","0","0","0","1","18.6","18.6","99.6%"
"10","Wayne Gallman Jr. (FA)","18","53","2.9","17","0","2","1","2","7","7.0","0","0","1","18.5","18.5","0.0%"
"11","Malcolm Brown (FA)","6","33","5.5","13","0","2","2","2","18","9.0","0","0","1","18.1","18.1","0.1%"
"12","Salvon Ahmed (MIA)","21","85","4.0","18","0","1","1","1","5","5.0","0","0","1","15.5","15.5","0.6%"
"13","Kareem Hunt (CLE)","19","104","5.5","19","0","0","3","4","28","9.3","0","0","1","14.7","14.7","91.2%"
"14","J.D. McKissic (WAS)","8","6","0.8","5","0","1","7","15","43","6.1","0","0","1","14.4","14.4","45.4%"
"15","Boston Scott (PHI)","3","63","21.0","56","0","1","1","1","11","11.0","0","0","1","13.9","13.9","2.8%"
"16","Dalvin Cook (MIN)","30","96","3.2","14","0","0","4","4","16","4.0","0","0","1","13.2","13.2","99.9%"
"17","Kalen Ballage (FA)","18","68","3.8","11","0","0","5","6","34","6.8","0","0","1","12.7","12.7","0.0%"
"18","Miles Sanders (PHI)","15","85","5.7","14","0","0","2","5","10","5.0","0","0","1","12.5","12.5","92.6%"
"19","James Robinson (JAC)","23","109","4.7","20","0","0","2","5","3","1.5","0","0","1","12.2","12.2","78.2%"
"20","Damien Harris (NE)","22","121","5.5","25","0","0","0","0","0","0","0","0","1","12.1","12.1","92.5%"
"21","Aaron Jones (GB)","13","46","3.5","20","0","0","5","6","49","9.8","0","0","1","12.0","12.0","99.7%"
"22","Derrick Henry (TEN)","19","103","5.4","20","0","0","1","2","6","6.0","0","0","1","11.4","11.4","99.9%"
"23","Alex Collins (FA)","11","43","3.9","13","0","1","1","2","4","4.0","0","0","1","11.2","11.2","9.6%"
"24","Darrell Henderson Jr. (LAR)","7","28","4.0","16","0","1","1","1","5","5.0","0","0","1","9.8","9.8","44.1%"
"25","Kenyan Drake (LV)","16","100","6.3","20","0","0","1","1","9","9.0","0","1","1","9.4","9.4","6.7%"
"26","Chase Edmonds (MIA)","8","56","7.0","25","0","0","3","3","21","7.0","0","0","1","9.2","9.2","88.5%"
"27","D'Onta Foreman (CAR)","7","18","2.6","8","0","0","1","1","5","5.0","1","0","1","8.8","8.8","12.5%"
"28","Gus Edwards (BAL)","7","42","6.0","11","0","0","1","1","31","31.0","0","0","1","7.8","7.8","28.6%"
"29","Jamaal Williams (DET)","8","30","3.8","7","0","0","3","4","25","8.3","0","0","1","7.0","7.0","27.1%"
"30","Giovani Bernard (TB)","8","30","3.8","11","0","0","4","7","17","4.3","0","0","1","6.7","6.7","0.9%"
"31","Corey Clement (FA)","1","5","5.0","5","0","1","0","0","0","0","0","0","1","6.5","6.5","1.0%"
"32","Mike Davis (BAL)","7","32","4.6","7","0","0","4","5","12","3.0","0","0","1","6.4","6.4","2.6%"
"33","Samaje Perine (CIN)","7","48","6.9","15","0","0","1","1","7","7.0","0","0","1","6.0","6.0","3.9%"
"34","James Conner (ARI)","13","36","2.8","16","0","0","2","2","12","6.0","0","0","1","5.8","5.8","98.6%"
"35","Latavius Murray (FA)","9","57","6.3","18","0","0","0","0","0","0","0","0","1","5.7","5.7","0.7%"
"36","Duke Johnson Jr. (BUF)","14","54","3.9","23","0","0","0","1","0","0","0","0","1","5.4","5.4","0.9%"
"37","Jerick McKinnon (KC)","18","33","1.8","9","0","0","1","3","13","13.0","0","0","1","5.1","5.1","3.3%"
"38","Jonathan Taylor (IND)","7","12","1.7","4","0","0","2","2","25","12.5","0","0","1","4.7","4.7","100.0%"
"39","Melvin Gordon III (DEN)","11","46","4.2","11","0","0","0","2","0","0","0","0","1","4.6","4.6","88.3%"
"40","DeeJay Dallas (SEA)","2","8","4.0","5","0","0","2","3","23","11.5","0","0","1","4.1","4.1","0.8%"
"41","Leonard Fournette (TB)","8","19","2.4","14","0","0","2","3","11","5.5","0","0","1","4.0","4.0","99.8%"
"42","Jeremy McNichols (FA)","3","26","8.7","16","0","0","1","1","8","8.0","0","0","1","3.9","3.9","0.2%"
"43","Mark Ingram II (NO)","5","5","1.0","5","0","0","2","2","24","12.0","0","0","1","3.9","3.9","21.7%"
"44","Cam Akers (LAR)","10","38","3.8","17","0","0","0","0","0","0","0","0","1","3.8","3.8","98.6%"
"45","Royce Freeman (HOU)","2","11","5.5","9","0","0","2","2","15","7.5","0","0","1","3.6","3.6","0.3%"
"46","Adrian Peterson (FA)","4","21","5.3","13","0","0","1","1","9","9.0","0","0","1","3.5","3.5","2.1%"
"47","Austin Walter (FA)","1","3","3.0","3","0","0","1","1","27","27.0","0","0","1","3.5","3.5","0.1%"
"48","Travis Homer (SEA)","0","0","0","0","0","0","3","3","19","6.3","0","0","1","3.4","3.4","0.1%"
"49","Alfred Morris (FA)","8","34","4.3","10","0","0","0","0","0","0","0","0","1","3.4","3.4","0.0%"
"50","Jakob Johnson (LV)","0","0","0","0","0","0","2","2","20","10.0","0","0","1","3.0","3.0","0.1%"
"51","Jordan Wilkins (TEN)","8","28","3.5","18","0","0","0","1","0","0","0","0","1","2.8","2.8","0.1%"
"52","Dion Lewis (FA)","0","0","0","0","0","0","2","2","17","8.5","0","0","1","2.7","2.7","2.0%"
"53","Ryan Nall (DAL)","1","0","0.0","0","0","0","1","2","18","18.0","0","0","1","2.3","2.3","0.0%"
"54","Trayveon Williams (CIN)","5","22","4.4","8","0","0","0","0","0","0","0","0","1","2.2","2.2","0.1%"
"55","Zack Moss (BUF)","7","20","2.9","14","0","0","1","2","-3","-3.0","0","0","1","2.2","2.2","3.1%"
"56","Joshua Kelley (LAC)","7","21","3.0","8","0","0","0","0","0","0","0","0","1","2.1","2.1","0.8%"
"57","Rodney Smith (FA)","3","13","4.3","10","0","0","1","1","2","2.0","0","0","1","2.0","2.0","0.0%"
"58","JaMycal Hasty (SF)","3","13","4.3","8","0","0","2","2","-4","-2.0","0","0","1","1.9","1.9","0.7%"
"59","Patrick Laird (FA)","2","19","9.5","17","0","0","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"60","Peyton Barber (FA)","2","7","3.5","6","0","0","1","1","7","7.0","0","0","1","1.9","1.9","0.6%"
"61","J.K. Dobbins (BAL)","5","13","2.6","4","0","0","1","2","1","1.0","0","0","1","1.9","1.9","96.0%"
"62","Khari Blasingame (CHI)","0","0","0","0","0","0","1","1","13","13.0","0","0","1","1.8","1.8","0.0%"
"63","James White (NE)","0","0","0","0","0","0","2","2","8","4.0","0","0","1","1.8","1.8","10.0%"
"64","Lamar Miller (FA)","0","0","0","0","0","0","2","2","6","3.0","0","0","1","1.6","1.6","0.0%"
"65","Devin Singletary (BUF)","4","15","3.8","13","0","0","1","3","-5","-5.0","0","0","1","1.5","1.5","92.4%"
"66","C.J. Ham (MIN)","0","0","0","0","0","0","1","1","8","8.0","0","0","1","1.3","1.3","0.1%"
"67","Benny Snell Jr. (PIT)","3","12","4.0","8","0","0","0","0","0","0","0","0","1","1.2","1.2","1.0%"
"68","Dare Ogunbowale (HOU)","0","0","0","0","0","0","1","2","5","5.0","0","0","1","1.0","1.0","0.4%"
"69","Artavis Pierce (FA)","3","9","3.0","6","0","0","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"70","Justice Hill (BAL)","0","0","0","0","0","0","1","1","3","3.0","0","0","1","0.8","0.8","0.1%"
"71","Tyler Ervin (FA)","1","0","0.0","0","0","0","1","1","3","3.0","0","0","1","0.8","0.8","0.0%"
"72","Patrick Ricard (BAL)","0","0","0","0","0","0","1","1","2","2.0","0","0","1","0.7","0.7","0.1%"
"73","Alex Armah Jr. (WAS)","0","0","0","0","0","0","2","2","-5","-2.5","0","0","1","0.5","0.5","0.0%"
"74","Kyle Juszczyk (SF)","1","5","5.0","5","0","0","0","1","0","0","0","0","1","0.5","0.5","0.8%"
"75","Alexander Mattison (MIN)","2","4","2.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","56.4%"
"76","C.J. Prosise (FA)","0","0","0","0","0","0","1","1","-2","-2.0","0","0","1","0.3","0.3","0.0%"
"77","Kerryon Johnson (FA)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"78","DeAndre Washington (FA)","2","2","1.0","3","0","0","0","0","0","0","0","0","1","0.2","0.2","11.0%"
