"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Jonathan Taylor (IND)","30","253","8.4","56","0","2","1","2","1","1.0","0","0","1","37.9","37.9","100.0%"
"2","Derrick Henry (TEN)","34","250","7.4","52","0","2","0","0","0","0","0","1","1","35.0","35.0","99.9%"
"3","J.K. Dobbins (BAL)","13","160","12.3","72","0","2","0","0","0","0","0","0","1","28.0","28.0","96.0%"
"4","Alexander Mattison (MIN)","21","95","4.5","20","0","1","3","3","50","16.7","1","0","1","28.0","28.0","56.4%"
"5","Darwin Thompson (SEA)","14","45","3.2","10","0","1","7","7","65","9.3","1","0","1","26.5","26.5","0.1%"
"6","David Montgomery (CHI)","22","69","3.1","8","0","1","9","9","63","7.0","0","0","1","23.7","23.7","98.0%"
"7","Jeff Wilson Jr. (SF)","20","76","3.8","18","0","1","3","7","12","4.0","1","0","1","22.3","22.3","2.1%"
"8","Sony Michel (MIA)","16","76","4.8","13","0","0","3","3","60","20.0","1","0","1","21.1","21.1","18.0%"
"9","Josh Jacobs (LV)","15","89","5.9","28","0","2","0","1","0","0","0","0","1","20.9","20.9","97.3%"
"10","Antonio Williams (NYG)","12","63","5.3","18","0","2","1","1","20","20.0","0","0","1","20.8","20.8","0.2%"
"11","David Johnson (FA)","14","84","6.0","26","0","1","3","5","36","12.0","0","0","1","19.5","19.5","1.3%"
"12","Melvin Gordon III (DEN)","26","93","3.6","15","0","1","4","6","17","4.3","0","0","1","19.0","19.0","88.3%"
"13","Nick Chubb (CLE)","14","108","7.7","47","0","1","0","1","0","0","0","0","1","16.8","16.8","99.6%"
"14","Aaron Jones (GB)","11","42","3.8","10","0","1","4","5","43","10.8","0","0","1","16.5","16.5","99.7%"
"15","Myles Gaskin (MIA)","7","20","2.9","7","0","1","4","5","57","14.3","0","0","1","15.7","15.7","7.4%"
"16","Brian Hill (SF)","9","94","10.4","62","0","0","3","3","42","14.0","0","0","1","15.1","15.1","0.0%"
"17","D'Andre Swift (DET)","12","54","4.5","13","0","1","3","3","16","5.3","0","0","1","14.5","14.5","99.7%"
"18","Austin Ekeler (LAC)","7","18","2.6","6","0","0","6","7","33","5.5","1","0","1","14.1","14.1","99.9%"
"19","Ronald Jones II (KC)","12","78","6.5","16","0","1","0","0","0","0","0","0","1","13.8","13.8","78.6%"
"20","Ezekiel Elliott (DAL)","14","42","3.0","13","0","1","3","4","19","6.3","0","0","1","13.6","13.6","97.6%"
"21","Justin Jackson (FA)","9","72","8.0","34","0","0","1","2","32","32.0","0","0","1","12.9","12.9","1.7%"
"22","Josh Adams (FA)","11","47","4.3","10","0","1","2","4","12","6.0","0","0","1","12.9","12.9","0.0%"
"23","Adrian Peterson (FA)","7","63","9.0","38","0","1","0","0","0","0","0","0","1","12.3","12.3","2.1%"
"24","Salvon Ahmed (MIA)","6","29","4.8","16","0","1","3","3","19","6.3","0","0","1","12.3","12.3","0.6%"
"25","Ty Montgomery (NE)","18","105","5.8","36","0","0","1","2","2","2.0","0","0","1","11.2","11.2","0.1%"
"26","James White (NE)","0","0","0","0","0","0","4","7","31","7.8","1","0","1","11.1","11.1","10.0%"
"27","Rodney Smith (FA)","10","40","4.0","8","0","1","1","1","4","4.0","0","0","1","10.9","10.9","0.0%"
"28","Nyheim Hines (IND)","2","17","8.5","20","0","0","6","7","50","8.3","0","0","1","9.7","9.7","52.2%"
"29","Kalen Ballage (FA)","13","36","2.8","9","0","1","0","0","0","0","0","0","1","9.6","9.6","0.0%"
"30","Chris Carson (SEA)","11","44","4.0","9","0","0","2","2","39","19.5","0","0","1","9.3","9.3","13.1%"
"31","Dare Ogunbowale (HOU)","14","50","3.6","11","0","0","4","7","22","5.5","0","0","1","9.2","9.2","0.4%"
"32","Alex Collins (FA)","5","29","5.8","8","0","1","0","0","0","0","0","0","1","8.9","8.9","9.6%"
"33","Boston Scott (PHI)","15","65","4.3","20","0","0","2","5","14","7.0","0","0","1","8.9","8.9","2.8%"
"34","James Conner (ARI)","9","37","4.1","9","0","0","5","8","25","5.0","0","0","1","8.7","8.7","98.6%"
"35","Antonio Gibson (WAS)","19","75","3.9","13","0","0","1","1","6","6.0","0","0","1","8.6","8.6","97.9%"
"36","Cam Akers (LAR)","21","34","1.6","10","0","0","4","4","52","13.0","0","1","1","8.6","8.6","98.6%"
"37","Ameer Abdullah (LV)","0","0","0","0","0","0","3","3","7","2.3","1","0","1","8.2","8.2","0.8%"
"38","Trayveon Williams (CIN)","4","74","18.5","55","0","0","1","1","3","3.0","0","0","1","8.2","8.2","0.1%"
"39","Ty Johnson (NYJ)","11","45","4.1","9","0","0","2","2","23","11.5","0","0","1","7.8","7.8","1.3%"
"40","Jonathan Ward (ARI)","0","0","0","0","0","0","1","1","11","11.0","1","0","1","7.6","7.6","0.1%"
"41","Gus Edwards (BAL)","12","60","5.0","11","0","0","1","1","10","10.0","0","0","1","7.5","7.5","28.6%"
"42","Kenyan Drake (LV)","10","36","3.6","12","0","0","3","3","15","5.0","0","0","1","6.6","6.6","6.7%"
"43","Wayne Gallman Jr. (FA)","11","65","5.9","14","0","0","0","0","0","0","0","0","1","6.5","6.5","0.0%"
"44","Theo Riddick (FA)","0","0","0","0","0","0","4","5","40","10.0","0","0","1","6.0","6.0","0.0%"
"45","J.D. McKissic (WAS)","2","0","0.0","3","0","0","5","8","30","6.0","0","0","1","5.5","5.5","45.4%"
"46","C.J. Ham (MIN)","0","0","0","0","0","0","2","3","44","22.0","0","0","1","5.4","5.4","0.1%"
