"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Dalvin Cook (MIN)","22","206","9.4","70","0","2","2","2","46","23.0","0","0","1","38.2","38.2","99.9%"
"2","Christian McCaffrey (CAR)","18","69","3.8","13","0","1","10","10","82","8.2","1","0","1","32.1","32.1","99.9%"
"3","James Robinson (JAC)","25","99","4.0","12","0","1","0","2","0","0","0","0","1","15.9","15.9","78.2%"
"4","Kalen Ballage (FA)","15","69","4.6","14","0","1","2","3","15","7.5","0","0","1","15.4","15.4","0.0%"
"5","Jerick McKinnon (KC)","12","52","4.3","11","0","1","3","4","16","5.3","0","0","1","14.3","14.3","3.3%"
"6","Wayne Gallman Jr. (FA)","14","68","4.9","12","0","1","1","2","9","9.0","0","0","1","14.2","14.2","0.0%"
"7","Rex Burkhead (HOU)","12","56","4.7","10","0","1","3","3","11","3.7","0","0","1","14.2","14.2","3.8%"
"8","Alvin Kamara (NO)","9","40","4.4","17","0","1","5","6","9","1.8","0","0","1","13.4","13.4","99.9%"
"9","Duke Johnson Jr. (BUF)","16","41","2.6","8","0","1","4","4","32","8.0","0","1","1","13.3","13.3","0.9%"
"10","Josh Jacobs (LV)","14","65","4.6","14","0","1","1","1","3","3.0","0","0","1","13.3","13.3","97.3%"
"11","Devontae Booker (FA)","8","68","8.5","23","0","1","0","0","0","0","0","0","1","12.8","12.8","0.7%"
"12","J.D. McKissic (WAS)","3","17","5.7","10","0","0","9","14","65","7.2","0","0","1","12.7","12.7","45.4%"
"13","Todd Gurley II (FA)","19","53","2.8","13","0","1","2","2","2","1.0","0","0","1","12.5","12.5","0.2%"
"14","Zack Moss (BUF)","9","18","2.0","7","0","1","2","2","30","15.0","0","0","1","11.8","11.8","3.1%"
"15","Ryan Nall (DAL)","0","0","0","0","0","0","4","4","35","8.8","1","0","1","11.5","11.5","0.0%"
"16","D'Andre Swift (DET)","13","64","4.9","17","0","0","3","5","33","11.0","0","0","1","11.2","11.2","99.7%"
"17","Antonio Gibson (WAS)","6","20","3.3","11","0","1","3","3","35","11.7","0","1","1","11.0","11.0","97.9%"
"18","Clyde Edwards-Helaire (KC)","5","14","2.8","7","0","0","3","5","20","6.7","1","0","1","10.9","10.9","92.6%"
"19","DeeJay Dallas (SEA)","7","31","4.4","10","0","1","2","2","8","4.0","0","0","1","10.9","10.9","0.8%"
"20","Aaron Jones (GB)","15","58","3.9","11","0","0","5","5","21","4.2","0","0","1","10.4","10.4","99.7%"
"21","Chase Edmonds (MIA)","25","70","2.8","6","0","0","3","3","18","6.0","0","0","1","10.3","10.3","88.5%"
"22","Travis Homer (SEA)","6","16","2.7","11","0","0","3","3","64","21.3","0","0","1","9.5","9.5","0.1%"
"23","Tyler Ervin (FA)","8","24","3.0","8","0","0","4","5","48","12.0","0","0","1","9.2","9.2","0.0%"
"24","Ameer Abdullah (LV)","0","0","0","0","0","0","1","1","22","22.0","1","0","1","8.7","8.7","0.8%"
"25","Joshua Kelley (LAC)","9","28","3.1","9","0","0","5","5","31","6.2","0","0","1","8.4","8.4","0.8%"
"26","Jonathan Taylor (IND)","6","27","4.5","11","0","1","2","2","7","3.5","0","1","1","8.4","8.4","100.0%"
"27","Gus Edwards (BAL)","11","23","2.1","5","0","1","2","2","11","5.5","0","1","1","8.4","8.4","28.6%"
"28","Kerryon Johnson (FA)","4","29","7.3","14","0","0","3","3","36","12.0","0","0","1","8.0","8.0","0.0%"
"29","Ezekiel Elliott (DAL)","18","51","2.8","10","0","0","2","3","18","9.0","0","0","1","7.9","7.9","97.6%"
"30","Jordan Howard (FA)","10","19","1.9","8","0","1","0","0","0","0","0","0","1","7.9","7.9","0.6%"
"31","Alfred Morris (FA)","9","67","7.4","20","0","0","1","1","4","4.0","0","0","1","7.6","7.6","0.0%"
"32","Leonard Fournette (TB)","1","0","0.0","0","0","0","6","6","41","6.8","0","0","1","7.1","7.1","99.8%"
"33","Damien Harris (NE)","14","71","5.1","21","0","0","0","0","0","0","0","0","1","7.1","7.1","92.5%"
"34","Alexander Mattison (MIN)","12","69","5.8","18","0","0","0","0","0","0","0","0","1","6.9","6.9","56.4%"
"35","Frank Gore (FA)","12","46","3.8","15","0","0","2","2","13","6.5","0","0","1","6.9","6.9","12.1%"
"36","Derrick Henry (TEN)","21","68","3.2","26","0","0","0","0","0","0","0","0","1","6.8","6.8","99.9%"
"37","Tony Pollard (DAL)","9","57","6.3","20","0","0","1","2","1","1.0","0","0","1","6.3","6.3","90.7%"
"38","Mike Davis (BAL)","1","3","3.0","3","0","0","5","6","34","6.8","0","0","1","6.2","6.2","2.6%"
"39","Adrian Peterson (FA)","8","29","3.6","8","0","0","3","5","14","4.7","0","0","1","5.8","5.8","2.1%"
"40","Chris Thompson (FA)","1","3","3.0","3","0","0","4","4","35","8.8","0","0","1","5.8","5.8","0.0%"
"41","Latavius Murray (FA)","10","39","3.9","17","0","0","2","2","3","1.5","0","0","1","5.2","5.2","0.7%"
"42","Devin Singletary (BUF)","2","1","0.5","2","0","0","3","3","33","11.0","0","0","1","4.9","4.9","92.4%"
"43","La'Mical Perine (NYJ)","6","19","3.2","7","0","0","2","2","19","9.5","0","0","1","4.8","4.8","0.1%"
"44","Jordan Wilkins (TEN)","11","39","3.5","11","0","0","2","2","-1","-0.5","0","0","1","4.8","4.8","0.1%"
"45","Nyheim Hines (IND)","2","18","9.0","14","0","0","2","3","20","10.0","0","0","1","4.8","4.8","52.2%"
"46","J.K. Dobbins (BAL)","12","30","2.5","8","0","0","2","2","5","2.5","0","0","1","4.5","4.5","96.0%"
