"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","David Montgomery (CHI)","32","146","4.6","19","0","2","1","2","16","16.0","0","0","1","28.7","28.7","98.0%"
"2","Tony Pollard (DAL)","12","69","5.8","40","0","2","6","9","63","10.5","0","0","1","28.2","28.2","90.7%"
"3","Dalvin Cook (MIN)","24","132","5.5","20","0","1","5","5","27","5.4","0","0","1","24.4","24.4","99.9%"
"4","Derrick Henry (TEN)","24","147","6.1","33","0","1","2","2","5","2.5","0","0","1","24.2","24.2","99.9%"
"5","Aaron Jones (GB)","20","145","7.3","46","0","1","3","4","13","4.3","0","0","1","23.3","23.3","99.7%"
"6","Giovani Bernard (TB)","25","83","3.3","11","0","1","1","1","14","14.0","1","0","1","22.2","22.2","0.9%"
"7","Melvin Gordon III (DEN)","11","61","5.5","14","0","2","4","4","20","5.0","0","0","1","22.1","22.1","88.3%"
"8","J.D. McKissic (WAS)","13","51","3.9","11","0","0","9","10","56","6.2","1","0","1","21.2","21.2","45.4%"
"9","Salvon Ahmed (MIA)","23","122","5.3","31","0","1","1","3","5","5.0","0","0","1","21.2","21.2","0.6%"
"10","D'Andre Swift (DET)","15","67","4.5","11","0","2","4","5","15","3.8","0","1","1","20.2","20.2","99.7%"
"11","Leonard Fournette (TB)","14","49","3.5","17","0","2","3","5","16","5.3","0","0","1","20.0","20.0","99.8%"
"12","Josh Jacobs (LV)","26","76","2.9","20","0","1","3","3","38","12.7","0","0","1","18.9","18.9","97.3%"
"13","David Johnson (FA)","8","27","3.4","8","0","0","11","11","106","9.6","0","0","1","18.8","18.8","1.3%"
"14","Benny Snell Jr. (PIT)","18","84","4.7","29","0","1","3","4","23","7.7","0","0","1","18.2","18.2","1.0%"
"15","Jonathan Taylor (IND)","16","83","5.2","14","0","1","4","5","12","3.0","0","0","1","17.5","17.5","100.0%"
"16","Alvin Kamara (NO)","11","54","4.9","11","0","0","3","6","40","13.3","1","0","1","16.9","16.9","99.9%"
"17","Devin Singletary (BUF)","8","68","8.5","51","0","1","3","3","16","5.3","0","0","1","15.9","15.9","92.4%"
"18","J.K. Dobbins (BAL)","14","64","4.6","11","0","1","1","1","17","17.0","0","0","1","14.6","14.6","96.0%"
"19","Ty Johnson (NYJ)","3","16","5.3","7","0","0","6","6","39","6.5","1","0","1","14.5","14.5","1.3%"
"20","Chase Edmonds (MIA)","11","47","4.3","16","0","0","3","5","19","6.3","1","0","1","14.1","14.1","88.5%"
"21","Le'Veon Bell (FA)","15","62","4.1","12","0","1","1","1","14","14.0","0","0","1","14.1","14.1","0.2%"
"22","Nick Chubb (CLE)","15","50","3.3","15","0","1","2","2","16","8.0","0","0","1","13.6","13.6","99.6%"
"23","Carlos Hyde (FA)","2","55","27.5","50","0","1","2","3","8","4.0","0","0","1","13.3","13.3","0.2%"
"24","Frank Gore (FA)","23","59","2.6","8","0","1","1","1","6","6.0","0","0","1","13.0","13.0","12.1%"
"25","James Robinson (JAC)","16","35","2.2","11","0","0","3","3","18","6.0","1","0","1","12.8","12.8","78.2%"
"26","Darrynton Evans (CHI)","8","30","3.8","9","0","0","2","2","27","13.5","1","0","1","12.7","12.7","0.7%"
"27","Jeff Wilson Jr. (SF)","16","60","3.8","12","0","1","0","4","0","0","0","0","1","12.0","12.0","2.1%"
"28","Austin Ekeler (LAC)","13","60","4.6","27","0","0","4","4","19","4.8","0","0","1","9.9","9.9","99.9%"
"29","Latavius Murray (FA)","4","3","0.8","3","0","0","2","3","26","13.0","1","0","1","9.9","9.9","0.7%"
"30","Miles Sanders (PHI)","17","64","3.8","10","0","0","1","2","26","26.0","0","0","1","9.5","9.5","92.6%"
"31","Clyde Edwards-Helaire (KC)","14","79","5.6","16","0","0","1","2","4","4.0","0","0","1","8.8","8.8","92.6%"
"32","Gus Edwards (BAL)","9","42","4.7","7","0","0","2","2","36","18.0","0","0","1","8.8","8.8","28.6%"
"33","Sony Michel (MIA)","10","74","7.4","17","0","0","1","1","8","8.0","0","0","1","8.7","8.7","18.0%"
"34","Matt Breida (NYG)","12","86","7.2","24","0","0","0","0","0","0","0","0","1","8.6","8.6","1.7%"
"35","Zack Moss (BUF)","13","81","6.2","26","0","0","0","0","0","0","0","0","1","8.1","8.1","3.1%"
"36","Chris Carson (SEA)","15","63","4.2","13","0","0","2","3","6","3.0","0","0","1","7.9","7.9","13.1%"
"37","James White (NE)","2","3","1.5","4","0","0","4","4","52","13.0","0","0","1","7.5","7.5","10.0%"
