"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Derrick Henry (TEN)","27","178","6.6","31","0","3","2","4","7","3.5","0","0","1","37.5","37.5","99.9%"
"2","Antonio Gibson (WAS)","20","115","5.8","37","0","3","5","7","21","4.2","0","0","1","34.1","34.1","97.9%"
"3","Nick Chubb (CLE)","19","144","7.6","29","0","1","3","3","32","10.7","0","0","1","25.1","25.1","99.6%"
"4","Latavius Murray (FA)","19","124","6.5","36","0","2","1","1","2","2.0","0","0","1","25.1","25.1","0.7%"
"5","James Robinson (JAC)","22","128","5.8","27","0","1","5","6","31","6.2","0","0","1","24.4","24.4","78.2%"
"6","David Montgomery (CHI)","11","103","9.4","57","0","0","5","6","40","8.0","1","0","1","22.8","22.8","98.0%"
"7","Kenyan Drake (LV)","22","78","3.5","14","0","2","3","4","15","5.0","0","0","1","22.8","22.8","6.7%"
"8","Austin Ekeler (LAC)","14","44","3.1","15","0","0","11","16","85","7.7","0","0","1","18.4","18.4","99.9%"
"9","Adrian Peterson (FA)","15","55","3.7","19","0","2","0","0","0","0","0","0","1","17.5","17.5","2.1%"
"10","Ronald Jones II (KC)","9","66","7.3","34","0","0","1","2","37","37.0","1","0","1","16.8","16.8","78.6%"
"11","Wayne Gallman Jr. (FA)","24","94","3.9","18","0","1","3","5","-3","-1.0","0","0","1","16.6","16.6","0.0%"
"12","Duke Johnson Jr. (BUF)","9","37","4.1","8","0","0","3","4","43","14.3","1","0","1","15.5","15.5","0.9%"
"13","Ito Smith (FA)","12","65","5.4","24","0","1","4","5","10","2.5","0","0","1","15.5","15.5","0.0%"
"14","Cam Akers (LAR)","9","84","9.3","61","0","1","0","0","0","0","0","0","1","14.4","14.4","98.6%"
"15","James White (NE)","5","18","3.6","7","0","2","1","1","-1","-1.0","0","0","1","14.2","14.2","10.0%"
"16","Nyheim Hines (IND)","10","29","2.9","10","0","0","8","10","66","8.3","0","0","1","13.5","13.5","52.2%"
"17","Jamaal Williams (DET)","17","73","4.3","17","0","1","0","0","0","0","0","0","1","13.3","13.3","27.1%"
"18","Chris Carson (SEA)","8","41","5.1","16","0","1","2","2","18","9.0","0","0","1","12.9","12.9","13.1%"
"19","Benny Snell Jr. (PIT)","16","60","3.8","13","0","0","3","4","33","11.0","0","0","1","10.8","10.8","1.0%"
"20","Frank Gore (FA)","18","74","4.1","17","0","0","3","3","12","4.0","0","0","1","10.1","10.1","12.1%"
"21","Kerryon Johnson (FA)","11","46","4.2","8","0","0","4","4","52","13.0","0","1","1","9.8","9.8","0.0%"
"22","Devin Singletary (BUF)","11","82","7.5","24","0","0","3","3","20","6.7","0","1","1","9.7","9.7","92.4%"
"23","Aaron Jones (GB)","17","90","5.3","16","0","0","1","2","0","0.0","0","0","1","9.5","9.5","99.7%"
"24","Joshua Kelley (LAC)","7","35","5.0","33","0","1","0","0","0","0","0","0","1","9.5","9.5","0.8%"
"25","Mike Davis (BAL)","15","55","3.7","10","0","0","3","6","24","8.0","0","0","1","9.4","9.4","2.6%"
"26","Raheem Mostert (MIA)","16","43","2.7","10","0","1","2","2","0","0.0","0","1","1","9.3","9.3","48.2%"
"27","Dalvin Cook (MIN)","18","61","3.4","14","0","0","4","4","21","5.3","0","1","1","8.2","8.2","99.9%"
"28","Zack Moss (BUF)","9","59","6.6","31","0","0","2","2","9","4.5","0","0","1","7.8","7.8","3.1%"
"29","Jordan Wilkins (TEN)","6","22","3.7","11","0","0","3","4","35","11.7","0","0","1","7.2","7.2","0.1%"
"30","Boston Scott (PHI)","2","7","3.5","5","0","0","5","6","40","8.0","0","0","1","7.2","7.2","2.8%"
"31","Gus Edwards (BAL)","9","10","1.1","6","0","1","0","0","0","0","0","0","1","7.0","7.0","28.6%"
"32","DeAndre Washington (FA)","13","49","3.8","16","0","0","2","5","11","5.5","0","0","1","7.0","7.0","11.0%"
"33","Chase Edmonds (MIA)","6","29","4.8","9","0","0","4","5","14","3.5","0","0","1","6.3","6.3","88.5%"
"34","Kareem Hunt (CLE)","10","62","6.2","27","0","0","0","2","0","0","0","0","1","6.2","6.2","91.2%"
"35","C.J. Prosise (FA)","5","12","2.4","7","0","0","1","1","2","2.0","1","1","1","5.9","5.9","0.0%"
"36","Giovani Bernard (TB)","8","32","4.0","15","0","0","2","3","17","8.5","0","0","1","5.9","5.9","0.9%"
"37","Alvin Kamara (NO)","11","54","4.9","15","0","0","1","2","-2","-2.0","0","0","1","5.7","5.7","99.9%"
"38","Peyton Barber (FA)","11","57","5.2","15","0","0","0","0","0","0","0","0","1","5.7","5.7","0.6%"
"39","Brian Hill (SF)","13","55","4.2","22","0","0","0","1","0","0","0","0","1","5.5","5.5","0.0%"
"40","Miles Sanders (PHI)","6","15","2.5","8","0","0","2","3","7","3.5","0","0","1","5.2","5.2","92.6%"
"41","Royce Freeman (HOU)","8","50","6.3","23","0","0","0","0","0","0","0","0","1","5.0","5.0","0.3%"
"42","Justice Hill (BAL)","9","35","3.9","19","0","0","2","2","5","2.5","0","0","1","5.0","5.0","0.1%"
"43","Damien Harris (NE)","14","47","3.4","18","0","0","0","0","0","0","0","0","1","4.7","4.7","92.5%"
"44","Clyde Edwards-Helaire (KC)","11","37","3.4","10","0","0","1","1","2","2.0","0","0","1","4.4","4.4","92.6%"
"45","Matt Breida (NYG)","8","36","4.5","12","0","0","2","2","17","8.5","0","1","1","4.3","4.3","1.7%"
"46","Le'Veon Bell (FA)","5","22","4.4","10","0","0","2","2","10","5.0","0","0","1","4.2","4.2","0.2%"
"47","Jerick McKinnon (KC)","3","21","7.0","19","0","0","2","3","11","5.5","0","0","1","4.2","4.2","3.3%"
"48","Kyle Juszczyk (SF)","2","8","4.0","6","0","0","2","2","24","12.0","0","0","1","4.2","4.2","0.8%"
"49","Josh Jacobs (LV)","7","27","3.9","16","0","0","3","3","17","5.7","0","1","1","3.9","3.9","97.3%"
"50","Carlos Hyde (FA)","15","22","1.5","8","0","0","2","3","7","3.5","0","0","1","3.9","3.9","0.2%"
"51","J.D. McKissic (WAS)","1","6","6.0","6","0","0","2","2","21","10.5","0","0","1","3.7","3.7","45.4%"
"52","Leonard Fournette (TB)","3","10","3.3","6","0","0","3","3","10","3.3","0","0","1","3.5","3.5","99.8%"
"53","Tony Pollard (DAL)","4","12","3.0","5","0","0","2","2","10","5.0","0","0","1","3.2","3.2","90.7%"
"54","Melvin Gordon III (DEN)","12","31","2.6","11","0","0","0","0","0","0","0","0","1","3.1","3.1","88.3%"
"55","Anthony McFarland Jr. (PIT)","3","9","3.0","3","0","0","1","1","17","17.0","0","0","1","3.1","3.1","0.3%"
"56","D'Onta Foreman (CAR)","4","28","7.0","12","0","0","0","0","0","0","0","0","1","2.8","2.8","12.5%"
"57","Jonathan Williams (WAS)","1","5","5.0","5","0","0","4","4","21","5.3","0","1","1","2.6","2.6","0.0%"
"58","Ezekiel Elliott (DAL)","10","32","3.2","8","0","0","1","3","7","7.0","0","1","1","2.4","2.4","97.6%"
"59","Trenton Cannon (TEN)","3","17","5.7","13","0","0","1","1","1","1.0","0","0","1","2.3","2.3","0.1%"
