"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","David Montgomery (CHI)","17","72","4.2","13","0","2","4","4","39","9.8","0","0","1","25.1","25.1","98.0%"
"2","Aaron Jones (GB)","15","130","8.7","77","0","1","3","3","18","6.0","0","0","1","22.3","22.3","99.7%"
"3","Jonathan Taylor (IND)","13","91","7.0","24","0","0","3","3","44","14.7","1","0","1","21.0","21.0","100.0%"
"4","Dalvin Cook (MIN)","32","120","3.8","12","0","0","6","9","59","9.8","0","0","1","20.9","20.9","99.9%"
"5","James Robinson (JAC)","18","78","4.3","15","0","1","6","6","30","5.0","0","0","1","19.8","19.8","78.2%"
"6","Ty Johnson (NYJ)","22","104","4.7","16","0","1","2","2","13","6.5","0","0","1","18.7","18.7","1.3%"
"7","Chris Carson (SEA)","13","65","5.0","11","0","0","3","6","45","15.0","1","0","1","18.5","18.5","13.1%"
"8","Adrian Peterson (FA)","16","57","3.6","15","0","2","0","1","0","0","0","0","1","17.7","17.7","2.1%"
"9","Nick Chubb (CLE)","18","80","4.4","29","0","1","1","1","26","26.0","0","0","1","17.1","17.1","99.6%"
"10","Alfred Morris (FA)","8","39","4.9","13","0","1","1","1","6","6.0","1","0","1","17.0","17.0","0.0%"
"11","Alvin Kamara (NO)","15","88","5.9","37","0","1","2","3","9","4.5","0","0","1","16.7","16.7","99.9%"
"12","Cam Akers (LAR)","21","72","3.4","12","0","1","1","1","22","22.0","0","0","1","15.9","15.9","98.6%"
"13","Melvin Gordon III (DEN)","15","131","8.7","65","0","0","1","2","11","11.0","0","0","1","14.7","14.7","88.3%"
"14","Darrell Henderson Jr. (LAR)","3","49","16.3","38","0","1","2","3","25","12.5","0","0","1","14.4","14.4","44.1%"
"15","Wayne Gallman Jr. (FA)","16","135","8.4","60","0","0","0","0","0","0","0","0","1","13.5","13.5","0.0%"
"16","J.K. Dobbins (BAL)","11","71","6.5","30","0","1","0","0","0","0","0","0","1","13.1","13.1","96.0%"
"17","Myles Gaskin (MIA)","21","90","4.3","26","0","0","2","2","51","25.5","0","1","1","13.1","13.1","7.4%"
"18","Kenyan Drake (LV)","10","49","4.9","27","0","1","2","3","9","4.5","0","0","1","12.8","12.8","6.7%"
"19","J.D. McKissic (WAS)","5","8","1.6","8","0","0","10","10","70","7.0","0","0","1","12.8","12.8","45.4%"
"20","Ezekiel Elliott (DAL)","18","77","4.3","14","0","0","4","6","18","4.5","0","0","1","11.5","11.5","97.6%"
"21","Nyheim Hines (IND)","6","10","1.7","5","0","1","3","3","22","7.3","0","0","1","10.7","10.7","52.2%"
"22","David Johnson (FA)","10","44","4.4","19","0","1","0","2","0","0","0","0","1","10.4","10.4","1.3%"
"23","Gus Edwards (BAL)","7","101","14.4","36","0","0","0","0","0","0","0","0","1","10.1","10.1","28.6%"
"24","Damien Harris (NE)","16","80","5.0","12","0","0","1","1","15","15.0","0","0","1","10.0","10.0","92.5%"
"25","Devin Singletary (BUF)","18","61","3.4","15","0","0","3","4","22","7.3","0","0","1","9.8","9.8","92.4%"
"26","Jeremy McNichols (FA)","2","2","1.0","1","0","1","3","4","15","5.0","0","0","1","9.2","9.2","0.2%"
"27","Austin Ekeler (LAC)","8","36","4.5","9","0","0","4","9","32","8.0","0","0","1","8.8","8.8","99.9%"
"28","Peyton Barber (FA)","14","23","1.6","5","0","1","0","0","0","0","0","0","1","8.3","8.3","0.6%"
"29","C.J. Ham (MIN)","0","0","0","0","0","0","1","1","12","12.0","1","0","1","7.7","7.7","0.1%"
"30","Kyle Juszczyk (SF)","2","5","2.5","5","0","0","1","1","6","6.0","1","0","1","7.6","7.6","0.8%"
"31","Josh Adams (FA)","8","74","9.3","25","0","0","0","0","0","0","0","0","1","7.4","7.4","0.0%"
"32","Kareem Hunt (CLE)","14","33","2.4","8","0","0","3","3","24","8.0","0","0","1","7.2","7.2","91.2%"
"33","Jeff Wilson Jr. (SF)","7","47","6.7","18","0","0","2","5","12","6.0","0","0","1","6.9","6.9","2.1%"
"34","Le'Veon Bell (FA)","11","40","3.6","16","0","0","2","3","15","7.5","0","0","1","6.5","6.5","0.2%"
"35","Sony Michel (MIA)","10","35","3.5","10","0","0","1","1","23","23.0","0","0","1","6.3","6.3","18.0%"
"36","Duke Johnson Jr. (BUF)","2","8","4.0","4","0","0","6","6","24","4.0","0","0","1","6.2","6.2","0.9%"
"37","Devontae Booker (FA)","16","50","3.1","14","0","0","1","2","1","1.0","0","0","1","5.6","5.6","0.7%"
"38","Kalen Ballage (FA)","7","34","4.9","8","0","0","3","4","5","1.7","0","0","1","5.4","5.4","0.0%"
"39","Derrick Henry (TEN)","15","60","4.0","10","0","0","1","1","9","9.0","0","1","1","5.4","5.4","99.9%"
"40","Chase Edmonds (MIA)","6","28","4.7","13","0","0","2","5","15","7.5","0","0","1","5.3","5.3","88.5%"
"41","Raheem Mostert (MIA)","9","42","4.7","16","0","0","1","1","1","1.0","0","0","1","4.8","4.8","48.2%"
"42","Darrel Williams (ARI)","6","38","6.3","12","0","0","1","2","5","5.0","0","0","1","4.8","4.8","22.3%"
"43","Jamaal Williams (DET)","5","26","5.2","18","0","0","2","2","10","5.0","0","0","1","4.6","4.6","27.1%"
"44","Ito Smith (FA)","8","36","4.5","15","0","0","1","2","-2","-2.0","0","0","1","3.9","3.9","0.0%"
"45","Giovani Bernard (TB)","12","30","2.5","10","0","0","2","2","-1","-0.5","0","0","1","3.9","3.9","0.9%"
"46","Ameer Abdullah (LV)","2","11","5.5","7","0","0","1","1","18","18.0","0","0","1","3.4","3.4","0.8%"
"47","Mark Ingram II (NO)","6","28","4.7","7","0","0","1","1","1","1.0","0","0","1","3.4","3.4","21.7%"
"48","Tony Pollard (DAL)","8","22","2.8","12","0","0","1","1","6","6.0","0","0","1","3.3","3.3","90.7%"
"49","Malcolm Brown (FA)","3","-3","-1.0","1","0","0","1","1","30","30.0","0","0","1","3.2","3.2","0.1%"
"50","Patrick Laird (FA)","3","6","2.0","4","0","0","2","3","16","8.0","0","0","1","3.2","3.2","0.0%"
"51","Miles Sanders (PHI)","10","31","3.1","8","0","0","0","1","0","0","0","0","1","3.1","3.1","92.6%"
"52","Jordan Wilkins (TEN)","5","12","2.4","5","0","0","2","2","6","3.0","0","0","1","2.8","2.8","0.1%"
"53","Latavius Murray (FA)","5","17","3.4","6","0","0","2","2","0","0.0","0","0","1","2.7","2.7","0.7%"
"54","Jaylen Samuels (FA)","1","1","1.0","1","0","0","3","4","11","3.7","0","0","1","2.7","2.7","0.1%"
"55","Carlos Hyde (FA)","2","1","0.5","1","0","0","3","3","10","3.3","0","0","1","2.6","2.6","0.2%"
"56","Phillip Lindsay (IND)","14","26","1.9","4","0","0","0","1","0","0","0","0","1","2.6","2.6","1.3%"
"57","Todd Gurley II (FA)","8","16","2.0","13","0","0","1","1","4","4.0","0","0","1","2.5","2.5","0.2%"
"58","Jalen Richard (FA)","4","11","2.8","5","0","0","1","1","6","6.0","0","0","1","2.2","2.2","0.6%"
"59","Patrick Ricard (BAL)","0","0","0","0","0","0","2","2","11","5.5","0","0","1","2.1","2.1","0.1%"
"60","DeeJay Dallas (SEA)","0","0","0","0","0","0","2","3","11","5.5","0","0","1","2.1","2.1","0.8%"
"61","Kerryon Johnson (FA)","3","3","1.0","2","0","0","2","3","8","4.0","0","0","1","2.1","2.1","0.0%"
"62","Benny Snell Jr. (PIT)","8","5","0.6","4","0","0","2","3","5","2.5","0","0","1","2.0","2.0","1.0%"
"63","Jordan Howard (FA)","4","19","4.8","11","0","0","0","0","0","0","0","0","1","1.9","1.9","0.6%"
"64","Zack Moss (BUF)","3","9","3.0","7","0","0","1","1","5","5.0","0","0","1","1.9","1.9","3.1%"
"65","Brian Hill (SF)","5","18","3.6","7","0","0","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"66","James White (NE)","0","0","0","0","0","0","3","4","1","0.3","0","0","1","1.6","1.6","10.0%"
"67","Anthony McFarland Jr. (PIT)","4","15","3.8","9","0","0","0","1","0","0","0","0","1","1.5","1.5","0.3%"
"68","Theo Riddick (FA)","3","6","2.0","3","0","0","1","1","3","3.0","0","0","1","1.4","1.4","0.0%"
"69","Antonio Gibson (WAS)","2","14","7.0","13","0","0","0","0","0","0","0","0","1","1.4","1.4","97.9%"
"70","Joshua Kelley (LAC)","0","0","0","0","0","0","2","2","3","1.5","0","0","1","1.3","1.3","0.8%"
"71","D'Ernest Johnson (CLE)","0","0","0","0","0","0","1","1","5","5.0","0","0","1","1.0","1.0","4.3%"
