"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Dalvin Cook (MIN)","30","163","5.4","37","0","3","2","3","63","31.5","1","0","1","47.6","47.6","99.9%"
"2","Giovani Bernard (TB)","15","62","4.1","12","0","1","3","4","16","5.3","1","0","1","21.3","21.3","0.9%"
"3","Alvin Kamara (NO)","12","67","5.6","20","0","0","9","13","96","10.7","0","0","1","20.8","20.8","99.9%"
"4","DeeJay Dallas (SEA)","18","41","2.3","9","0","1","5","5","17","3.4","1","0","1","20.3","20.3","0.8%"
"5","Zack Moss (BUF)","14","81","5.8","21","0","2","0","1","0","0","0","0","1","20.1","20.1","3.1%"
"6","Jordan Wilkins (TEN)","20","89","4.5","16","0","1","1","1","24","24.0","0","0","1","19.8","19.8","0.1%"
"7","Nyheim Hines (IND)","5","8","1.6","6","0","0","3","5","54","18.0","2","0","1","19.7","19.7","52.2%"
"8","Derrick Henry (TEN)","18","112","6.2","21","0","1","0","1","0","0","0","0","1","17.2","17.2","99.9%"
"9","Damien Harris (NE)","16","102","6.4","22","0","1","0","0","0","0","0","0","1","16.2","16.2","92.5%"
"10","Justin Jackson (FA)","17","89","5.2","22","0","0","3","5","53","17.7","0","0","1","15.7","15.7","1.7%"
"11","Jamaal Williams (DET)","16","75","4.7","10","0","0","6","6","27","4.5","0","0","1","15.2","15.2","27.1%"
"12","Phillip Lindsay (IND)","6","83","13.8","55","0","1","1","3","3","3.0","0","0","1","15.1","15.1","1.3%"
"13","Gus Edwards (BAL)","16","87","5.4","25","0","1","0","1","0","0","0","0","1","14.7","14.7","28.6%"
"14","James Conner (ARI)","15","47","3.1","18","0","1","3","3","13","4.3","0","0","1","13.5","13.5","98.6%"
"15","Josh Jacobs (LV)","31","129","4.2","16","0","0","0","1","0","0","0","0","1","12.9","12.9","97.3%"
"16","Wayne Gallman Jr. (FA)","12","44","3.7","17","0","1","1","1","18","18.0","0","0","1","12.7","12.7","0.0%"
"17","J.K. Dobbins (BAL)","15","113","7.5","28","0","0","1","2","8","8.0","0","0","1","12.6","12.6","96.0%"
"18","Troymaine Pope (FA)","10","67","6.7","26","0","0","5","7","28","5.6","0","0","1","12.0","12.0","0.0%"
"19","Jerick McKinnon (KC)","3","-1","-0.3","1","0","1","4","4","40","10.0","0","0","1","11.9","11.9","3.3%"
"20","Myles Gaskin (MIA)","18","47","2.6","6","0","1","3","6","16","5.3","0","1","1","11.8","11.8","7.4%"
"21","David Montgomery (CHI)","21","89","4.2","38","0","0","2","5","16","8.0","0","0","1","11.5","11.5","98.0%"
"22","Todd Gurley II (FA)","18","46","2.6","11","0","1","0","0","0","0","0","0","1","10.6","10.6","0.2%"
