"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Derrick Henry (TEN)","26","215","8.3","47","0","2","2","2","7","3.5","0","0","1","35.2","35.2","99.9%"
"2","Jonathan Taylor (IND)","20","150","7.5","62","0","2","2","2","15","7.5","0","0","1","29.5","29.5","100.0%"
"3","Miles Sanders (PHI)","14","115","8.2","82","0","2","4","5","21","5.3","0","0","1","27.6","27.6","92.6%"
"4","Kareem Hunt (CLE)","6","33","5.5","10","0","1","6","7","77","12.8","1","0","1","26.0","26.0","91.2%"
"5","Mike Davis (BAL)","11","51","4.6","10","0","2","5","6","42","8.4","0","0","1","23.8","23.8","2.6%"
"6","Nick Chubb (CLE)","17","82","4.8","14","0","2","2","2","21","10.5","0","0","1","23.3","23.3","99.6%"
"7","David Montgomery (CHI)","11","113","10.3","80","0","1","3","4","42","14.0","0","0","1","23.0","23.0","98.0%"
"8","Cam Akers (LAR)","29","171","5.9","35","0","0","2","3","23","11.5","0","0","1","20.4","20.4","98.6%"
"9","Austin Ekeler (LAC)","15","79","5.3","13","0","0","9","9","67","7.4","0","0","1","19.1","19.1","99.9%"
"10","Alvin Kamara (NO)","11","50","4.5","16","0","1","7","10","44","6.3","0","0","1","18.9","18.9","99.9%"
"11","Dalvin Cook (MIN)","22","102","4.6","14","0","1","2","4","8","4.0","0","0","1","18.0","18.0","99.9%"
"12","Gus Edwards (BAL)","7","49","7.0","19","0","2","1","1","4","4.0","0","0","1","17.8","17.8","28.6%"
"13","Chris Carson (SEA)","12","76","6.3","28","0","1","3","5","22","7.3","0","0","1","17.3","17.3","13.1%"
"14","Kenyan Drake (LV)","23","80","3.5","36","0","1","1","1","10","10.0","0","0","1","15.5","15.5","6.7%"
"15","Ronald Jones II (KC)","18","80","4.4","16","0","1","1","2","4","4.0","0","0","1","14.9","14.9","78.6%"
"16","J.K. Dobbins (BAL)","13","53","4.1","13","0","1","0","0","0","0","0","0","1","13.3","13.3","96.0%"
"17","D'Andre Swift (DET)","7","24","3.4","5","0","1","4","5","26","6.5","0","0","1","13.0","13.0","99.7%"
"18","Tony Pollard (DAL)","11","39","3.5","17","0","0","2","2","9","4.5","1","0","1","11.8","11.8","90.7%"
"19","Clyde Edwards-Helaire (KC)","16","32","2.0","12","0","0","5","6","59","11.8","0","0","1","11.6","11.6","92.6%"
"20","Melvin Gordon III (DEN)","13","68","5.2","15","0","0","3","3","23","7.7","0","0","1","10.6","10.6","88.3%"
"21","James Robinson (JAC)","12","67","5.6","47","0","0","4","4","16","4.0","0","0","1","10.3","10.3","78.2%"
"22","J.D. McKissic (WAS)","11","68","6.2","17","0","0","2","4","18","9.0","0","0","1","9.6","9.6","45.4%"
"23","Nyheim Hines (IND)","7","58","8.3","31","0","0","4","4","17","4.3","0","0","1","9.5","9.5","52.2%"
"24","Jeff Wilson Jr. (SF)","11","31","2.8","11","0","1","1","3","13","13.0","0","1","1","8.9","8.9","2.1%"
"25","Josh Jacobs (LV)","13","49","3.8","18","0","0","3","5","25","8.3","0","0","1","8.9","8.9","97.3%"
"26","Kyle Juszczyk (SF)","1","3","3.0","3","0","0","2","3","15","7.5","1","0","1","8.8","8.8","0.8%"
"27","Wayne Gallman Jr. (FA)","12","57","4.8","16","0","0","3","4","16","5.3","0","0","1","8.8","8.8","0.0%"
"28","Aaron Jones (GB)","15","69","4.6","11","0","0","2","3","6","3.0","0","0","1","8.5","8.5","99.7%"
"29","Raheem Mostert (MIA)","14","65","4.6","14","0","0","2","4","5","2.5","0","0","1","8.0","8.0","48.2%"
"30","Kerryon Johnson (FA)","2","3","1.5","2","0","1","1","1","10","10.0","0","0","1","7.8","7.8","0.0%"
"31","Chase Edmonds (MIA)","7","32","4.6","11","0","0","4","5","21","5.3","0","0","1","7.3","7.3","88.5%"
"32","Ezekiel Elliott (DAL)","12","48","4.0","26","0","0","2","3","11","5.5","0","0","1","6.9","6.9","97.6%"
"33","Duke Johnson Jr. (BUF)","8","26","3.3","10","0","0","2","2","53","26.5","0","1","1","6.9","6.9","0.9%"
"34","Carlos Hyde (FA)","15","66","4.4","18","0","0","0","0","0","0","0","0","1","6.6","6.6","0.2%"
"35","DeAndre Washington (FA)","13","35","2.7","7","0","0","2","4","17","8.5","0","0","1","6.2","6.2","11.0%"
"36","Jalen Richard (FA)","2","10","5.0","6","0","0","4","5","31","7.8","0","0","1","6.1","6.1","0.6%"
"37","Trayveon Williams (CIN)","12","49","4.1","9","0","0","3","3","14","4.7","0","1","1","5.8","5.8","0.1%"
"38","Damien Harris (NE)","11","50","4.5","12","0","0","1","2","0","0.0","0","0","1","5.5","5.5","92.5%"
"39","Dion Lewis (FA)","2","14","7.0","13","0","1","0","0","0","0","0","1","1","5.4","5.4","2.0%"
"40","Samaje Perine (CIN)","10","32","3.2","11","0","0","2","2","9","4.5","0","0","1","5.1","5.1","3.9%"
"41","Buddy Howell (LAR)","11","42","3.8","9","0","0","1","2","3","3.0","0","0","1","5.0","5.0","0.0%"
"42","Ito Smith (FA)","11","42","3.8","8","0","0","1","1","3","3.0","0","0","1","5.0","5.0","0.0%"
"43","Devine Ozigbo (NO)","0","0","0","0","0","0","4","4","30","7.5","0","0","1","5.0","5.0","0.0%"
"44","Jaylen Samuels (FA)","4","15","3.8","6","0","0","3","4","18","6.0","0","0","1","4.8","4.8","0.1%"
"45","Peyton Barber (FA)","12","37","3.1","9","0","0","2","3","1","0.5","0","0","1","4.8","4.8","0.6%"
"46","Le'Veon Bell (FA)","2","21","10.5","13","0","0","2","3","14","7.0","0","0","1","4.5","4.5","0.2%"
"47","Zack Moss (BUF)","13","43","3.3","13","0","0","0","1","0","0","0","0","1","4.3","4.3","3.1%"
"48","Phillip Lindsay (IND)","11","24","2.2","9","0","0","2","2","7","3.5","0","0","1","4.1","4.1","1.3%"
"49","Todd Gurley II (FA)","6","19","3.2","8","0","0","2","3","12","6.0","0","0","1","4.1","4.1","0.2%"
"50","Josh Adams (FA)","6","27","4.5","12","0","0","2","2","3","1.5","0","0","1","4.0","4.0","0.0%"
"51","LeSean McCoy (FA)","4","32","8.0","14","0","0","1","1","3","3.0","0","0","1","4.0","4.0","2.0%"
"52","Devin Singletary (BUF)","7","32","4.6","14","0","0","1","1","2","2.0","0","0","1","3.9","3.9","92.4%"
"53","Jamaal Williams (DET)","10","38","3.8","9","0","0","0","0","0","0","0","0","1","3.8","3.8","27.1%"
"54","C.J. Ham (MIN)","1","0","0.0","0","0","0","3","3","22","7.3","0","0","1","3.7","3.7","0.1%"
"55","Adrian Peterson (FA)","4","7","1.8","3","0","0","1","1","23","23.0","0","0","1","3.5","3.5","2.1%"
"56","Justin Jackson (FA)","3","9","3.0","5","0","0","3","3","10","3.3","0","0","1","3.4","3.4","1.7%"
"57","Rodney Smith (FA)","2","10","5.0","6","0","0","2","2","14","7.0","0","0","1","3.4","3.4","0.0%"
"58","Devontae Booker (FA)","4","8","2.0","6","0","0","3","3","11","3.7","0","0","1","3.4","3.4","0.7%"
"59","Ameer Abdullah (LV)","3","11","3.7","4","0","0","2","2","10","5.0","0","0","1","3.1","3.1","0.8%"
"60","Patrick Laird (FA)","4","19","4.8","9","0","0","1","1","4","4.0","0","0","1","2.8","2.8","0.0%"
