"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Alvin Kamara (NO)","6","58","9.7","49","0","0","13","14","139","10.7","2","0","1","38.2","38.2","99.9%"
"2","Rex Burkhead (HOU)","6","49","8.2","17","0","2","7","10","49","7.0","1","0","1","31.3","31.3","3.8%"
"3","James Robinson (JAC)","11","46","4.2","11","0","2","6","6","83","13.8","0","0","1","27.9","27.9","78.2%"
"4","Derrick Henry (TEN)","26","119","4.6","16","0","2","2","3","11","5.5","0","0","1","26.0","26.0","99.9%"
"5","Austin Ekeler (LAC)","12","59","4.9","12","0","1","11","11","84","7.6","0","0","1","25.8","25.8","99.9%"
"6","Dalvin Cook (MIN)","22","181","8.2","39","0","1","2","5","18","9.0","0","1","1","24.9","24.9","99.9%"
"7","Nick Chubb (CLE)","19","108","5.7","25","0","2","1","1","2","2.0","0","0","1","23.5","23.5","99.6%"
"8","James Conner (ARI)","18","109","6.1","25","0","1","4","5","40","10.0","0","0","1","22.9","22.9","98.6%"
"9","Jeff Wilson Jr. (SF)","12","15","1.3","4","0","1","3","3","54","18.0","1","0","1","20.4","20.4","2.1%"
"10","Mike Davis (BAL)","13","46","3.5","25","0","0","8","9","45","5.6","1","0","1","19.1","19.1","2.6%"
"11","Darrell Henderson Jr. (LAR)","20","114","5.7","14","0","1","1","3","6","6.0","0","0","1","18.5","18.5","44.1%"
"12","Clyde Edwards-Helaire (KC)","20","64","3.2","16","0","0","5","6","70","14.0","0","0","1","15.9","15.9","92.6%"
"13","Aaron Jones (GB)","16","69","4.3","19","0","1","2","4","17","8.5","0","0","1","15.6","15.6","99.7%"
"14","Jerick McKinnon (KC)","14","38","2.7","11","0","1","3","4","39","13.0","0","0","1","15.2","15.2","3.3%"
"15","Sony Michel (MIA)","9","117","13.0","48","0","0","2","2","23","11.5","0","0","1","15.0","15.0","18.0%"
"16","Ezekiel Elliott (DAL)","14","34","2.4","9","0","1","6","11","24","4.0","0","0","1","14.8","14.8","97.6%"
"17","Todd Gurley II (FA)","14","80","5.7","16","0","1","1","2","2","2.0","0","0","1","14.7","14.7","0.2%"
"18","Brian Hill (SF)","9","58","6.4","35","0","1","1","3","22","22.0","0","0","1","14.5","14.5","0.0%"
"19","Devin Singletary (BUF)","13","71","5.5","17","0","0","4","5","50","12.5","0","0","1","14.1","14.1","92.4%"
"20","Kareem Hunt (CLE)","16","46","2.9","11","0","0","2","3","18","9.0","1","0","1","13.4","13.4","91.2%"
"21","Miles Sanders (PHI)","18","95","5.3","19","0","0","4","8","12","3.0","0","0","1","12.7","12.7","92.6%"
"22","Jonathan Taylor (IND)","13","59","4.5","16","0","1","1","1","3","3.0","0","0","1","12.7","12.7","100.0%"
"23","Myles Gaskin (MIA)","22","66","3.0","15","0","0","5","5","29","5.8","0","0","1","12.0","12.0","7.4%"
"24","David Johnson (FA)","13","23","1.8","5","0","1","2","3","23","11.5","0","0","1","11.6","11.6","1.3%"
