"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Derrick Henry (TEN)","22","212","9.6","94","0","2","2","5","52","26.0","0","0","1","39.4","39.4","99.9%"
"2","Kenyan Drake (LV)","20","164","8.2","69","0","2","0","2","0","0","0","0","1","28.4","28.4","6.7%"
"3","D'Andre Swift (DET)","14","116","8.3","54","0","2","3","4","7","2.3","0","0","1","25.8","25.8","99.7%"
"4","Ronald Jones II (KC)","23","113","4.9","25","0","2","2","2","8","4.0","0","0","1","25.1","25.1","78.6%"
"5","Clyde Edwards-Helaire (KC)","26","161","6.2","31","0","0","4","4","8","2.0","0","0","1","18.9","18.9","92.6%"
"6","James Conner (ARI)","20","101","5.1","14","0","1","1","1","1","1.0","0","0","1","16.7","16.7","98.6%"
"7","Myles Gaskin (MIA)","18","91","5.1","15","0","0","4","4","35","8.8","0","0","1","14.6","14.6","7.4%"
"8","Joe Mixon (CIN)","18","54","3.0","9","0","1","2","3","15","7.5","0","0","1","13.9","13.9","99.9%"
"9","Jonathan Taylor (IND)","12","60","5.0","21","0","0","4","4","55","13.8","0","0","1","13.5","13.5","100.0%"
"10","David Johnson (FA)","19","57","3.0","11","0","1","1","2","12","12.0","0","0","1","13.4","13.4","1.3%"
"11","James Robinson (JAC)","12","29","2.4","8","0","0","4","4","24","6.0","1","0","1","13.3","13.3","78.2%"
"12","Adrian Peterson (FA)","15","40","2.7","8","0","1","1","1","18","18.0","0","0","1","12.3","12.3","2.1%"
"13","David Montgomery (CHI)","19","58","3.1","12","0","0","4","5","39","9.8","0","0","1","11.7","11.7","98.0%"
"14","Miles Sanders (PHI)","9","118","13.1","74","0","0","1","2","-6","-6.0","0","0","1","11.7","11.7","92.6%"
"15","Aaron Jones (GB)","10","15","1.5","7","0","1","3","5","26","8.7","0","0","1","11.6","11.6","99.7%"
"16","J.D. McKissic (WAS)","8","41","5.1","14","0","0","6","6","43","7.2","0","0","1","11.4","11.4","45.4%"
"17","James White (NE)","4","8","2.0","3","0","0","8","9","65","8.1","0","0","1","11.3","11.3","10.0%"
"18","Darrel Williams (ARI)","6","26","4.3","13","0","1","1","1","15","15.0","0","0","1","10.6","10.6","22.3%"
"19","Mike Davis (BAL)","18","52","2.9","12","0","1","2","3","3","1.5","0","1","1","10.5","10.5","2.6%"
"20","Giovani Bernard (TB)","8","15","1.9","9","0","1","3","3","13","4.3","0","0","1","10.3","10.3","0.9%"
"21","Phillip Lindsay (IND)","23","101","4.4","20","0","0","0","0","0","0","0","0","1","10.1","10.1","1.3%"
"22","Darrell Henderson Jr. (LAR)","14","88","6.3","18","0","0","0","0","4","0","0","0","1","9.2","9.2","44.1%"
"23","Frank Gore (FA)","11","46","4.2","14","0","0","4","4","24","6.0","0","0","1","9.0","9.0","12.1%"
"24","Benny Snell Jr. (PIT)","6","17","2.8","5","0","1","1","1","4","4.0","0","0","1","8.6","8.6","1.0%"
"25","Raheem Mostert (MIA)","17","65","3.8","15","0","0","2","2","11","5.5","0","0","1","8.6","8.6","48.2%"
