"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Joe Mixon (CIN)","25","151","6.0","34","0","2","6","6","30","5.0","1","0","1","39.1","39.1","99.9%"
"2","Dalvin Cook (MIN)","27","130","4.8","15","0","2","2","2","16","8.0","0","0","1","27.6","27.6","99.9%"
"3","Melvin Gordon III (DEN)","23","107","4.7","43","0","2","2","3","11","5.5","0","0","1","24.8","24.8","88.3%"
"4","Chris Carson (SEA)","16","80","5.0","18","0","2","3","4","20","6.7","0","0","1","23.5","23.5","13.1%"
"5","Antonio Gibson (WAS)","13","46","3.5","10","0","1","4","5","82","20.5","0","0","1","20.8","20.8","97.9%"
"6","Latavius Murray (FA)","14","64","4.6","11","0","2","1","2","19","19.0","0","0","1","20.8","20.8","0.7%"
"7","Mike Davis (BAL)","16","84","5.3","21","0","1","5","6","27","5.4","0","0","1","19.6","19.6","2.6%"
"8","Aaron Jones (GB)","15","71","4.7","23","0","0","5","5","40","8.0","1","0","1","19.6","19.6","99.7%"
"9","Alvin Kamara (NO)","19","83","4.4","12","0","1","3","4","36","12.0","0","0","1","19.4","19.4","99.9%"
"10","Jerick McKinnon (KC)","14","54","3.9","15","0","1","7","8","43","6.1","0","0","1","19.2","19.2","3.3%"
"11","Kareem Hunt (CLE)","11","71","6.5","14","0","2","0","0","0","0","0","0","1","19.1","19.1","91.2%"
"12","Todd Gurley II (FA)","16","57","3.6","13","0","2","1","1","6","6.0","0","0","1","18.8","18.8","0.2%"
"13","Ezekiel Elliott (DAL)","12","54","4.5","24","0","0","8","8","71","8.9","0","1","1","16.5","16.5","97.6%"
"14","Devin Singletary (BUF)","18","56","3.1","11","0","1","5","6","21","4.2","0","0","1","16.2","16.2","92.4%"
"15","Ronald Jones II (KC)","20","111","5.6","23","0","0","6","9","17","2.8","0","0","1","15.8","15.8","78.6%"
"16","Jamaal Williams (DET)","8","10","1.3","5","0","0","8","8","95","11.9","0","0","1","14.5","14.5","27.1%"
"17","Reggie Bonnafon (WAS)","10","53","5.3","22","0","0","2","2","18","9.0","1","0","1","14.1","14.1","0.0%"
"18","D'Andre Swift (DET)","4","22","5.5","7","0","0","4","4","30","7.5","1","0","1","13.2","13.2","99.7%"
"19","James Robinson (JAC)","17","75","4.4","14","0","0","4","4","32","8.0","0","0","1","12.7","12.7","78.2%"
"20","Chase Edmonds (MIA)","4","16","4.0","9","0","0","5","6","24","4.8","1","0","1","12.5","12.5","88.5%"
"21","Clyde Edwards-Helaire (KC)","16","64","4.0","13","0","0","3","3","27","9.0","0","0","1","10.6","10.6","92.6%"
"22","David Johnson (FA)","16","63","3.9","15","0","0","2","3","29","14.5","0","0","1","10.2","10.2","1.3%"
"23","Mark Ingram II (NO)","8","34","4.3","8","0","1","1","1","3","3.0","0","0","1","10.2","10.2","21.7%"
"24","Damien Harris (NE)","17","100","5.9","41","0","0","0","0","0","0","0","0","1","10.0","10.0","92.5%"
