"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Marvin Jones Jr. (JAC)","10","13","93","9.3","24","1","4","0","0","0","0","1","38.3","38.3","21.7%"
"2","Zach Pascal (PHI)","6","7","106","17.7","34","3","2","0","0","0","0","1","25.6","25.6","0.9%"
"3","DeAndre Hopkins (ARI)","9","12","106","11.8","21","1","1","0","0","0","0","1","21.1","21.1","91.3%"
"4","Marquez Valdes-Scantling (KC)","2","3","133","66.5","74","2","1","0","0","0","0","1","20.3","20.3","56.9%"
"5","Allen Robinson II (LAR)","10","16","87","8.7","17","0","1","0","0","0","0","1","19.7","19.7","91.8%"
"6","Stefon Diggs (BUF)","7","8","143","20.4","66","2","0","0","0","0","0","1","17.8","17.8","99.9%"
"7","Michael Thomas (NO)","9","11","131","14.6","34","2","0","0","0","0","0","1","17.6","17.6","92.8%"
"8","Alex Erickson (WAS)","8","14","137","17.1","48","2","0","2","-2","0","0","1","17.5","17.5","0.0%"
"9","Corey Davis (NYJ)","6","7","80","13.3","38","1","1","0","0","0","0","1","17.0","17.0","25.1%"
"10","John Brown (FA)","5","6","83","16.6","24","3","1","0","0","0","0","1","16.8","16.8","1.1%"
"11","T.Y. Hilton (FA)","6","11","74","12.3","25","2","1","0","0","0","0","1","16.4","16.4","1.3%"
"12","Tyreek Hill (MIA)","3","5","74","24.7","57","1","1","0","0","0","0","1","14.9","14.9","99.9%"
"13","Dede Westbrook (FA)","6","9","103","17.2","33","2","0","2","14","0","0","1","14.7","14.7","0.0%"
"14","Danny Amendola (FA)","8","11","105","13.1","36","1","0","0","0","0","0","1","14.5","14.5","0.1%"
"15","Tyler Lockett (SEA)","5","7","61","12.2","33","1","1","1","-3","0","0","1","14.3","14.3","91.6%"
"16","DeVante Parker (NE)","5","10","55","11.0","14","0","1","0","0","0","0","1","14.0","14.0","35.6%"
"17","Amari Cooper (CLE)","5","5","106","21.2","44","2","0","0","0","0","0","1","13.1","13.1","95.7%"
"18","Kenny Stills (FA)","4","5","105","26.3","45","2","0","0","0","0","0","1","12.5","12.5","0.0%"
"19","Jake Kumerow (FA)","2","2","54","27.0","37","1","1","0","0","0","0","1","12.4","12.4","0.1%"
"20","Julio Jones (FA)","6","9","93","15.5","39","1","0","0","0","0","0","1","12.3","12.3","11.0%"
"21","Phillip Dorsett II (HOU)","3","4","46","15.3","26","1","1","0","0","0","0","1","12.1","12.1","0.1%"
"22","Bisi Johnson (MIN)","4","8","40","10.0","19","0","1","0","0","0","0","1","12.0","12.0","0.1%"
"23","Chris Conley (HOU)","3","7","83","27.7","47","2","0","0","0","0","0","1","11.8","11.8","0.5%"
"24","Courtland Sutton (DEN)","6","8","87","14.5","41","1","0","0","0","0","0","1","11.7","11.7","93.6%"
"25","Robert Woods (TEN)","5","7","80","16.0","25","1","0","1","6","0","0","1","11.1","11.1","79.2%"
"26","Golden Tate (FA)","6","11","80","13.3","20","1","0","0","0","0","0","1","11.0","11.0","0.0%"
"27","Keke Coutee (IND)","3","5","25","8.3","13","0","0","1","4","1","0","1","10.4","10.4","0.1%"
