"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Sammy Watkins (GB)","9","11","198","22.0","68","4","3","0","0","0","0","1","42.3","42.3","7.6%"
"2","DeSean Jackson (FA)","8","9","154","19.3","53","2","2","0","0","0","0","1","31.4","31.4","2.7%"
"3","John Ross (FA)","7","12","158","22.6","55","4","2","0","0","0","0","1","31.3","31.3","0.1%"
"4","Marquise Brown (ARI)","4","5","147","36.8","83","2","2","0","0","0","0","1","28.7","28.7","94.2%"
"5","DeAndre Hopkins (ARI)","8","13","111","13.9","38","2","2","0","0","0","0","1","27.1","27.1","91.3%"
"6","T.Y. Hilton (FA)","8","9","87","10.9","19","0","2","0","0","0","0","1","24.7","24.7","1.3%"
"7","Phillip Dorsett II (HOU)","4","4","95","23.8","58","2","2","0","0","0","0","1","23.5","23.5","0.1%"
"8","DJ Chark Jr. (DET)","4","4","146","36.5","69","3","1","0","0","0","0","1","22.6","22.6","29.0%"
"9","Keenan Allen (LAC)","8","10","123","15.4","28","4","1","0","0","0","0","1","22.3","22.3","99.7%"
"10","John Brown (FA)","7","10","123","17.6","38","2","1","0","0","0","0","1","21.8","21.8","1.1%"
"11","Larry Fitzgerald (FA)","8","13","113","14.1","45","2","1","0","0","0","0","1","21.3","21.3","0.1%"
"12","Terry McLaurin (WAS)","5","7","125","25.0","69","2","1","0","0","0","0","1","21.0","21.0","98.0%"
"13","Danny Amendola (FA)","7","13","104","14.9","47","1","1","0","0","0","0","1","19.9","19.9","0.1%"
"14","Alshon Jeffery (FA)","5","7","49","9.8","16","0","1","1","2","1","0","1","19.6","19.6","0.0%"
"15","Amari Cooper (CLE)","6","9","106","17.7","45","2","1","0","0","0","0","1","19.6","19.6","95.7%"
"16","Tyrell Williams (FA)","6","7","105","17.5","43","2","1","0","0","0","0","1","19.5","19.5","0.1%"
"17","Michael Gallup (DAL)","7","7","158","22.6","62","3","0","0","0","0","0","1","19.3","19.3","64.2%"
"18","Chris Conley (HOU)","6","7","97","16.2","21","3","1","0","0","0","0","1","18.7","18.7","0.5%"
"19","Michael Thomas (NO)","10","13","123","12.3","24","1","0","0","0","0","0","1","17.3","17.3","92.8%"
"20","Jamison Crowder (BUF)","14","17","99","7.1","19","0","0","1","4","0","0","1","17.3","17.3","21.5%"
"21","Emmanuel Sanders (BUF)","5","7","86","17.2","53","2","1","0","0","0","0","1","17.1","17.1","1.3%"
"22","Courtland Sutton (DEN)","7","8","120","17.1","30","3","0","0","0","0","0","1","15.5","15.5","93.6%"
"23","Randall Cobb (GB)","4","5","69","17.3","25","1","1","0","0","0","0","1","14.9","14.9","5.0%"
"24","Josh Gordon (KC)","3","4","73","24.3","44","2","1","0","0","0","0","1","14.8","14.8","0.8%"
"25","Calvin Ridley (ATL)","4","6","64","16.0","20","2","1","0","0","0","0","1","14.4","14.4","3.5%"
"26","Allen Robinson II (LAR)","7","13","102","14.6","27","3","0","0","0","0","0","1","13.7","13.7","91.8%"
"27","Ted Ginn Jr. (FA)","7","7","101","14.4","41","1","0","0","0","0","0","1","13.6","13.6","0.0%"
"28","Julian Edelman (FA)","6","11","83","13.8","24","1","0","1","8","0","0","1","13.4","13.4","12.1%"
"29","Chris Godwin (TB)","3","6","53","17.7","28","1","1","0","0","0","0","1","12.8","12.8","94.3%"
"30","Robert Woods (TEN)","8","13","70","8.8","22","1","0","2","16","0","0","1","12.6","12.6","79.2%"
"31","Kenny Golladay (NYG)","4","9","42","10.5","13","0","1","0","0","0","0","1","12.2","12.2","54.9%"
"32","Julio Jones (FA)","6","11","31","5.2","10","0","1","0","0","0","0","1","12.1","12.1","11.0%"
"33","Adam Thielen (MIN)","3","3","43","14.3","23","1","1","0","0","0","0","1","11.8","11.8","90.8%"
"34","Dede Westbrook (FA)","5","6","30","6.0","15","0","1","1","2","0","0","1","11.7","11.7","0.0%"
"35","A.J. Brown (PHI)","3","4","100","33.3","51","2","0","0","0","0","0","1","11.5","11.5","99.2%"
"36","Trey Quinn (DEN)","4","6","33","8.3","14","0","1","0","0","0","0","1","11.3","11.3","0.0%"
"37","Kenny Stills (FA)","3","3","37","12.3","37","1","1","0","0","0","0","1","11.2","11.2","0.0%"
"38","Willie Snead IV (FA)","2","3","41","20.5","33","1","1","0","0","0","0","1","11.1","11.1","0.0%"
"39","Tyler Lockett (SEA)","1","2","44","44.0","44","1","1","0","0","0","0","1","10.9","10.9","91.6%"
"40","DK Metcalf (SEA)","4","6","89","22.3","42","2","0","0","0","0","0","1","10.9","10.9","97.4%"
"41","JuJu Smith-Schuster (KC)","6","8","78","13.0","26","1","0","0","0","0","0","1","10.8","10.8","92.8%"
"42","Odell Beckham Jr. (FA)","7","11","71","10.1","24","1","0","0","0","0","0","1","10.6","10.6","35.5%"
"43","Richie James Jr. (NYG)","1","2","39","39.0","39","1","1","0","0","0","0","1","10.4","10.4","0.1%"
"44","Tyler Boyd (CIN)","8","12","60","7.5","14","0","0","1","3","0","0","1","10.3","10.3","50.8%"
"45","Preston Williams (MIA)","3","5","24","8.0","11","0","1","0","0","0","0","1","9.9","9.9","0.2%"
"46","Jarvis Landry (NO)","4","7","67","16.8","34","2","0","1","10","0","0","1","9.7","9.7","48.6%"
"47","Tre'Quan Smith (NO)","2","2","26","13.0","14","0","1","0","0","0","0","1","9.6","9.6","1.3%"
"48","DJ Moore (CAR)","7","10","76","10.9","15","0","0","0","0","0","1","1","9.1","9.1","97.7%"
"49","DeVante Parker (NE)","3","7","75","25.0","49","1","0","0","0","0","0","1","9.0","9.0","35.6%"
"50","Cody Latimer (FA)","3","7","74","24.7","43","2","0","0","0","0","0","1","8.9","8.9","0.0%"
"51","Christian Kirk (JAC)","4","12","32","8.0","10","0","0","1","12","0","0","1","8.4","8.4","78.0%"
"52","Mohamed Sanu Sr. (FA)","5","6","57","11.4","23","1","0","0","0","0","0","1","8.2","8.2","0.0%"
"53","Cooper Kupp (LAR)","7","10","46","6.6","10","0","0","0","0","0","0","1","8.1","8.1","100.0%"
"54","Marvin Jones Jr. (JAC)","4","4","56","14.0","23","2","0","1","4","0","0","1","8.0","8.0","21.7%"
"55","William Fuller V (FA)","2","3","69","34.5","54","1","0","0","0","0","0","1","7.9","7.9","4.4%"
"56","Marquez Valdes-Scantling (KC)","4","6","52","13.0","47","1","0","1","0","0","0","1","7.2","7.2","56.9%"
"57","Sterling Shepard (NYG)","6","7","42","7.0","11","0","0","0","0","0","0","1","7.2","7.2","5.0%"
"58","KeeSean Johnson (SF)","5","10","46","9.2","15","0","0","0","0","0","0","1","7.1","7.1","0.0%"
"59","Miles Boykin (PIT)","1","1","5","5.0","5","0","1","0","0","0","0","1","7.0","7.0","0.2%"
"60","Cole Beasley (FA)","5","9","40","8.0","10","0","0","0","0","0","0","1","6.5","6.5","1.9%"
"61","Bennie Fowler III (FA)","5","5","40","8.0","17","0","0","0","0","0","0","1","6.5","6.5","0.0%"
"62","Damiere Byrd (ATL)","4","7","42","10.5","19","0","0","0","0","0","0","1","6.2","6.2","0.1%"
"63","Justin Hardy (FA)","4","5","41","10.3","23","1","0","0","0","0","0","1","6.1","6.1","0.0%"
"64","James Washington (DAL)","2","6","51","25.5","45","1","0","0","0","0","0","1","6.1","6.1","3.2%"
"65","Ryan Switzer (FA)","6","6","29","4.8","8","0","0","0","0","0","0","1","5.9","5.9","0.0%"
"66","Davante Adams (LV)","4","8","36","9.0","11","0","0","0","0","0","0","1","5.6","5.6","99.9%"
"67","Paul Richardson Jr. (FA)","4","7","36","9.0","17","0","0","0","0","0","0","1","5.6","5.6","0.0%"
"68","Rashard Higgins (CAR)","2","3","46","23.0","35","1","0","0","0","0","0","1","5.6","5.6","0.7%"
"69","Brandin Cooks (HOU)","2","6","39","19.5","24","1","0","0","0","0","0","1","4.9","4.9","94.1%"
"70","Curtis Samuel (WAS)","3","4","32","10.7","16","0","0","0","0","0","0","1","4.7","4.7","7.4%"
"71","Devin Funchess (DET)","3","5","32","10.7","16","0","0","0","0","0","0","1","4.7","4.7","0.0%"
"72","Stefon Diggs (BUF)","2","2","37","18.5","31","1","0","0","0","0","0","1","4.7","4.7","99.9%"
"73","Damion Willis (FA)","3","5","30","10.0","17","0","0","0","0","0","0","1","4.5","4.5","0.0%"
"74","Deon Cain (PHI)","2","2","35","17.5","25","1","0","0","0","0","0","1","4.5","4.5","0.0%"
"75","Kelvin Harmon (WAS)","2","2","31","15.5","21","1","0","0","0","0","0","1","4.1","4.1","0.0%"
"76","Diontae Johnson (PIT)","3","5","25","8.3","9","0","0","0","0","0","0","1","4.0","4.0","97.8%"
"77","Mike Williams (LAC)","2","3","29","14.5","17","0","0","0","0","0","0","1","3.9","3.9","96.0%"
"78","Mike Evans (TB)","2","5","28","14.0","16","0","0","0","0","0","0","1","3.8","3.8","99.8%"
"79","Robbie Anderson (CAR)","3","7","23","7.7","9","0","0","0","0","0","0","1","3.8","3.8","13.9%"
"80","Taylor Gabriel (FA)","2","5","24","12.0","15","0","0","0","0","0","0","1","3.4","3.4","0.1%"
"81","Trevor Davis (FA)","1","1","28","28.0","28","1","0","0","0","0","0","1","3.3","3.3","0.0%"
"82","Deebo Samuel (SF)","3","3","17","5.7","14","0","0","0","0","0","1","1","3.2","3.2","99.9%"
