"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Michael Gallup (DAL)","5","7","98","19.6","45","2","3","0","0","0","0","1","30.3","30.3","64.2%"
"2","Deebo Samuel (SF)","5","5","102","20.4","30","3","0","2","33","1","0","1","22.0","22.0","99.9%"
"3","Breshad Perriman (TB)","5","8","134","26.8","37","4","1","0","0","0","0","1","21.9","21.9","0.6%"
"4","A.J. Brown (PHI)","4","8","124","31.0","51","3","1","0","0","0","0","1","20.4","20.4","99.2%"
"5","Cooper Kupp (LAR)","7","10","99","14.1","24","2","1","0","0","0","0","1","19.4","19.4","100.0%"
"6","Hunter Renfrow (LV)","6","9","102","17.0","39","3","1","0","0","0","0","1","19.2","19.2","92.0%"
"7","Davante Adams (LV)","7","13","93","13.3","33","2","1","0","0","0","0","1","18.8","18.8","99.9%"
"8","Dede Westbrook (FA)","7","8","72","10.3","18","0","1","0","0","0","0","1","18.7","18.7","0.0%"
"9","Keenan Allen (LAC)","9","10","82","9.1","13","0","1","0","0","0","0","1","18.7","18.7","99.7%"
"10","DeVante Parker (NE)","8","11","137","17.1","28","4","0","0","0","0","0","1","17.7","17.7","35.6%"
"11","Robert Woods (TEN)","7","12","67","9.6","37","1","1","1","9","0","0","1","17.1","17.1","79.2%"
"12","DK Metcalf (SEA)","6","12","81","13.5","24","1","1","0","0","0","0","1","17.1","17.1","97.4%"
"13","Jamison Crowder (BUF)","8","10","66","8.3","21","1","1","0","0","0","0","1","16.6","16.6","21.5%"
"14","Steven Sims Jr. (PIT)","5","8","81","16.2","65","1","1","1","-6","0","0","1","16.0","16.0","0.0%"
"15","Odell Beckham Jr. (FA)","3","6","81","27.0","36","3","1","0","0","0","0","1","15.6","15.6","35.5%"
"16","Golden Tate (FA)","5","8","68","13.6","20","3","1","0","0","0","0","1","15.3","15.3","0.0%"
"17","Jarvis Landry (NO)","2","6","82","41.0","56","2","1","0","0","0","0","1","15.2","15.2","48.6%"
"18","Allen Lazard (GB)","4","8","69","17.3","28","1","1","0","0","0","0","1","14.9","14.9","82.2%"
"19","Damiere Byrd (ATL)","7","8","74","10.6","33","1","1","0","0","0","1","1","14.9","14.9","0.1%"
"20","Keelan Cole Sr. (LV)","3","4","67","22.3","45","1","1","0","0","0","0","1","14.2","14.2","0.6%"
"21","Tre'Quan Smith (NO)","5","5","56","11.2","32","1","1","0","0","0","0","1","14.1","14.1","1.3%"
"22","Tyler Lockett (SEA)","6","7","51","8.5","14","0","1","0","0","0","0","1","14.1","14.1","91.6%"
"23","Duke Williams (FA)","6","12","108","18.0","41","2","0","0","0","0","0","1","13.8","13.8","0.0%"
"24","Damion Ratley (FA)","2","3","64","32.0","46","1","1","0","0","0","0","1","13.4","13.4","0.0%"
"25","Brandon Zylstra (CAR)","6","8","96","16.0","40","2","0","0","0","0","0","1","12.6","12.6","0.1%"
"26","Amari Cooper (CLE)","4","5","92","23.0","48","2","0","1","6","0","0","1","11.8","11.8","95.7%"
"27","Allen Robinson II (LAR)","9","12","71","7.9","18","0","0","1","2","0","0","1","11.8","11.8","91.8%"
"28","Julio Jones (FA)","7","13","78","11.1","29","1","0","0","0","0","0","1","11.3","11.3","11.0%"
"29","Randall Cobb (GB)","5","6","81","16.2","32","1","0","0","0","0","0","1","10.6","10.6","5.0%"
"30","Russell Gage (TB)","7","13","68","9.7","13","0","0","0","0","0","0","1","10.3","10.3","83.7%"
"31","Christian Kirk (JAC)","7","10","60","8.6","16","0","0","1","6","0","0","1","10.1","10.1","78.0%"
"32","Isaiah Ford (FA)","7","9","54","7.7","15","0","0","1","11","0","0","1","10.0","10.0","0.0%"
"33","Mecole Hardman (KC)","1","1","30","30.0","30","1","0","0","0","0","0","1","9.5","9.5","56.4%"
"34","DeAndre Carter (LAC)","6","7","65","10.8","21","2","0","0","0","0","0","1","9.5","9.5","0.6%"
"35","Albert Wilson (MIN)","5","8","59","11.8","24","1","0","0","0","0","0","1","9.2","9.2","0.0%"
"36","DaeSean Hamilton (FA)","5","6","65","13.0","17","0","0","0","0","0","0","1","9.0","9.0","0.0%"
"37","Demarcus Robinson (LV)","1","2","24","24.0","24","1","1","0","0","0","0","1","8.9","8.9","0.8%"
"38","Kenny Golladay (NYG)","3","4","72","24.0","42","1","0","0","0","0","0","1","8.7","8.7","54.9%"
"39","T.Y. Hilton (FA)","3","3","72","24.0","33","2","0","0","0","0","0","1","8.7","8.7","1.3%"
"40","Tyler Boyd (CIN)","5","7","59","11.8","22","1","0","0","0","0","0","1","8.4","8.4","50.8%"
"41","Tyreek Hill (MIA)","4","5","61","15.3","47","1","0","0","0","0","0","1","8.1","8.1","99.9%"
"42","Diontae Johnson (PIT)","4","7","54","13.5","21","1","0","0","0","0","0","1","7.4","7.4","97.8%"
"43","Danny Amendola (FA)","2","4","16","8.0","9","0","0","0","0","0","0","1","7.4","7.4","0.1%"
"44","Greg Ward (PHI)","6","7","43","7.2","15","0","0","0","0","0","0","1","7.3","7.3","0.1%"
"45","Courtland Sutton (DEN)","4","8","52","13.0","19","0","0","0","0","0","0","1","7.2","7.2","93.6%"
"46","Vyncint Smith (TB)","3","4","36","12.0","16","0","0","1","20","0","0","1","7.1","7.1","0.0%"
"47","Darius Slayton (NYG)","4","9","50","12.5","33","1","0","0","0","0","0","1","7.0","7.0","1.5%"
"48","Riley Ridley (FA)","3","4","54","18.0","32","1","0","0","0","0","0","1","6.9","6.9","0.0%"
"49","Larry Fitzgerald (FA)","4","7","45","11.3","23","1","0","0","0","0","0","1","6.5","6.5","0.1%"
"50","Corey Davis (NYJ)","4","5","44","11.0","16","0","0","0","0","0","0","1","6.4","6.4","25.1%"
"51","Sterling Shepard (NYG)","5","10","39","7.8","17","0","0","0","0","0","0","1","6.4","6.4","5.0%"
"52","Deontay Burnett (FA)","2","4","48","24.0","41","1","0","0","0","0","0","1","5.8","5.8","0.0%"
"53","Michael Thomas (NO)","4","9","37","9.3","14","0","0","0","0","0","0","1","5.7","5.7","92.8%"
"54","Alexander Hollins (FA)","2","3","46","23.0","35","1","0","0","0","0","0","1","5.6","5.6","0.0%"
"55","Brandin Cooks (HOU)","3","5","40","13.3","22","1","0","0","0","0","0","1","5.5","5.5","94.1%"
"56","Justin Hardy (FA)","3","3","40","13.3","21","1","0","0","0","0","0","1","5.5","5.5","0.0%"
"57","Phillip Dorsett II (HOU)","1","4","50","50.0","50","1","0","0","0","0","0","1","5.5","5.5","0.1%"
"58","DJ Chark Jr. (DET)","4","5","34","8.5","19","0","0","0","0","0","0","1","5.4","5.4","29.0%"
"59","N'Keal Harry (NE)","3","7","29","9.7","18","0","0","1","9","0","0","1","5.3","5.3","0.7%"
"60","Chris Conley (HOU)","3","6","38","12.7","17","0","0","0","0","0","0","1","5.3","5.3","0.5%"
"61","Mohamed Sanu Sr. (FA)","3","5","35","11.7","22","1","0","0","0","0","0","1","5.0","5.0","0.0%"
"62","John Ross (FA)","2","5","42","21.0","28","1","0","1","-2","0","0","1","5.0","5.0","0.1%"
"63","Bisi Johnson (MIN)","3","4","34","11.3","14","0","0","0","0","0","0","1","4.9","4.9","0.1%"
"64","Mike Williams (LAC)","2","5","38","19.0","22","1","0","0","0","0","0","1","4.8","4.8","96.0%"
"65","Kelvin Harmon (WAS)","3","5","33","11.0","25","1","0","0","0","0","0","1","4.8","4.8","0.0%"
"66","Steven Mitchell Jr. (FA)","2","5","37","18.5","21","1","0","0","0","0","0","1","4.7","4.7","0.0%"
"67","Isaiah McKenzie (BUF)","2","5","7","3.5","12","0","0","2","30","0","0","1","4.7","4.7","1.9%"
"68","Julian Edelman (FA)","3","7","26","8.7","14","0","0","0","0","0","0","1","4.1","4.1","12.1%"
"69","Marcus Johnson (SF)","2","4","31","15.5","16","0","0","0","0","0","0","1","4.1","4.1","0.0%"
"70","DeAndrew White (FA)","2","5","31","15.5","18","0","0","0","0","0","0","1","4.1","4.1","0.0%"
"71","Marcell Ateman (FA)","3","7","46","15.3","20","1","0","0","0","0","1","1","4.1","4.1","0.0%"
"72","David Moore (CHI)","2","2","30","15.0","17","0","0","0","0","0","0","1","4.0","4.0","0.0%"
"73","Emmanuel Sanders (BUF)","3","4","25","8.3","12","0","0","0","0","0","0","1","4.0","4.0","1.3%"
"74","Javon Wims (CLE)","3","7","23","7.7","17","0","0","0","0","0","0","1","3.8","3.8","0.0%"
"75","Willie Snead IV (FA)","3","5","22","7.3","10","0","0","1","0","0","0","1","3.7","3.7","0.0%"
"76","Justin Watson (KC)","2","4","27","13.5","17","0","0","0","0","0","0","1","3.7","3.7","0.1%"
"77","Robbie Anderson (CAR)","3","7","18","6.0","11","0","0","0","0","0","0","1","3.3","3.3","13.9%"
"78","Geronimo Allison (ATL)","3","4","17","5.7","7","0","0","0","0","0","0","1","3.2","3.2","0.0%"
"79","Olamide Zaccheaus (ATL)","2","2","22","11.0","11","0","0","0","0","0","0","1","3.2","3.2","0.8%"
"80","Zay Jones (JAC)","2","2","21","10.5","16","0","0","0","0","0","0","1","3.1","3.1","1.5%"
"81","Marquez Valdes-Scantling (KC)","2","7","19","9.5","11","0","0","0","0","0","0","1","2.9","2.9","56.9%"
"82","Pharoh Cooper (FA)","1","2","24","24.0","24","1","0","0","0","0","0","1","2.9","2.9","0.0%"
"83","Alex Erickson (WAS)","1","4","16","16.0","16","0","0","1","5","0","0","1","2.6","2.6","0.0%"
"84","Marquise Brown (ARI)","2","2","15","7.5","8","0","0","0","0","0","0","1","2.5","2.5","94.2%"
"85","KhaDarel Hodge (ATL)","1","2","19","19.0","19","0","0","0","0","0","0","1","2.4","2.4","0.1%"
"86","Chris Hogan (FA)","2","4","14","7.0","9","0","0","0","0","0","0","1","2.4","2.4","0.0%"
"87","Curtis Samuel (WAS)","2","4","13","6.5","11","0","0","0","0","0","0","1","2.3","2.3","7.4%"
"88","Chris Lacy (FA)","2","7","12","6.0","7","0","0","0","0","0","0","1","2.2","2.2","0.0%"
"89","Cody Latimer (FA)","2","3","12","6.0","9","0","0","0","0","0","0","1","2.2","2.2","0.0%"
"90","Rashard Davis (FA)","1","1","16","16.0","16","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"91","Jarius Wright (FA)","2","5","10","5.0","6","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"92","Tim Patrick (DEN)","1","2","14","14.0","14","0","0","0","0","0","0","1","1.9","1.9","28.1%"
"93","Zach Pascal (PHI)","1","3","10","10.0","10","0","0","1","4","0","0","1","1.9","1.9","0.9%"
"94","Tajae Sharpe (CHI)","1","2","13","13.0","13","0","0","0","0","0","0","1","1.8","1.8","0.1%"
"95","Cam Sims (WAS)","1","2","12","12.0","12","0","0","0","0","0","0","1","1.7","1.7","0.1%"
"96","JuJu Smith-Schuster (KC)","2","6","6","3.0","11","0","0","0","0","0","0","1","1.6","1.6","92.8%"
"97","John Ursua (FA)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"98","Braxton Berrios (NYJ)","1","2","11","11.0","11","0","0","0","0","0","0","1","1.6","1.6","5.0%"
"99","Ted Ginn Jr. (FA)","1","2","10","10.0","10","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"100","Deonte Harris (NO)","0","0","0","0","0","0","0","2","13","0","0","1","1.3","1.3","1.7%"
"101","Sammy Watkins (GB)","1","2","8","8.0","8","0","0","0","0","0","0","1","1.3","1.3","7.6%"
"102","Keke Coutee (IND)","1","3","7","7.0","7","0","0","0","0","0","0","1","1.2","1.2","0.1%"
"103","Jake Kumerow (FA)","1","2","7","7.0","7","0","0","0","0","0","0","1","1.2","1.2","0.1%"
"104","Jaleel Scott (FA)","1","3","6","6.0","6","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"105","Dontrelle Inman (FA)","1","3","6","6.0","6","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"106","Anthony Miller (PIT)","1","1","5","5.0","5","0","0","0","0","0","0","1","1.0","1.0","0.1%"
"107","Cyril Grayson Jr. (TB)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"108","Tavon Austin (BUF)","1","2","1","1.0","1","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"109","De'Anthony Thomas (FA)","0","0","0","0","0","0","0","1","1","0","0","1","0.1","0.1","0.0%"
"110","Amon-Ra St. Brown (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.6%"
"111","Tylan Wallace (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"112","Scotty Washington (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Jaylon Moore (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Darnell Mooney (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.3%"
"115","DeMichael Harris (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Juwan Green (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Rysen John (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Justyn Ross (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5%"
"119","Kendall Hinton (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"120","Kristian Wilkerson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Rondale Moore (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38.5%"
"122","Jauan Jennings (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"123","Lynn Bowden Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"124","Tarik Black (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Tyler Vaughns (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Marquez Callaway (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"127","Easop Winston Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Van Jefferson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.6%"
"129","Joe Reed (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Charleston Rambo (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Kalija Lipscomb (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Gabriel Davis (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.2%"
"133","Quintez Cephus (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"134","Isaiah Hodgins (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","James Proche II (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"136","Binjimen Victor (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Rashod Bateman (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89.9%"
"138","Ja'Marcus Bradley (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Jaylen Waddle (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.0%"
"140","Ja'Marr Chase (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.9%"
"141","Isaiah Coulter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Kirk Merritt (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Nick Westbrook-Ikhine (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"144","Malcolm Perry (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Cody White (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"146","Dezmon Patmon (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Freddie Swain (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"148","Quez Watkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"149","K.J. Osborn (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.3%"
"150","Aaron Parker (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Chris Finke (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Lawrence Cager (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Austin Mack (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Tyrie Cleveland (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Trishton Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Omar Bayless (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Josh Hammond (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Willie Johnson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Marquez Stevenson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"161","Dan Chisena (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Ihmir Smith-Marsette (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"163","Elijah Moore (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90.1%"
"164","Dyami Brown (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"165","Dez Fitzpatrick (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"166","Chris Olave (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73.4%"
"167","Pooka Williams Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","T.J. Vasher (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
