"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","DeVante Parker (NE)","7","10","159","22.7","43","3","2","0","0","0","0","1","31.4","31.4","35.6%"
"2","Alshon Jeffery (FA)","9","16","137","15.2","27","2","1","0","0","0","0","1","24.2","24.2","0.0%"
"3","Kenny Golladay (NYG)","4","5","158","39.5","75","4","1","0","0","0","0","1","23.8","23.8","54.9%"
"4","Robert Woods (TEN)","13","18","172","13.2","48","2","0","0","0","0","0","1","23.7","23.7","79.2%"
"5","Davante Adams (LV)","6","10","64","10.7","25","1","2","0","0","0","0","1","21.4","21.4","99.9%"
"6","Courtland Sutton (DEN)","4","5","74","18.5","33","2","2","0","0","0","0","1","21.4","21.4","93.6%"
"7","Cole Beasley (FA)","6","7","110","18.3","29","2","1","0","0","0","0","1","20.0","20.0","1.9%"
"8","James Washington (DAL)","4","4","111","27.8","44","3","1","0","0","0","0","1","19.1","19.1","3.2%"
"9","Julian Edelman (FA)","6","11","106","17.7","44","2","1","1","-7","0","0","1","18.9","18.9","12.1%"
"10","Allen Robinson II (LAR)","8","12","86","10.8","16","0","1","0","0","0","0","1","18.6","18.6","91.8%"
"11","Anthony Miller (PIT)","9","13","140","15.6","35","3","0","0","0","0","0","1","18.5","18.5","0.1%"
"12","Allen Lazard (GB)","3","3","103","34.3","43","3","1","0","0","0","0","1","17.8","17.8","82.2%"
"13","Dede Westbrook (FA)","5","8","60","12.0","39","1","1","0","0","0","0","1","16.5","16.5","0.0%"
"14","DJ Moore (CAR)","6","12","75","12.5","21","1","1","1","-3","0","0","1","16.2","16.2","97.7%"
"15","Keenan Allen (LAC)","6","6","68","11.3","36","1","1","0","0","0","0","1","15.8","15.8","99.7%"
"16","Cooper Kupp (LAR)","6","6","65","10.8","27","1","1","0","0","0","0","1","15.5","15.5","100.0%"
"17","Curtis Samuel (WAS)","4","7","65","16.3","33","1","1","0","0","0","0","1","14.5","14.5","7.4%"
"18","Zach Pascal (PHI)","7","10","109","15.6","26","2","0","0","0","0","0","1","14.4","14.4","0.9%"
"19","Tyler Boyd (CIN)","5","10","59","11.8","17","0","1","0","0","0","0","1","14.4","14.4","50.8%"
"20","Mike Williams (LAC)","5","7","117","23.4","52","2","0","0","0","0","0","1","14.2","14.2","96.0%"
