"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Mike Evans (TB)","8","15","190","23.8","55","4","3","0","0","0","0","1","41.0","41.0","99.8%"
"2","Keenan Allen (LAC)","13","17","183","14.1","34","3","2","1","3","0","0","1","37.1","37.1","99.7%"
"3","Taylor Gabriel (FA)","6","7","75","12.5","36","1","3","1","7","0","0","1","29.2","29.2","0.1%"
"4","Cooper Kupp (LAR)","11","12","101","9.2","22","2","2","0","0","0","0","1","27.6","27.6","100.0%"
"5","Tyler Lockett (SEA)","11","14","154","14.0","40","3","1","0","0","0","0","1","26.9","26.9","91.6%"
"6","Amari Cooper (CLE)","6","7","88","14.7","37","1","2","0","0","0","0","1","23.8","23.8","95.7%"
"7","Sterling Shepard (NYG)","7","9","100","14.3","36","2","1","2","21","0","0","1","23.6","23.6","5.0%"
"8","Julio Jones (FA)","8","9","128","16.0","34","2","1","0","0","0","0","1","22.8","22.8","11.0%"
"9","Marvin Jones Jr. (JAC)","6","9","101","16.8","27","2","1","0","0","0","0","1","19.1","19.1","21.7%"
"10","Adam Thielen (MIN)","3","5","55","18.3","35","1","1","1","1","1","0","1","19.1","19.1","90.8%"
"11","Nelson Agholor (NE)","8","12","50","6.3","20","1","2","0","0","0","1","1","19.0","19.0","2.1%"
"12","Marquez Valdes-Scantling (KC)","6","10","99","16.5","40","2","1","0","0","0","0","1","18.9","18.9","56.9%"
"13","Paul Richardson Jr. (FA)","8","9","83","10.4","22","1","1","0","0","0","0","1","18.3","18.3","0.0%"
"14","Mecole Hardman (KC)","2","5","97","48.5","83","1","1","1","7","0","0","1","17.4","17.4","56.4%"
"15","T.Y. Hilton (FA)","8","10","65","8.1","26","1","1","0","0","0","0","1","16.5","16.5","1.3%"
"16","Brandin Cooks (HOU)","8","12","112","14.0","23","1","0","1","8","0","0","1","16.0","16.0","94.1%"
"17","Terry McLaurin (WAS)","6","8","70","11.7","17","0","1","0","0","0","0","1","16.0","16.0","98.0%"
"18","Julian Edelman (FA)","7","10","62","8.9","15","0","1","0","0","0","0","1","15.7","15.7","12.1%"
"19","JuJu Smith-Schuster (KC)","3","7","81","27.0","76","1","1","0","0","0","0","1","15.6","15.6","92.8%"
"20","DJ Chark Jr. (DET)","4","5","76","19.0","37","2","1","0","0","0","0","1","15.6","15.6","29.0%"
"21","Phillip Dorsett II (HOU)","6","7","53","8.8","25","1","1","2","12","0","0","1","15.5","15.5","0.1%"
"22","Michael Thomas (NO)","5","7","54","10.8","18","0","1","0","0","0","0","1","13.9","13.9","92.8%"
