"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Calvin Ridley (ATL)","7","10","109","15.6","25","0","2","0","0","0","0","1","26.4","26.4","3.5%"
"2","Stefon Diggs (BUF)","8","13","153","19.1","47","0","1","0","0","0","0","1","25.3","25.3","99.9%"
"3","Terry McLaurin (WAS)","7","10","125","17.9","26","0","1","0","0","0","0","1","22.0","22.0","98.0%"
"4","Julian Edelman (FA)","8","11","179","22.4","49","0","0","0","0","0","0","1","21.9","21.9","12.1%"
"5","Mike Evans (TB)","7","10","104","14.9","50","0","1","0","0","0","0","1","19.9","19.9","99.8%"
"6","Tyreek Hill (MIA)","5","11","99","19.8","54","0","1","1","9","0","0","1","19.3","19.3","99.9%"
"7","Diontae Johnson (PIT)","8","13","92","11.5","28","0","1","0","0","0","0","1","19.2","19.2","97.8%"
"8","DK Metcalf (SEA)","4","6","92","23.0","54","0","1","0","0","0","0","1","17.2","17.2","97.4%"
"9","DeAndre Hopkins (ARI)","8","9","68","8.5","25","0","1","0","0","0","0","1","16.8","16.8","91.3%"
"10","Tyler Boyd (CIN)","7","8","72","10.3","17","0","1","0","0","0","0","1","16.7","16.7","52.0%"
"11","Chase Claypool (PIT)","3","3","88","29.3","84","0","1","0","0","0","0","1","16.3","16.3","84.5%"
"12","Tyler Lockett (SEA)","7","8","67","9.6","16","0","1","0","0","0","0","1","16.2","16.2","91.6%"
"13","John Brown (FA)","4","6","82","20.5","46","0","1","0","0","0","0","1","16.2","16.2","1.1%"
"14","DJ Moore (CAR)","8","13","120","15.0","30","0","0","0","0","0","0","1","16.0","16.0","97.7%"
"15","Odell Beckham Jr. (FA)","4","6","74","18.5","43","0","1","0","0","0","0","1","15.4","15.4","34.2%"
"16","Braxton Berrios (NYJ)","6","8","59","9.8","30","0","1","0","0","0","0","1","14.9","14.9","4.8%"
"17","Keelan Cole Sr. (LV)","6","7","58","9.7","23","0","1","0","0","0","0","1","14.8","14.8","0.6%"
"18","CeeDee Lamb (DAL)","6","9","106","17.7","37","0","0","1","9","0","0","1","14.5","14.5","99.8%"
