"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Marquez Valdes-Scantling (KC)","4","6","149","37.3","78","0","1","0","0","0","0","1","22.9","22.9","56.8%"
"2","Cole Beasley (FA)","11","13","109","9.9","22","0","1","0","0","0","0","1","22.4","22.4","1.9%"
"3","DeAndre Hopkins (ARI)","7","12","127","18.1","43","0","1","0","0","0","0","1","22.2","22.2","91.3%"
"4","Willie Snead IV (FA)","5","7","64","12.8","21","0","2","0","0","0","0","1","20.9","20.9","0.0%"
"5","Diontae Johnson (PIT)","6","11","116","19.3","46","0","1","0","0","0","0","1","20.6","20.6","97.8%"
"6","Stefon Diggs (BUF)","10","10","93","9.3","21","0","1","0","0","0","0","1","20.3","20.3","99.9%"
"7","Marvin Jones Jr. (JAC)","8","10","96","12.0","27","0","1","0","0","0","0","1","19.6","19.6","21.3%"
"8","Chase Claypool (PIT)","4","10","56","14.0","15","0","2","2","-3","0","0","1","19.3","19.3","84.5%"
"9","Keelan Cole Sr. (LV)","5","7","47","9.4","13","0","1","0","0","0","0","1","19.2","19.2","0.6%"
"10","Tee Higgins (CIN)","7","9","115","16.4","54","0","1","0","0","0","1","1","19.0","19.0","98.9%"
"11","Adam Thielen (MIN)","4","7","43","10.8","17","0","2","0","0","0","0","1","18.3","18.3","91.0%"
"12","JuJu Smith-Schuster (KC)","9","13","77","8.6","24","0","1","0","0","0","0","1","18.2","18.2","92.9%"
"13","DJ Moore (CAR)","4","7","96","24.0","38","0","1","0","0","0","0","1","17.6","17.6","97.7%"
"14","Justin Jefferson (MIN)","8","10","135","16.9","54","0","0","0","0","0","0","1","17.5","17.5","99.9%"
"15","Mike Evans (TB)","6","11","77","12.8","22","0","1","0","0","0","0","1","16.7","16.7","99.8%"
"16","Brandon Aiyuk (SF)","7","14","75","10.7","22","0","1","1","-8","0","0","1","16.2","16.2","87.1%"
"17","Michael Pittman Jr. (IND)","7","8","101","14.4","40","0","0","1","21","0","0","1","15.7","15.7","98.4%"
"18","Davante Adams (LV)","8","12","66","8.3","22","0","1","0","0","0","1","1","14.6","14.6","99.9%"
"19","Terry McLaurin (WAS)","7","9","95","13.6","26","0","0","1","27","0","1","1","13.7","13.7","98.0%"
"20","Jakobi Meyers (NE)","5","7","59","11.8","26","0","0","0","0","0","0","1","13.4","13.4","65.2%"
"21","Josh Reynolds (DET)","8","10","94","11.8","21","0","0","0","0","0","0","1","13.4","13.4","1.3%"
"22","Marvin Hall (JAC)","2","3","61","30.5","55","0","1","0","0","0","0","1","13.1","13.1","0.0%"
"23","Jakeem Grant Sr. (CLE)","4","5","43","10.8","15","0","1","0","0","0","0","1","12.3","12.3","0.6%"
"24","Chris Godwin (TB)","6","6","92","15.3","31","0","0","0","0","0","0","1","12.2","12.2","94.2%"
"25","Darius Slayton (NYG)","5","7","93","18.6","40","0","0","0","0","0","0","1","11.8","11.8","1.5%"
"26","Keenan Allen (LAC)","3","7","39","13.0","15","0","1","0","0","0","0","1","11.4","11.4","99.7%"
"27","John Brown (FA)","6","8","72","12.0","31","0","0","0","0","0","0","1","10.2","10.2","1.1%"
"28","Antonio Brown (FA)","7","8","69","9.9","25","0","0","1","-3","0","0","1","10.1","10.1","1.6%"
"29","DaeSean Hamilton (FA)","4","6","33","8.3","13","0","1","0","0","0","1","1","9.3","9.3","0.0%"
"30","Corey Davis (NYJ)","5","6","67","13.4","20","0","0","0","0","0","0","1","9.2","9.2","24.7%"
"31","Tyler Lockett (SEA)","5","9","66","13.2","39","0","0","0","0","0","0","1","9.1","9.1","91.6%"
"32","Isaiah Wright (FA)","6","6","59","9.8","22","0","0","0","0","0","0","1","8.9","8.9","0.0%"
"33","Jerry Jeudy (DEN)","4","8","68","17.0","26","0","0","0","0","0","0","1","8.8","8.8","93.8%"
"34","Tim Patrick (DEN)","4","6","61","15.3","27","0","0","0","0","0","0","1","8.1","8.1","28.2%"
