"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Tyler Lockett (SEA)","15","20","200","13.3","47","0","3","0","0","0","0","1","45.5","45.5","91.6%"
"2","Davante Adams (LV)","13","16","196","15.1","45","0","2","0","0","0","0","1","38.1","38.1","99.9%"
"3","Diontae Johnson (PIT)","9","15","80","8.9","14","0","2","0","0","0","0","1","24.5","24.5","97.8%"
"4","A.J. Brown (PHI)","6","8","153","25.5","73","0","1","0","0","0","0","1","24.3","24.3","99.7%"
"5","DJ Moore (CAR)","4","5","93","23.3","74","0","2","0","0","0","0","1","23.3","23.3","97.7%"
"6","Tyler Boyd (CIN)","11","13","101","9.2","16","0","1","0","0","0","0","1","22.2","22.2","52.0%"
"7","Scotty Miller (TB)","6","9","109","18.2","35","0","1","0","0","0","0","1","19.9","19.9","0.1%"
"8","DeAndre Hopkins (ARI)","10","12","103","10.3","35","0","1","0","0","0","1","1","19.3","19.3","91.3%"
"9","Chris Godwin (TB)","9","9","88","9.8","23","0","1","0","0","0","0","1","19.3","19.3","94.2%"
"10","Nelson Agholor (NE)","5","9","107","21.4","44","0","1","0","0","0","0","1","19.2","19.2","2.0%"
"11","Terry McLaurin (WAS)","7","11","90","12.9","52","0","1","0","0","0","0","1","18.5","18.5","98.0%"
"12","Christian Kirk (JAC)","5","8","37","7.4","16","0","2","0","0","0","0","1","18.2","18.2","78.1%"
"13","Keenan Allen (LAC)","10","13","125","12.5","27","0","0","0","0","0","0","1","17.5","17.5","99.7%"
"14","Calvin Ridley (ATL)","5","7","69","13.8","27","0","1","0","0","0","0","1","17.4","17.4","3.5%"
"15","Cole Beasley (FA)","11","12","112","10.2","23","0","0","0","0","0","0","1","16.7","16.7","1.9%"
"16","Tee Higgins (CIN)","5","5","71","14.2","27","0","1","1","7","0","0","1","16.3","16.3","98.9%"
"17","Jalen Guyton (LAC)","2","3","84","42.0","70","0","1","0","0","0","0","1","15.4","15.4","1.3%"
"18","Sterling Shepard (NYG)","6","8","59","9.8","29","0","1","0","0","0","0","1","14.9","14.9","5.0%"
"19","Tyreek Hill (MIA)","6","10","55","9.2","15","0","1","0","0","0","0","1","14.5","14.5","99.9%"
"20","Brandon Aiyuk (SF)","6","7","115","19.2","35","0","0","0","0","0","0","1","14.5","14.5","87.1%"
"21","Kenny Golladay (NYG)","6","7","114","19.0","29","0","0","0","0","0","0","1","14.4","14.4","55.4%"
"22","Curtis Samuel (WAS)","6","6","48","8.0","22","0","0","1","5","1","0","1","14.3","14.3","7.3%"
"23","Rashard Higgins (CAR)","6","6","110","18.3","30","0","0","0","0","0","0","1","14.0","14.0","0.7%"
"24","Julio Jones (FA)","8","9","97","12.1","28","0","0","0","0","0","0","1","13.7","13.7","12.7%"
"25","Randall Cobb (GB)","8","10","95","11.9","28","0","0","0","0","0","0","1","13.5","13.5","4.4%"
"26","Josh Reynolds (DET)","4","8","52","13.0","21","0","1","0","0","0","0","1","13.2","13.2","1.3%"
"27","Donovan Peoples-Jones (CLE)","3","3","56","18.7","24","0","1","0","0","0","0","1","13.1","13.1","5.1%"
