"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Tyler Lockett (SEA)","9","13","100","11.1","43","0","3","0","0","0","0","1","32.5","32.5","91.6%"
"2","Justin Jefferson (MIN)","7","9","175","25.0","71","0","1","0","0","0","0","1","27.0","27.0","99.9%"
"3","Cedrick Wilson Jr. (MIA)","5","7","107","21.4","42","0","2","0","0","0","0","1","25.2","25.2","2.5%"
"4","Keenan Allen (LAC)","13","19","132","10.2","22","0","1","0","0","0","1","1","23.7","23.7","99.7%"
"5","Allen Lazard (GB)","6","8","146","24.3","72","0","1","1","-2","0","0","1","23.4","23.4","82.5%"
"6","Allen Robinson II (LAR)","10","13","123","12.3","37","0","1","0","0","0","0","1","23.3","23.3","91.9%"
"7","Michael Gallup (DAL)","6","9","138","23.0","52","0","1","0","0","0","0","1","22.8","22.8","62.4%"
"8","Cooper Kupp (LAR)","9","10","107","11.9","20","0","1","0","0","0","0","1","21.2","21.2","100.0%"
"9","Robert Woods (TEN)","5","6","74","14.8","31","0","1","3","30","0","0","1","18.9","18.9","79.4%"
"10","Tyreek Hill (MIA)","5","6","77","15.4","33","0","1","2","25","0","0","1","18.7","18.7","99.9%"
"11","DeAndre Hopkins (ARI)","10","12","137","13.7","30","0","0","0","0","0","0","1","18.7","18.7","91.3%"
"12","Brandon Aiyuk (SF)","5","8","70","14.0","20","0","0","3","31","1","0","1","18.6","18.6","87.1%"
"13","Tee Higgins (CIN)","5","9","40","8.0","16","0","2","0","0","0","0","1","18.5","18.5","98.9%"
"14","Andy Isabella (ARI)","4","4","47","11.8","26","0","2","1","-6","0","0","1","18.1","18.1","0.1%"
"15","Tyler Boyd (CIN)","10","13","125","12.5","25","0","0","0","0","0","0","1","17.5","17.5","52.0%"
"16","Randall Cobb (GB)","4","4","95","23.8","34","0","1","0","0","0","0","1","17.5","17.5","4.4%"
"17","Hunter Renfrow (LV)","6","9","84","14.0","26","0","1","0","0","0","0","1","17.4","17.4","92.1%"
"18","Dontrelle Inman (FA)","3","6","38","12.7","17","0","2","0","0","0","0","1","17.3","17.3","0.0%"
"19","DK Metcalf (SEA)","4","8","110","27.5","62","0","1","0","0","0","1","1","17.0","17.0","97.4%"
"20","Greg Ward (PHI)","8","11","72","9.0","29","0","1","1","-6","0","0","1","16.6","16.6","0.1%"
"21","Mecole Hardman (KC)","4","6","81","20.3","49","0","1","0","0","0","0","1","16.1","16.1","56.5%"
"22","Chris Godwin (TB)","5","6","64","12.8","30","0","1","0","0","0","0","1","14.9","14.9","94.2%"
"23","Kenny Golladay (NYG)","6","7","57","9.5","19","0","1","0","0","0","0","1","14.7","14.7","55.4%"
"24","Braxton Berrios (NYJ)","4","4","64","16.0","28","0","1","0","0","0","0","1","14.4","14.4","4.8%"
"25","JuJu Smith-Schuster (KC)","4","5","43","10.8","26","0","1","0","0","0","0","1","14.3","14.3","92.9%"
"26","Calvin Ridley (ATL)","5","13","110","22.0","63","0","0","1","7","0","0","1","14.2","14.2","3.5%"
"27","Emmanuel Sanders (BUF)","4","5","56","14.0","18","0","1","0","0","0","0","1","13.6","13.6","1.3%"
"28","William Fuller V (FA)","4","5","54","13.5","17","0","1","0","0","0","0","1","13.4","13.4","4.4%"
"29","Mike Evans (TB)","2","4","2","1.0","1","0","2","0","0","0","0","1","13.2","13.2","99.8%"
"30","Amari Cooper (CLE)","9","12","86","9.6","28","0","0","0","0","0","0","1","13.1","13.1","95.7%"
"31","Cole Beasley (FA)","6","7","100","16.7","29","0","0","0","0","0","0","1","13.0","13.0","1.9%"
"32","Kalif Raymond (DET)","3","3","118","39.3","61","0","0","1","-3","0","0","1","13.0","13.0","0.7%"
"33","Stefon Diggs (BUF)","4","6","49","12.3","23","0","1","0","0","0","0","1","12.9","12.9","99.9%"
"34","Tim Patrick (DEN)","4","4","43","10.8","27","0","1","0","0","0","0","1","12.3","12.3","28.2%"
"35","Anthony Miller (PIT)","2","5","41","20.5","28","0","1","1","9","0","0","1","12.0","12.0","0.1%"
"36","Adam Thielen (MIN)","3","5","29","9.7","16","0","1","1","4","0","0","1","10.8","10.8","91.0%"
"37","Terry McLaurin (WAS)","4","8","83","20.8","33","0","0","1","3","0","0","1","10.6","10.6","98.0%"
"38","Gabriel Davis (BUF)","4","4","81","20.3","39","0","0","0","0","0","0","1","10.1","10.1","91.3%"
"39","Scotty Miller (TB)","3","5","83","27.7","47","0","0","0","0","0","0","1","9.8","9.8","0.1%"
"40","Sammy Watkins (GB)","7","8","62","8.9","15","0","0","0","0","0","0","1","9.7","9.7","7.6%"
"41","DeVante Parker (NE)","5","5","69","13.8","20","0","0","0","0","0","0","1","9.4","9.4","35.6%"
"42","Corey Davis (NYJ)","5","6","69","13.8","38","0","0","0","0","0","0","1","9.4","9.4","24.7%"
