"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Adam Thielen (MIN)","8","11","123","15.4","51","0","2","0","0","0","0","1","28.3","28.3","91.0%"
"2","Keenan Allen (LAC)","16","19","145","9.1","21","0","1","0","0","0","1","1","26.5","26.5","99.7%"
"3","Robert Woods (TEN)","12","15","130","10.8","35","0","1","2","-4","0","0","1","24.6","24.6","79.4%"
"4","Damiere Byrd (ATL)","6","7","132","22.0","42","0","1","1","11","0","0","1","23.3","23.3","0.1%"
"5","Tyreek Hill (MIA)","11","14","102","9.3","15","0","1","2","-2","0","0","1","21.5","21.5","99.9%"
"6","Davante Adams (LV)","7","9","106","15.1","33","0","1","0","0","0","0","1","20.1","20.1","99.9%"
"7","Cooper Kupp (LAR)","11","13","145","13.2","37","0","0","0","0","0","0","1","20.0","20.0","100.0%"
"8","DJ Moore (CAR)","7","11","127","18.1","52","0","0","1","21","0","0","1","18.3","18.3","97.7%"
"9","Nelson Agholor (NE)","6","9","88","14.7","29","0","1","0","0","0","0","1","17.8","17.8","2.0%"
"10","Curtis Samuel (WAS)","8","10","70","8.8","17","0","1","1","4","0","0","1","17.4","17.4","7.3%"
"11","Tyler Lockett (SEA)","9","9","67","7.4","11","0","1","0","0","0","0","1","17.2","17.2","91.6%"
"12","Diontae Johnson (PIT)","12","16","111","9.3","23","0","0","0","0","0","0","1","17.1","17.1","97.8%"
"13","Justin Jefferson (MIN)","3","5","86","28.7","39","0","1","0","0","0","0","1","16.1","16.1","99.9%"
"14","Mike Williams (LAC)","4","7","72","18.0","39","0","1","0","0","0","0","1","15.2","15.2","96.0%"
"15","DeVante Parker (NE)","6","9","61","10.2","21","0","1","0","0","0","0","1","15.1","15.1","35.6%"
"16","Michael Thomas (NO)","9","12","104","11.6","23","0","0","0","0","0","0","1","14.9","14.9","92.8%"
"17","Chris Godwin (TB)","7","10","53","7.6","13","0","1","0","0","0","0","1","14.8","14.8","94.2%"
"18","CeeDee Lamb (DAL)","4","6","34","8.5","21","0","1","2","12","0","0","1","14.6","14.6","99.8%"
"19","Tim Patrick (DEN)","5","8","119","23.8","61","0","0","0","0","0","0","1","14.4","14.4","28.2%"
"20","A.J. Brown (PHI)","4","7","62","15.5","25","0","1","0","0","0","0","1","14.2","14.2","99.7%"
"21","Michael Pittman Jr. (IND)","3","3","66","22.0","45","0","1","0","0","0","0","1","14.1","14.1","98.4%"
"22","Chase Claypool (PIT)","4","8","59","14.8","31","0","1","0","0","0","0","1","13.9","13.9","84.5%"
"23","Corey Davis (NYJ)","5","7","113","22.6","50","0","0","0","0","0","0","1","13.8","13.8","24.7%"
"24","Mike Evans (TB)","5","9","49","9.8","18","0","1","0","0","0","0","1","13.4","13.4","99.8%"
"25","Tyler Boyd (CIN)","9","11","85","9.4","14","0","0","0","0","0","0","1","13.0","13.0","52.0%"
