"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Corey Davis (NYJ)","11","12","182","16.5","43","0","1","0","0","0","0","1","29.7","29.7","24.7%"
"2","Davante Adams (LV)","10","12","121","12.1","42","0","2","0","0","0","0","1","29.1","29.1","99.9%"
"3","Cole Beasley (FA)","9","11","130","14.4","35","0","1","0","0","0","0","1","23.5","23.5","1.9%"
"4","Justin Jefferson (MIN)","9","12","121","13.4","40","0","1","1","2","0","0","1","22.8","22.8","99.9%"
"5","Marvin Jones Jr. (JAC)","8","12","116","14.5","25","0","1","0","0","0","0","1","21.6","21.6","21.3%"
"6","T.Y. Hilton (FA)","8","11","110","13.8","21","0","1","0","0","0","0","1","21.0","21.0","1.3%"
"7","Jamison Crowder (BUF)","5","7","47","9.4","16","0","2","0","0","0","0","1","19.2","19.2","21.1%"
"8","Rashard Higgins (CAR)","6","9","95","15.8","35","0","1","0","0","0","0","1","18.5","18.5","0.7%"
"9","Tim Patrick (DEN)","4","4","44","11.0","21","0","2","0","0","0","0","1","18.4","18.4","28.2%"
"10","Michael Gallup (DAL)","7","11","86","12.3","28","0","1","0","0","0","0","1","18.1","18.1","62.4%"
"11","Keke Coutee (IND)","8","9","141","17.6","64","0","0","0","0","0","0","1","18.1","18.1","0.1%"
"12","Brandon Aiyuk (SF)","5","9","95","19.0","49","0","1","0","0","0","0","1","18.0","18.0","87.1%"
"13","Adam Thielen (MIN)","8","11","75","9.4","14","0","1","0","0","0","0","1","17.5","17.5","91.0%"
"14","Diontae Johnson (PIT)","8","12","71","8.9","17","0","1","0","0","0","0","1","17.1","17.1","97.8%"
"15","Jarvis Landry (NO)","8","10","62","7.8","13","0","1","0","0","0","0","1","16.4","16.4","49.8%"
"16","Gunner Olszewski (PIT)","1","1","38","38.0","38","0","1","0","0","0","0","1","16.3","16.3","0.1%"
"17","Donovan Peoples-Jones (CLE)","2","3","92","46.0","75","0","1","0","0","0","0","1","16.2","16.2","5.1%"
"18","DeAndre Hopkins (ARI)","8","13","52","6.5","10","0","1","0","0","0","0","1","15.2","15.2","91.3%"
"19","Michael Thomas (NO)","9","11","105","11.7","18","0","0","0","0","0","0","1","15.0","15.0","92.8%"
"20","James Washington (DAL)","2","4","80","40.0","50","0","1","0","0","0","0","1","15.0","15.0","3.2%"
"21","Gabriel Davis (BUF)","3","4","68","22.7","28","0","1","0","0","0","0","1","14.3","14.3","91.3%"
"22","Laviska Shenault Jr. (JAC)","3","3","38","12.7","28","0","1","2","30","0","0","1","14.3","14.3","4.3%"
"23","Stefon Diggs (BUF)","10","10","92","9.2","18","0","0","0","0","0","0","1","14.2","14.2","99.9%"
"24","Henry Ruggs III (FA)","3","4","84","28.0","46","0","1","0","0","0","1","1","13.9","13.9","10.9%"
"25","Amari Cooper (CLE)","5","9","43","8.6","13","0","1","1","10","0","0","1","13.8","13.8","95.7%"
"26","Tyler Boyd (CIN)","1","4","72","72.0","72","0","1","0","0","0","0","1","13.7","13.7","52.0%"
"27","Robert Woods (TEN)","10","11","85","8.5","18","0","0","0","0","0","0","1","13.5","13.5","79.4%"
"28","Quintez Cephus (DET)","2","4","63","31.5","49","0","1","0","0","0","0","1","13.3","13.3","0.7%"
"29","Calvin Ridley (ATL)","5","10","108","21.6","31","0","0","0","0","0","0","1","13.3","13.3","3.5%"
"30","Greg Ward (PHI)","3","5","57","19.0","32","0","1","0","0","0","0","1","13.2","13.2","0.1%"
"31","Russell Gage (TB)","4","8","51","12.8","24","0","1","0","0","0","0","1","13.1","13.1","83.9%"
"32","Chad Hansen (FA)","5","7","101","20.2","28","0","0","0","0","0","0","1","12.6","12.6","0.0%"
"33","Julio Jones (FA)","6","10","94","15.7","35","0","0","0","0","0","0","1","12.4","12.4","12.7%"
"34","Marquise Brown (ARI)","5","8","39","7.8","20","0","1","0","0","0","0","1","12.4","12.4","94.2%"
"35","Tre'Quan Smith (NO)","3","6","42","14.0","21","0","1","1","3","0","0","1","12.0","12.0","1.3%"
"36","Tyreek Hill (MIA)","6","11","58","9.7","30","0","0","1","30","0","0","1","11.8","11.8","99.9%"
"37","Cam Sims (WAS)","5","9","92","18.4","31","0","0","0","0","0","0","1","11.7","11.7","0.1%"
"38","Cooper Kupp (LAR)","8","9","73","9.1","15","0","0","0","0","0","0","1","11.3","11.3","100.0%"
"39","Jalen Reagor (PHI)","1","1","34","34.0","34","0","0","1","11","0","0","1","11.0","11.0","1.5%"
"40","Collin Johnson (NYG)","4","6","66","16.5","34","0","0","0","0","0","0","1","10.6","10.6","0.1%"
"41","Deebo Samuel (SF)","6","9","73","12.2","23","0","0","1","3","0","0","1","10.6","10.6","99.9%"
"42","Allen Robinson II (LAR)","6","7","75","12.5","21","0","0","0","0","0","0","1","10.5","10.5","91.9%"
"43","DK Metcalf (SEA)","5","8","80","16.0","21","0","0","0","0","0","0","1","10.5","10.5","97.4%"
"44","Miles Boykin (PIT)","1","3","38","38.0","38","0","1","0","0","0","0","1","10.3","10.3","0.2%"
"45","Isaiah McKenzie (BUF)","2","2","31","15.5","23","0","1","0","0","0","0","1","10.1","10.1","2.4%"
"46","Tyler Lockett (SEA)","6","9","63","10.5","24","0","0","0","0","0","0","1","9.3","9.3","91.6%"
"47","Brandin Cooks (HOU)","5","8","65","13.0","23","0","0","0","0","0","0","1","9.0","9.0","94.1%"
"48","Cameron Batson (ATL)","3","3","14","4.7","8","0","1","1","0","0","0","1","8.9","8.9","0.0%"
"49","A.J. Brown (PHI)","4","7","87","21.8","40","0","0","0","0","0","1","1","8.7","8.7","99.7%"
"50","N'Keal Harry (NE)","2","3","15","7.5","10","0","1","0","0","0","0","1","8.5","8.5","0.7%"
"51","Anthony Miller (PIT)","5","5","56","11.2","19","0","0","1","3","0","0","1","8.4","8.4","0.1%"
"52","Tee Higgins (CIN)","5","8","56","11.2","22","0","0","0","0","0","0","1","8.1","8.1","98.9%"
"53","Danny Amendola (FA)","3","5","62","20.7","23","0","0","0","0","0","0","1","7.7","7.7","0.1%"
