"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Derrick Henry (TEN)","23","188","8.2","68","1","2","2","2","3","1.5","0","0","1","32.1","32.1","99.9%"
"2","Dalvin Cook (MIN)","26","97","3.7","23","1","1","7","7","86","12.3","0","0","1","27.8","27.8","99.9%"
"3","Aaron Jones (GB)","13","93","7.2","28","1","3","0","0","0","0","0","0","1","27.3","27.3","99.7%"
"4","Christian McCaffrey (CAR)","20","108","5.4","18","0","1","6","7","33","5.5","0","0","1","23.1","23.1","99.9%"
"5","Melvin Gordon III (DEN)","22","108","4.9","24","1","1","1","1","25","25.0","0","0","1","19.8","19.8","88.2%"
"6","Ronald Jones II (KC)","11","29","2.6","11","0","1","8","8","77","9.6","0","1","1","18.6","18.6","80.1%"
"7","Josh Jacobs (LV)","16","71","4.4","18","0","1","3","5","30","10.0","0","0","1","17.6","17.6","97.3%"
"8","Chris Carson (SEA)","25","89","3.6","9","0","1","3","4","12","4.0","0","0","1","17.6","17.6","13.7%"
"9","Joe Mixon (CIN)","30","114","3.8","15","0","0","2","3","37","18.5","0","0","1","16.1","16.1","99.9%"
"10","Le'Veon Bell (FA)","18","34","1.9","4","0","1","4","4","34","8.5","0","0","1","14.8","14.8","0.2%"
"11","Brian Hill (SF)","20","61","3.1","15","0","0","1","2","10","10.0","1","0","1","13.6","13.6","0.0%"
"12","Nick Chubb (CLE)","20","116","5.8","24","3","0","2","4","5","2.5","0","0","1","13.1","13.1","99.6%"
"13","Austin Ekeler (LAC)","6","19","3.2","10","0","0","2","2","29","14.5","1","0","1","11.8","11.8","99.9%"
"14","Tarik Cohen (FA)","3","14","4.7","8","0","0","4","4","23","5.8","1","0","1","11.7","11.7","0.6%"
"15","Alvin Kamara (NO)","4","24","6.0","8","0","0","8","10","50","6.3","0","0","1","11.4","11.4","99.4%"
"16","Damien Williams (ATL)","19","77","4.1","15","0","0","5","5","32","6.4","0","1","1","11.4","11.4","2.0%"
