"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Austin Ekeler (LAC)","8","101","12.6","35","3","0","4","5","112","28.0","1","0","1","29.3","29.3","99.9%"
"2","Aaron Jones (GB)","16","134","8.4","42","2","1","6","7","58","9.7","0","0","1","28.2","28.2","99.7%"
"3","Joe Mixon (CIN)","23","146","6.3","26","1","1","3","4","40","13.3","0","0","1","26.1","26.1","99.9%"
"4","Raheem Mostert (MIA)","10","69","6.9","19","0","1","2","2","40","20.0","1","0","1","23.9","23.9","48.5%"
"5","Derrick Henry (TEN)","18","103","5.7","24","1","2","1","1","6","6.0","0","0","1","23.4","23.4","99.9%"
"6","Ezekiel Elliott (DAL)","19","81","4.3","31","1","2","2","5","12","6.0","0","0","1","22.3","22.3","97.6%"
"7","Boston Scott (PHI)","10","59","5.9","25","1","1","6","6","69","11.5","0","0","1","21.8","21.8","2.8%"
"8","Todd Gurley II (FA)","23","79","3.4","23","1","1","4","4","34","8.5","0","0","1","19.3","19.3","0.2%"
"9","Christian McCaffrey (CAR)","11","53","4.8","11","0","0","11","12","82","7.5","0","0","1","19.0","19.0","99.9%"
"10","DeAndre Washington (FA)","14","53","3.8","14","0","1","6","7","43","7.2","0","0","1","18.6","18.6","11.0%"
"11","Devonta Freeman (FA)","17","84","4.9","13","0","1","4","4","10","2.5","0","0","1","17.4","17.4","0.7%"
"12","Melvin Gordon III (DEN)","12","55","4.6","17","0","1","5","5","29","5.8","0","0","1","16.9","16.9","88.2%"
"13","Devin Singletary (BUF)","17","89","5.2","38","1","0","6","8","29","4.8","0","0","1","14.8","14.8","92.3%"
"14","Dalvin Cook (MIN)","18","62","3.4","9","0","1","2","2","13","6.5","0","0","1","14.5","14.5","99.9%"
"15","Kareem Hunt (CLE)","9","28","3.1","7","0","1","2","2","40","20.0","0","0","1","13.8","13.8","91.1%"
"16","Adrian Peterson (FA)","20","76","3.8","13","0","1","0","0","0","0","0","0","1","13.6","13.6","2.1%"
"17","Phillip Lindsay (IND)","16","51","3.2","8","0","1","2","2","4","2.0","0","0","1","12.5","12.5","1.3%"
"18","David Johnson (FA)","3","19","6.3","9","0","0","2","2","34","17.0","1","0","1","12.3","12.3","1.3%"
