"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"16","Kareem Hunt (CLE)","7","46","6.6","16","0","0","5","5","19","3.8","1","0","1","15.0","15.0","91.1%"
"17","Patrick Laird (FA)","10","5","0.5","4","0","1","4","5","43","10.8","0","0","1","14.8","14.8","0.0%"
"18","Austin Ekeler (LAC)","9","16","1.8","8","0","0","4","5","51","12.8","1","0","1","14.7","14.7","99.9%"
"19","Christian McCaffrey (CAR)","14","44","3.1","12","0","0","7","12","58","8.3","0","0","1","13.7","13.7","99.9%"
"20","Leonard Fournette (TB)","14","38","2.7","10","0","0","9","11","53","5.9","0","0","1","13.6","13.6","99.8%"
"21","Benny Snell Jr. (PIT)","16","63","3.9","14","0","1","1","1","4","4.0","0","0","1","13.2","13.2","1.0%"
"22","Saquon Barkley (NYG)","19","83","4.4","16","0","0","3","7","32","10.7","0","0","1","13.0","13.0","98.8%"
"23","Melvin Gordon III (DEN)","20","99","5.0","19","0","0","2","3","11","5.5","0","0","1","12.0","12.0","88.2%"
"24","Dalvin Cook (MIN)","9","29","3.2","9","0","1","3","4","35","11.7","0","1","1","11.9","11.9","99.9%"
"25","Nyheim Hines (IND)","4","22","5.5","14","0","1","2","2","18","9.0","0","0","1","11.0","11.0","51.0%"
"26","LeSean McCoy (FA)","5","10","2.0","6","0","1","3","3","20","6.7","0","0","1","10.5","10.5","2.0%"
"27","Alvin Kamara (NO)","11","61","5.5","24","1","0","4","8","23","5.8","0","0","1","10.4","10.4","99.4%"
"28","Darwin Thompson (SEA)","11","44","4.0","9","0","1","0","0","0","0","0","0","1","10.4","10.4","0.1%"
"29","Josh Jacobs (LV)","17","104","6.1","35","1","0","0","0","0","0","0","0","1","10.4","10.4","97.3%"
"30","Alexander Mattison (MIN)","4","22","5.5","15","0","0","4","5","51","12.8","0","0","1","9.3","9.3","56.5%"
"31","Le'Veon Bell (FA)","10","32","3.2","7","0","0","4","5","35","8.8","0","0","1","8.7","8.7","0.2%"
"32","Jamaal Williams (DET)","10","41","4.1","9","0","0","4","4","26","6.5","0","0","1","8.7","8.7","27.1%"
"33","Devonta Freeman (FA)","17","51","3.0","6","0","0","4","5","13","3.3","0","0","1","8.4","8.4","0.7%"
"34","Nick Chubb (CLE)","16","58","3.6","12","0","0","1","2","21","21.0","0","0","1","8.4","8.4","99.6%"
"35","Bo Scarbrough (FA)","21","83","4.0","15","0","0","0","0","0","0","0","0","1","8.3","8.3","0.0%"
"36","Darrel Williams (ARI)","6","13","2.2","15","0","0","1","2","3","3.0","1","0","1","8.1","8.1","21.8%"
"37","Phillip Lindsay (IND)","17","58","3.4","15","0","0","3","3","4","1.3","0","0","1","7.7","7.7","1.3%"
"38","Mark Ingram II (NO)","15","59","3.9","10","0","0","2","2","3","1.5","0","0","1","7.2","7.2","20.7%"
"39","Jordan Wilkins (TEN)","11","47","4.3","15","0","0","2","3","9","4.5","0","0","1","6.6","6.6","0.1%"
"40","DeAndre Washington (FA)","2","5","2.5","5","0","0","3","3","44","14.7","0","0","1","6.4","6.4","11.0%"
"41","Jaylen Samuels (FA)","7","32","4.6","8","0","0","2","2","22","11.0","0","0","1","6.4","6.4","0.1%"
"42","Kenyan Drake (LV)","13","31","2.4","9","0","0","2","5","20","10.0","0","0","1","6.1","6.1","6.7%"
"43","Tarik Cohen (FA)","3","9","3.0","5","0","0","4","4","26","6.5","0","0","1","5.5","5.5","0.6%"
"44","Brian Hill (SF)","4","13","3.3","8","0","0","3","3","24","8.0","0","0","1","5.2","5.2","0.0%"
"45","Aaron Jones (GB)","11","18","1.6","9","0","0","4","6","13","3.3","0","0","1","5.1","5.1","99.7%"
"46","Sony Michel (MIA)","10","45","4.5","17","0","0","0","0","0","0","0","0","1","4.5","4.5","18.5%"
"47","Ty Johnson (NYJ)","3","12","4.0","5","0","0","3","3","17","5.7","0","0","1","4.4","4.4","1.3%"
"48","Royce Freeman (HOU)","5","11","2.2","5","0","0","4","4","13","3.3","0","0","1","4.4","4.4","0.3%"
"49","J.D. McKissic (WAS)","2","9","4.5","9","0","0","3","3","15","5.0","0","0","1","3.9","3.9","45.5%"
"50","David Johnson (FA)","4","15","3.8","9","0","0","2","2","9","4.5","0","0","1","3.4","3.4","1.3%"
"51","Chris Thompson (FA)","3","14","4.7","9","0","0","1","2","15","15.0","0","0","1","3.4","3.4","0.0%"
"52","C.J. Ham (MIN)","0","0","0","0","0","0","2","2","42","21.0","0","1","1","3.2","3.2","0.1%"
"53","Myles Gaskin (MIA)","2","20","10.0","11","0","0","1","1","6","6.0","0","0","1","3.1","3.1","7.4%"
"54","Jonathan Williams (WAS)","8","14","1.8","10","0","0","1","1","11","11.0","0","0","1","3.0","3.0","0.1%"
"55","Malcolm Brown (FA)","6","30","5.0","12","0","0","0","1","0","0","0","0","1","3.0","3.0","0.1%"
"56","Frank Gore (FA)","9","11","1.2","5","0","0","1","1","14","14.0","0","0","1","3.0","3.0","12.1%"
"57","Travis Homer (SEA)","1","29","29.0","29","1","0","0","0","0","0","0","0","1","2.9","2.9","0.1%"
"58","Bilal Powell (FA)","4","14","3.5","6","0","0","2","2","4","2.0","0","0","1","2.8","2.8","0.0%"
"59","Alec Ingold (MIA)","1","4","4.0","4","0","0","2","2","13","6.5","0","0","1","2.7","2.7","0.0%"
"60","Carlos Hyde (FA)","10","17","1.7","4","0","0","1","1","5","5.0","0","0","1","2.7","2.7","0.2%"
"61","Gus Edwards (BAL)","6","15","2.5","4","0","0","1","1","7","7.0","0","0","1","2.7","2.7","28.5%"
"62","Dare Ogunbowale (HOU)","1","0","0.0","0","0","0","2","2","12","6.0","0","0","1","2.2","2.2","0.4%"
"63","Tevin Coleman (NYJ)","5","6","1.2","2","0","0","1","1","9","9.0","0","0","1","2.0","2.0","0.8%"
"64","Giovani Bernard (TB)","1","4","4.0","4","0","0","1","2","8","8.0","0","0","1","1.7","1.7","0.9%"
"65","Darrell Henderson Jr. (LAR)","4","17","4.3","13","0","0","0","0","0","0","0","0","1","1.7","1.7","44.2%"
"66","Kenjon Barner (TB)","0","0","0","0","0","0","2","2","6","3.0","0","0","1","1.6","1.6","0.1%"
"67","Rex Burkhead (HOU)","3","15","5.0","10","0","0","0","1","0","0","0","0","1","1.5","1.5","3.9%"
"68","Dion Lewis (FA)","0","0","0","0","0","0","1","1","9","9.0","0","0","1","1.4","1.4","2.0%"
"69","Jalen Richard (FA)","1","2","2.0","2","0","0","1","2","6","6.0","0","0","1","1.3","1.3","0.6%"
"70","Ty Montgomery (NE)","1","7","7.0","7","0","0","1","1","1","1.0","0","0","1","1.3","1.3","0.1%"
"71","Jeff Wilson Jr. (SF)","0","0","0","0","0","0","1","1","7","7.0","0","0","1","1.2","1.2","2.1%"
"72","Anthony Sherman (FA)","1","0","0.0","0","0","0","1","1","7","7.0","0","0","1","1.2","1.2","0.0%"
"73","Kerrith Whyte Jr. (FA)","3","10","3.3","5","0","0","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"74","Jay Ajayi (FA)","2","9","4.5","8","0","0","0","0","0","0","0","0","1","0.9","0.9","7.0%"
"75","Ronald Jones II (KC)","6","8","1.3","5","0","0","0","0","0","0","0","0","1","0.8","0.8","80.1%"
"76","Tony Pollard (DAL)","3","7","2.3","4","0","0","0","1","0","0","0","0","1","0.7","0.7","90.7%"
"77","Javorius Allen (FA)","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","0.1%"
"78","Keith Smith (ATL)","2","4","2.0","3","0","0","0","1","0","0","0","0","1","0.4","0.4","0.0%"
"79","Justice Hill (BAL)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","0.1%"
"80","T.J. Logan (FA)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"81","Latavius Murray (FA)","4","2","0.5","1","0","0","0","0","0","0","0","0","1","0.2","0.2","0.7%"
"82","Alex Armah Jr. (WAS)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"83","Elijhaa Penny (FA)","2","2","1.0","2","0","0","0","1","0","0","0","0","1","0.2","0.2","0.0%"
"84","Antonio Williams (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"85","Kennedy Brooks (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","Sandro Platzgummer (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"88","Josh Hokit (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Jaret Patterson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"90","Jonathan Ward (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"91","Nathan Cottrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Zamir White (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.3%"
"93","Brian Robinson Jr. (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0%"
"94","Gabe Nabers (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"95","Pooka Williams Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Jermar Jefferson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"97","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","Deon Jackson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"99","Mekhi Sargent (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Raheem Blackshear (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Demetric Felton Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"102","CJ Verdell (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Giovanni Ricci (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Chuba Hubbard (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.6%"
"105","Ryquell Armstead (JAC)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.1%"
"106","Qadree Ollison (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"107","Elijah Holyfield (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Damien Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.4%"
"109","Trevon Wesco (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"110","Andrew Beck (DEN)","0","0","0","0","0","0","1","1","11","11.0","0","0","1","0.0","0.0","0.0%"
"111","Cullen Gillaspia (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"112","Chandler Cox (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"113","Jakob Johnson (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"114","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"115","Devine Ozigbo (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"116","Mike Weber (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Damarea Crockett (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"118","John Lovett (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Reggie Bonnafon (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"120","Mike Boone (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.4%"
"121","Ryan Nall (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","De'Lance Turner (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"123","Johnny Stanton (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Dontrell Hilliard (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.3%"
"125","Khari Blasingame (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"126","Patrick Taylor Jr. (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"127","Larry Rountree III (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"128","DeeJay Dallas (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"129","Darius Bradwell (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Tony Jones Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"131","Ty Chandler (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"132","Darius Anderson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Salvon Ahmed (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"134","Joshua Kelley (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"135","Rico Dowdle (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"136","Jason Huntley (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"137","Ty'Son Williams (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"138","James Robinson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78.0%"
"139","JaMycal Hasty (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"140","Antonio Gibson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.9%"
"141","J.J. Taylor (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"142","Derrick Gore (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"143","D'Ernest Johnson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.3%"
"144","Craig Reynolds (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"145","D'Andre Swift (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.7%"
"146","Jonathan Taylor (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"147","AJ Dillon (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.6%"
"148","Trey Sermon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.8%"
"149","Darrynton Evans (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"150","Caleb Huntley (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Anthony McFarland Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"152","Eno Benjamin (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"153","Ke'Shawn Vaughn (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.7%"
"154","Travis Etienne Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.1%"
"155","La'Mical Perine (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"156","Clyde Edwards-Helaire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.6%"
"157","Kylin Hill (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"158","Najee Harris (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.9%"
"159","Cam Akers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.6%"
"160","Zack Moss (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.2%"
"161","J.K. Dobbins (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.0%"
"162","Avery Williams (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Spencer Brown (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Kene Nwangwu (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"165","Jake Funk (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"166","Gary Brightwell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"167","Sincere McCormick (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Keaontay Ingram (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"169","Gerrid Doaks (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Ben Mason (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Adam Prentice (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Nate McCrary (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Josh Johnson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Kenneth Gainwell (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.3%"
"175","Nick Ralston (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","A.J. Rose Jr. (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","JaQuan Hardy (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"178","Tory Carter (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Isaiah Spiller (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31.0%"
"180","Jerrion Ealy (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Kyren Williams (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"182","Zonovan Knight (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Ricky Person Jr. (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Snoop Conner (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"185","Ken Walker III (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80.9%"
"186","Kevin Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"187","Connor Heyward (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"188","Zonovan Knight (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Brittain Brown (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"190","Aaron Shampklin (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Shermari Jones (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Tyreik McAllister (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Julius Chestnut (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","ZaQuandre White (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","BJ Baylor (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Kevin Marks Jr. (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","John Lovett (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Tyler Badie (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"199","Trestan Ebner (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"200","TJ Pledger (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Ronnie Rivers (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Leddie Brown (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Zander Horvath (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Mataeo Durant (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Jeremiah Hall (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","Rachaad White (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.9%"
"207","D'Vonte Price (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Hassan Haskins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.9%"
"209","Abram Smith (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"210","Tayon Fleet-Davis (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Isaih Pacheco (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"212","Bryant Koback (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Jaylen Warren (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","De'Montre Tuggle (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Malik Davis (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Greg Bell (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Pierre Strong Jr. (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"218","Tyler Allgeier (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25.0%"
"219","Tyrion Davis-Price (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.1%"
"220","Elijah Mitchell (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.5%"
"221","Chris Evans (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"222","Khalil Herbert (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.4%"
"223","Javian Hawkins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"224","Javonte Williams (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.5%"
"225","Michael Carter (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86.2%"
"226","Rhamondre Stevenson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83.0%"
"227","Paul Quessenberry (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","James Cook (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80.8%"
"229","Breece Hall (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.8%"
"230","Tyler Goodson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Jordan Mason (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Jashaun Corbin (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Dameon Pierce (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37.9%"
"234","Jerome Ford (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"235","Kyle Juszczyk (SF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"236","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Chad Spann (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Taiwan Jones (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"240","Nick Bellore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","Isaac Odim (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"242","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","Cordarrelle Patterson (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","92.0%"
"244","Jamize Olawale (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"245","Brandon Bolden (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"246","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"247","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"249","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"250","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
