"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Nick Chubb (CLE)","20","165","8.3","88","1","3","3","4","18","6.0","0","0","1","37.8","37.8","99.6%"
"2","Jordan Howard (FA)","15","87","5.8","19","0","2","3","4","28","9.3","1","0","1","31.0","31.0","0.6%"
"3","Christian McCaffrey (CAR)","27","93","3.4","13","0","1","10","10","86","8.6","0","0","1","28.9","28.9","99.9%"
"4","Austin Ekeler (LAC)","18","60","3.3","9","0","1","5","5","62","12.4","1","0","1","26.7","26.7","99.9%"
"5","Leonard Fournette (TB)","29","225","7.8","81","2","0","2","3","20","10.0","0","0","1","25.5","25.5","99.8%"
"6","Wayne Gallman Jr. (FA)","18","63","3.5","22","1","1","6","7","55","9.2","1","1","1","24.8","24.8","0.0%"
"7","Todd Gurley II (FA)","5","16","3.2","13","0","2","7","11","54","7.7","0","0","1","22.5","22.5","0.2%"
"8","James Conner (ARI)","10","42","4.2","21","1","0","8","8","83","10.4","1","0","1","22.5","22.5","98.6%"
"9","Jaylen Samuels (FA)","10","26","2.6","13","0","1","8","8","57","7.1","0","0","1","19.5","19.5","0.1%"
"10","David Johnson (FA)","11","40","3.6","14","0","0","8","11","99","12.4","0","0","1","17.9","17.9","1.3%"
"11","Darrel Williams (ARI)","8","13","1.6","8","0","2","3","4","43","14.3","0","1","1","17.1","17.1","21.8%"
"12","Chris Carson (SEA)","22","104","4.7","12","0","0","4","4","41","10.3","0","0","1","16.5","16.5","13.7%"
"13","Dalvin Cook (MIN)","14","35","2.5","9","0","1","6","8","35","5.8","0","0","1","16.0","16.0","99.9%"
"14","LeSean McCoy (FA)","11","56","5.1","39","1","1","2","4","33","16.5","0","0","1","15.9","15.9","2.0%"
"15","Aaron Jones (GB)","13","21","1.6","7","0","1","6","7","37","6.2","0","0","1","14.8","14.8","99.7%"
"16","Kerryon Johnson (FA)","26","125","4.8","14","0","0","2","3","32","16.0","0","1","1","14.7","14.7","0.0%"
"17","Ronald Jones II (KC)","19","70","3.7","24","1","1","1","1","12","12.0","0","0","1","14.7","14.7","80.1%"
"18","Devonta Freeman (FA)","12","28","2.3","8","0","0","8","9","72","9.0","0","0","1","14.0","14.0","0.7%"
"19","Ezekiel Elliott (DAL)","18","35","1.9","6","0","1","6","7","30","5.0","0","1","1","13.5","13.5","97.6%"
"20","Dontrell Hilliard (TEN)","6","27","4.5","11","0","1","2","3","27","13.5","0","0","1","12.4","12.4","2.3%"
"21","Josh Jacobs (LV)","17","79","4.6","16","0","0","2","2","29","14.5","0","0","1","11.8","11.8","97.3%"
"22","Ryquell Armstead (JAC)","8","42","5.3","16","0","0","1","1","7","7.0","1","0","1","11.4","11.4","0.1%"
"23","Derrick Henry (TEN)","27","100","3.7","16","0","0","1","1","8","8.0","0","0","1","11.3","11.3","99.9%"
"24","Frank Gore (FA)","17","109","6.4","41","2","0","0","1","0","0","0","0","1","10.9","10.9","12.1%"
"25","Troymaine Pope (FA)","10","20","2.0","8","0","0","2","2","14","7.0","1","0","1","10.4","10.4","0.0%"
"26","Alvin Kamara (NO)","17","69","4.1","13","0","0","3","3","20","6.7","0","0","1","10.4","10.4","99.4%"
"27","Ito Smith (FA)","2","11","5.5","10","0","1","2","4","20","10.0","0","0","1","10.1","10.1","0.0%"
"28","James White (NE)","1","1","1.0","1","0","0","8","10","57","7.1","0","0","1","9.8","9.8","10.1%"
"29","T.J. Yeldon (FA)","0","0","0","0","0","0","4","4","68","17.0","0","0","1","8.8","8.8","0.0%"
"30","Kenyan Drake (LV)","9","44","4.9","10","0","0","3","5","29","9.7","0","0","1","8.8","8.8","6.7%"
"31","Duke Johnson Jr. (BUF)","6","56","9.3","40","1","0","2","3","22","11.0","0","0","1","8.8","8.8","0.9%"
"32","Tarik Cohen (FA)","5","11","2.2","6","0","0","2","5","7","3.5","1","0","1","8.8","8.8","0.6%"
"33","Carlos Hyde (FA)","12","58","4.8","25","1","0","4","5","6","1.5","0","0","1","8.4","8.4","0.2%"
"34","Joe Mixon (CIN)","15","62","4.1","15","0","0","4","5","1","0.3","0","0","1","8.3","8.3","99.9%"
"35","David Montgomery (CHI)","21","53","2.5","7","0","0","3","5","14","4.7","0","0","1","8.2","8.2","98.0%"
"36","Chris Thompson (FA)","4","4","1.0","3","0","0","4","5","56","14.0","0","0","1","8.0","8.0","0.0%"
"37","Peyton Barber (FA)","9","19","2.1","7","0","1","0","1","0","0","0","0","1","7.9","7.9","0.6%"
"38","Mark Ingram II (NO)","12","71","5.9","18","0","0","1","1","0","0.0","0","1","1","7.6","7.6","20.7%"
"39","Nyheim Hines (IND)","3","6","2.0","4","0","0","6","6","39","6.5","0","0","1","7.5","7.5","51.0%"
"40","Miles Sanders (PHI)","11","72","6.5","30","1","0","0","0","0","0","0","0","1","7.2","7.2","92.6%"
"41","Royce Freeman (HOU)","6","16","2.7","5","0","0","4","6","34","8.5","0","0","1","7.0","7.0","0.3%"
"42","Phillip Lindsay (IND)","9","53","5.9","28","1","0","1","1","7","7.0","0","0","1","6.5","6.5","1.3%"
"43","C.J. Prosise (FA)","3","4","1.3","9","0","1","0","0","0","0","0","0","1","6.4","6.4","0.0%"
"44","Brandon Bolden (LV)","1","4","4.0","4","0","1","0","0","0","0","0","0","1","6.4","6.4","0.7%"
"45","Sony Michel (MIA)","17","63","3.7","15","0","0","0","0","0","0","0","0","1","6.3","6.3","18.5%"
"46","J.D. McKissic (WAS)","4","30","7.5","26","1","0","1","2","11","11.0","0","0","1","4.6","4.6","45.5%"
"47","Mark Walton (FA)","6","23","3.8","11","0","0","2","2","11","5.5","0","0","1","4.4","4.4","2.0%"
"48","Gus Edwards (BAL)","6","28","4.7","14","0","0","1","1","8","8.0","0","0","1","4.1","4.1","28.5%"
"49","Dion Lewis (FA)","4","16","4.0","7","0","0","4","5","4","1.0","0","0","1","4.0","4.0","2.0%"
"50","Giovani Bernard (TB)","1","3","3.0","3","0","0","4","6","16","4.0","0","0","1","3.9","3.9","0.9%"
"51","Marlon Mack (HOU)","11","39","3.5","18","0","0","0","0","0","0","0","0","1","3.9","3.9","54.0%"
"52","Chase Edmonds (MIA)","6","37","6.2","10","0","0","0","0","0","0","0","0","1","3.7","3.7","88.5%"
"53","DeAndre Washington (FA)","6","18","3.0","7","0","0","2","3","8","4.0","0","0","1","3.6","3.6","11.0%"
"54","Jordan Wilkins (TEN)","4","17","4.3","6","0","0","1","1","11","11.0","0","0","1","3.3","3.3","0.1%"
"55","Dare Ogunbowale (HOU)","1","0","0.0","0","0","0","3","4","16","5.3","0","0","1","3.1","3.1","0.4%"
"56","Adrian Peterson (FA)","11","28","2.5","9","0","0","0","0","0","0","0","0","1","2.8","2.8","2.1%"
"57","Danny Vitale (FA)","1","3","3.0","3","0","0","2","3","15","7.5","0","0","1","2.8","2.8","0.0%"
"58","Justice Hill (BAL)","2","8","4.0","5","0","0","2","2","9","4.5","0","0","1","2.7","2.7","0.1%"
"59","Derek Watt (PIT)","0","0","0","0","0","0","1","1","21","21.0","0","0","1","2.6","2.6","0.2%"
"60","C.J. Ham (MIN)","0","0","0","0","0","0","3","4","10","3.3","0","0","1","2.5","2.5","0.1%"
"61","Latavius Murray (FA)","4","14","3.5","5","0","0","1","1","6","6.0","0","0","1","2.5","2.5","0.7%"
"62","Ameer Abdullah (LV)","0","0","0","0","0","0","2","3","14","7.0","0","0","1","2.4","2.4","0.8%"
"63","Jalen Richard (FA)","4","17","4.3","13","0","0","1","1","1","1.0","0","0","1","2.3","2.3","0.6%"
"64","Wendell Smallwood (FA)","0","0","0","0","0","0","1","1","14","14.0","0","0","1","1.9","1.9","0.0%"
"65","Ty Johnson (NYJ)","3","13","4.3","6","0","0","1","1","1","1.0","0","0","1","1.9","1.9","1.3%"
