"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Christian McCaffrey (CAR)","19","128","6.7","23","1","2","10","11","81","8.1","0","0","1","37.9","37.9","99.9%"
"2","Austin Ekeler (LAC)","12","58","4.8","19","0","1","6","7","96","16.0","2","0","1","36.4","36.4","99.9%"
"3","Derrick Henry (TEN)","19","84","4.4","18","0","1","1","2","75","75.0","1","0","1","28.4","28.4","99.9%"
"4","Marlon Mack (HOU)","25","174","7.0","63","2","1","0","0","0","0","0","0","1","25.4","25.4","54.0%"
"5","Dalvin Cook (MIN)","21","111","5.3","22","2","2","2","2","9","4.5","0","0","1","25.0","25.0","99.9%"
"6","Josh Jacobs (LV)","23","85","3.7","13","0","2","1","1","28","28.0","0","0","1","23.8","23.8","97.3%"
"7","David Johnson (FA)","18","82","4.6","18","0","0","6","7","55","9.2","1","0","1","22.7","22.7","1.3%"
"8","Mark Ingram II (NO)","14","107","7.6","49","1","2","0","0","0","0","0","0","1","22.7","22.7","20.7%"
"9","Chris Carson (SEA)","15","46","3.1","21","1","1","6","7","34","5.7","1","1","1","21.0","21.0","13.7%"
"10","Alvin Kamara (NO)","13","97","7.5","28","2","0","7","8","72","10.3","0","0","1","20.4","20.4","99.4%"
"11","Le'Veon Bell (FA)","17","60","3.5","12","0","0","6","9","32","5.3","1","0","1","20.2","20.2","0.2%"
"12","Malcolm Brown (FA)","11","53","4.8","17","0","2","0","0","0","0","0","0","1","17.3","17.3","0.1%"
"13","Saquon Barkley (NYG)","11","120","10.9","59","1","0","4","6","19","4.8","0","0","1","15.9","15.9","98.8%"
"14","Damien Williams (ATL)","13","26","2.0","6","0","1","6","6","39","6.5","0","0","1","15.5","15.5","2.0%"
"15","Ezekiel Elliott (DAL)","13","53","4.1","10","0","1","1","2","10","10.0","0","0","1","12.8","12.8","97.6%"
"16","Devin Singletary (BUF)","4","70","17.5","23","2","0","5","6","28","5.6","0","0","1","12.3","12.3","92.3%"
"17","Latavius Murray (FA)","6","43","7.2","30","1","1","2","3","4","2.0","0","0","1","11.7","11.7","0.7%"
"18","Wayne Gallman Jr. (FA)","2","17","8.5","15","0","1","3","3","24","8.0","0","0","1","11.6","11.6","0.0%"
"19","Chris Thompson (FA)","3","10","3.3","7","0","0","7","10","68","9.7","0","0","1","11.3","11.3","0.0%"
"20","Duke Johnson Jr. (BUF)","9","57","6.3","32","1","0","4","5","33","8.3","0","0","1","11.0","11.0","0.9%"
"21","Rex Burkhead (HOU)","8","44","5.5","11","0","0","5","8","41","8.2","0","0","1","11.0","11.0","3.9%"
"22","James White (NE)","4","26","6.5","9","0","0","5","7","56","11.2","0","0","1","10.7","10.7","10.1%"
"23","Todd Gurley II (FA)","14","97","6.9","25","1","0","1","1","4","4.0","0","0","1","10.6","10.6","0.2%"
"24","Nick Chubb (CLE)","17","75","4.4","15","0","0","3","4","10","3.3","0","0","1","10.0","10.0","99.6%"
"25","Darren Sproles (FA)","9","47","5.2","17","0","0","3","3","16","5.3","0","0","1","9.8","9.8","0.1%"
"26","Ronald Jones II (KC)","13","75","5.8","16","0","0","1","1","18","18.0","0","0","1","9.8","9.8","80.1%"
"27","LeSean McCoy (FA)","10","81","8.1","31","1","0","1","1","12","12.0","0","0","1","9.8","9.8","2.0%"
"28","Leonard Fournette (TB)","13","66","5.1","14","0","0","4","6","28","7.0","0","1","1","9.4","9.4","99.8%"
"29","Carlos Hyde (FA)","10","83","8.3","20","1","0","1","1","2","2.0","0","0","1","9.0","9.0","0.2%"
"30","Tarik Cohen (FA)","0","0","0","0","0","0","8","10","49","6.1","0","0","1","8.9","8.9","0.6%"
"31","Phillip Lindsay (IND)","11","43","3.9","9","0","0","4","6","23","5.8","0","0","1","8.6","8.6","1.3%"
"32","James Conner (ARI)","10","21","2.1","5","0","0","4","4","44","11.0","0","0","1","8.5","8.5","98.6%"
"33","Dontrell Hilliard (TEN)","1","4","4.0","4","0","1","1","2","14","14.0","0","0","1","8.3","8.3","2.3%"
"34","Giovani Bernard (TB)","7","21","3.0","11","0","0","2","3","42","21.0","0","0","1","7.3","7.3","0.9%"
"35","Kerryon Johnson (FA)","16","49","3.1","9","0","0","2","2","13","6.5","0","0","1","7.2","7.2","0.0%"
"36","Justin Jackson (FA)","6","57","9.5","24","2","0","1","3","4","4.0","0","0","1","6.6","6.6","1.7%"
"37","Mike Davis (BAL)","5","19","3.8","8","0","0","6","7","17","2.8","0","0","1","6.6","6.6","2.7%"
"38","Tevin Coleman (NYJ)","6","23","3.8","12","0","0","2","3","33","16.5","0","0","1","6.6","6.6","0.8%"
"39","Royce Freeman (HOU)","10","56","5.6","26","1","0","1","1","5","5.0","0","0","1","6.6","6.6","0.3%"
"40","Jordan Howard (FA)","6","44","7.3","17","0","0","2","3","11","5.5","0","0","1","6.5","6.5","0.6%"
"41","Alex Armah Jr. (WAS)","1","1","1.0","1","0","1","0","0","0","0","0","0","1","6.1","6.1","0.0%"
"42","Gus Edwards (BAL)","17","56","3.3","11","0","0","0","0","0","0","0","0","1","5.6","5.6","28.5%"
"43","Peyton Barber (FA)","8","33","4.1","14","0","0","2","4","12","6.0","0","0","1","5.5","5.5","0.6%"
"44","Dare Ogunbowale (HOU)","0","0","0","0","0","0","4","5","33","8.3","0","0","1","5.3","5.3","0.4%"
"45","Derrius Guice (FA)","10","18","1.8","5","0","0","3","3","20","6.7","0","0","1","5.3","5.3","1.1%"
"46","David Montgomery (CHI)","6","18","3.0","6","0","0","1","1","27","27.0","0","0","1","5.0","5.0","98.0%"
"47","Alexander Mattison (MIN)","9","49","5.4","23","1","0","0","0","0","0","0","0","1","4.9","4.9","56.5%"
"48","D'Ernest Johnson (CLE)","1","13","13.0","13","0","0","2","2","23","11.5","0","0","1","4.6","4.6","4.3%"
"49","Ito Smith (FA)","6","31","5.2","16","0","0","1","1","9","9.0","0","0","1","4.5","4.5","0.0%"
"50","Raheem Mostert (MIA)","9","40","4.4","18","0","0","1","1","0","0.0","0","0","1","4.5","4.5","48.5%"
"51","Aaron Jones (GB)","13","39","3.0","9","0","0","1","1","0","0.0","0","0","1","4.4","4.4","99.7%"
"52","Matt Breida (NYG)","15","37","2.5","13","0","0","0","1","0","0","0","0","1","3.7","3.7","1.7%"
"53","Nyheim Hines (IND)","4","13","3.3","6","0","0","4","4","4","1.0","0","0","1","3.7","3.7","51.0%"
"54","Kenyan Drake (LV)","4","12","3.0","9","0","0","2","3","15","7.5","0","0","1","3.7","3.7","6.7%"
"55","C.J. Anderson (FA)","11","35","3.2","9","0","0","0","0","0","0","0","0","1","3.5","3.5","1.0%"
"56","J.D. McKissic (WAS)","0","0","0","0","0","0","2","2","24","12.0","0","0","1","3.4","3.4","45.5%"
"57","Miles Sanders (PHI)","11","25","2.3","19","0","0","1","2","2","2.0","0","0","1","3.2","3.2","92.6%"
"58","Dion Lewis (FA)","3","7","2.3","6","0","0","3","4","6","2.0","0","0","1","2.8","2.8","2.0%"
"59","Justice Hill (BAL)","7","27","3.9","13","0","0","0","0","0","0","0","0","1","2.7","2.7","0.1%"
"60","Joe Mixon (CIN)","6","10","1.7","6","0","0","2","3","7","3.5","0","0","1","2.7","2.7","99.9%"
"61","Devonta Freeman (FA)","8","19","2.4","5","0","0","3","4","12","4.0","0","1","1","2.6","2.6","0.7%"
"62","Jamaal Williams (DET)","5","0","0.0","5","0","0","2","2","15","7.5","0","0","1","2.5","2.5","27.1%"
"63","Tony Pollard (DAL)","13","24","1.8","6","0","0","0","0","0","0","0","0","1","2.4","2.4","90.7%"
"64","Frank Gore (FA)","11","20","1.8","9","0","0","0","0","0","0","0","0","1","2.0","2.0","12.1%"
"65","Anthony Sherman (FA)","0","0","0","0","0","0","1","1","15","15.0","0","0","1","2.0","2.0","0.0%"
"66","Patrick DiMarco (FA)","0","0","0","0","0","0","2","2","9","4.5","0","0","1","1.9","1.9","0.0%"
"67","Rashaad Penny (SEA)","6","18","3.0","5","0","0","0","0","0","0","0","0","1","1.8","1.8","89.3%"
"68","Kalen Ballage (FA)","5","-1","-0.2","6","0","0","1","1","13","13.0","0","0","1","1.7","1.7","0.0%"
"69","Sony Michel (MIA)","15","14","0.9","5","0","0","0","0","0","0","0","0","1","1.4","1.4","18.5%"
"70","Jaylen Samuels (FA)","2","4","2.0","2","0","0","1","2","2","2.0","0","0","1","1.1","1.1","0.1%"
"71","Ameer Abdullah (LV)","2","8","4.0","6","0","0","0","0","0","0","0","0","1","0.8","0.8","0.8%"
"72","Darwin Thompson (SEA)","0","0","0","0","0","0","1","1","3","3.0","0","0","1","0.8","0.8","0.1%"
"73","DeAndre Washington (FA)","2","8","4.0","7","0","0","0","0","0","0","0","0","1","0.8","0.8","11.0%"
"74","Ryquell Armstead (JAC)","1","7","7.0","7","0","0","0","1","0","0","0","0","1","0.7","0.7","0.1%"
"75","Brandon Bolden (LV)","1","7","7.0","7","0","0","0","0","0","0","0","0","1","0.7","0.7","0.7%"
"76","Ty Johnson (NYJ)","1","6","6.0","6","0","0","0","0","0","0","0","0","1","0.6","0.6","1.3%"
"77","Chase Edmonds (MIA)","1","5","5.0","5","0","0","0","1","0","0","0","0","1","0.5","0.5","88.5%"
"78","Nick Bawden (NYJ)","0","0","0","0","0","0","1","1","0","0.0","0","0","1","0.5","0.5","0.0%"
"79","Ty Montgomery (NE)","2","4","2.0","2","0","0","0","0","0","0","0","0","1","0.4","0.4","0.1%"
"80","Derek Watt (PIT)","2","4","2.0","2","0","0","0","0","0","0","0","0","1","0.4","0.4","0.2%"
"81","Elijhaa Penny (FA)","2","3","1.5","2","0","0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"82","Jalen Richard (FA)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","0.6%"
"83","Mark Walton (FA)","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","2.0%"
"84","Mekhi Sargent (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","Demetric Felton Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"86","CJ Verdell (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Raheem Blackshear (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"88","Sandro Platzgummer (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Kennedy Brooks (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"90","Jaret Patterson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"91","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Antonio Williams (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"93","Chuba Hubbard (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.6%"
"94","Giovanni Ricci (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Jonathan Ward (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"96","Nathan Cottrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Deon Jackson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"98","Zamir White (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.3%"
"99","Brian Robinson Jr. (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0%"
"100","Pooka Williams Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Jermar Jefferson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"102","Josh Hokit (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Gabe Nabers (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"105","DeeJay Dallas (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"106","Alec Ingold (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"107","Trevon Wesco (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"108","Qadree Ollison (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"109","Jordan Scarlett (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"110","Elijah Holyfield (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Darrell Henderson Jr. (LAR)","1","0","0.0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","44.2%"
"112","Damien Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.4%"
"113","Cullen Gillaspia (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"114","Chandler Cox (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"115","Jakob Johnson (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"116","Devine Ozigbo (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"118","Mike Weber (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Damarea Crockett (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"120","Travis Homer (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"121","Benny Snell Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"122","Reggie Bonnafon (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"123","Donnie Ernsberger (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"124","Mike Boone (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.4%"
"125","Ryan Nall (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Jordan Chunn (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"127","De'Lance Turner (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"128","Johnny Stanton (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Jeff Wilson Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.1%"
"130","Andrew Beck (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"131","Patrick Taylor Jr. (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"132","Larry Rountree III (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"133","Darius Bradwell (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Tony Jones Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"135","Ty Chandler (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"136","Darius Anderson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Salvon Ahmed (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"138","J.J. Taylor (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"139","Jason Huntley (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"140","Rico Dowdle (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"141","Ty'Son Williams (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"142","James Robinson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78.0%"
"143","JaMycal Hasty (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"144","Antonio Gibson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.9%"
"145","Joshua Kelley (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"146","Craig Reynolds (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"147","Khari Blasingame (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","John Lovett (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Derrick Gore (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"150","D'Andre Swift (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.7%"
"151","Ke'Shawn Vaughn (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.7%"
"152","Trey Sermon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.8%"
"153","Darrynton Evans (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"154","Caleb Huntley (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Anthony McFarland Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"156","Eno Benjamin (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"157","AJ Dillon (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.6%"
"158","Jonathan Taylor (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"159","La'Mical Perine (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"160","Clyde Edwards-Helaire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.6%"
"161","Kylin Hill (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"162","Najee Harris (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.9%"
"163","Cam Akers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.6%"
"164","Zack Moss (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.2%"
"165","J.K. Dobbins (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.0%"
"166","Travis Etienne Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.1%"
