"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Dalvin Cook (MIN)","20","154","7.7","75","1","1","3","3","37","12.3","0","0","1","26.6","26.6","99.9%"
"2","Aaron Jones (GB)","23","116","5.0","15","0","1","4","6","34","8.5","0","0","1","23.0","23.0","99.7%"
"3","Raheem Mostert (MIA)","13","83","6.4","20","1","0","3","4","68","22.7","1","0","1","22.6","22.6","48.5%"
"4","Saquon Barkley (NYG)","18","107","5.9","27","1","1","3","7","28","9.3","0","0","1","21.0","21.0","98.8%"
"5","Austin Ekeler (LAC)","17","66","3.9","12","0","1","6","6","67","11.2","0","1","1","20.3","20.3","99.9%"
"6","Ezekiel Elliott (DAL)","23","111","4.8","27","1","1","2","2","9","4.5","0","0","1","19.0","19.0","97.6%"
"7","Nick Chubb (CLE)","18","62","3.4","19","0","1","4","4","36","9.0","0","0","1","17.8","17.8","99.6%"
"8","Derrick Henry (TEN)","15","82","5.5","18","0","1","2","3","12","6.0","0","0","1","16.4","16.4","99.9%"
"9","Le'Veon Bell (FA)","21","68","3.2","8","0","0","10","10","61","6.1","0","1","1","15.9","15.9","0.2%"
"10","Kerryon Johnson (FA)","12","41","3.4","9","0","0","2","3","47","23.5","1","0","1","15.8","15.8","0.0%"
"11","Peyton Barber (FA)","23","82","3.6","16","0","1","1","1","7","7.0","0","0","1","15.4","15.4","0.6%"
"12","Jeff Wilson Jr. (SF)","10","34","3.4","14","0","2","0","0","0","0","0","0","1","15.4","15.4","2.1%"
"13","Frank Gore (FA)","19","68","3.6","9","0","1","2","2","15","7.5","0","0","1","15.3","15.3","12.1%"
"14","Todd Gurley II (FA)","16","63","3.9","20","1","1","3","4","4","1.3","0","0","1","14.2","14.2","0.2%"
"15","Matt Breida (NYG)","12","121","10.1","34","1","0","1","1","11","11.0","0","0","1","13.7","13.7","1.7%"
"16","David Montgomery (CHI)","18","62","3.4","12","0","1","1","3","6","6.0","0","0","1","13.3","13.3","98.0%"
"17","Rashaad Penny (SEA)","10","62","6.2","37","1","1","1","1","3","3.0","0","0","1","13.0","13.0","89.3%"
"18","Royce Freeman (HOU)","11","54","4.9","14","0","0","5","7","48","9.6","0","0","1","12.7","12.7","0.3%"
"19","Sony Michel (MIA)","21","83","4.0","12","0","1","0","0","0","0","0","1","1","12.3","12.3","18.5%"
"20","James Conner (ARI)","11","33","3.0","14","0","1","3","4","12","4.0","0","0","1","12.0","12.0","98.6%"
"21","Devin Singletary (BUF)","6","57","9.5","20","1","1","0","0","0","0","0","0","1","11.7","11.7","92.3%"
"22","Jamaal Williams (DET)","9","28","3.1","10","0","0","3","4","13","4.3","1","0","1","11.6","11.6","27.1%"
"23","Leonard Fournette (TB)","15","47","3.1","14","0","0","4","6","40","10.0","0","0","1","10.7","10.7","99.8%"
"24","James White (NE)","3","10","3.3","5","0","0","3","4","19","6.3","1","0","1","10.4","10.4","10.1%"
"25","Adrian Peterson (FA)","10","25","2.5","10","0","1","2","2","7","3.5","0","0","1","10.2","10.2","2.1%"
"26","Josh Jacobs (LV)","12","99","8.3","51","1","0","0","0","0","0","0","0","1","9.9","9.9","97.3%"
"27","Jordan Wilkins (TEN)","5","82","16.4","55","1","0","1","1","4","4.0","0","0","1","9.1","9.1","0.1%"
"28","Carlos Hyde (FA)","20","90","4.5","14","0","0","0","0","0","0","0","0","1","9.0","9.0","0.2%"
"29","Mark Ingram II (NO)","13","47","3.6","16","0","0","2","2","30","15.0","0","0","1","8.7","8.7","20.7%"
"30","Phillip Lindsay (IND)","13","36","2.8","9","0","0","4","7","30","7.5","0","0","1","8.6","8.6","1.3%"
"31","Chris Carson (SEA)","15","60","4.0","21","1","0","3","3","27","9.0","0","1","1","8.2","8.2","13.7%"
"32","David Johnson (FA)","7","14","2.0","4","0","1","1","1","0","0.0","0","0","1","7.9","7.9","1.3%"
"33","Devonta Freeman (FA)","11","22","2.0","9","0","0","3","4","42","14.0","0","0","1","7.9","7.9","0.7%"
"34","Rex Burkhead (HOU)","5","21","4.2","12","0","0","2","2","47","23.5","0","0","1","7.8","7.8","3.9%"
"35","Chris Thompson (FA)","2","3","1.5","2","0","0","5","8","48","9.6","0","0","1","7.6","7.6","0.0%"
"36","Marlon Mack (HOU)","20","51","2.6","10","0","0","2","3","12","6.0","0","0","1","7.3","7.3","54.0%"
"37","Kenyan Drake (LV)","6","19","3.2","9","0","0","5","6","29","5.8","0","0","1","7.3","7.3","6.7%"
"38","Damien Williams (ATL)","9","8","0.9","5","0","0","3","5","48","16.0","0","0","1","7.1","7.1","2.0%"
