"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Aaron Jones (GB)","13","67","5.2","9","0","0","7","8","159","22.7","2","0","1","38.1","38.1","99.7%"
"2","Tevin Coleman (NYJ)","11","105","9.5","48","2","3","2","2","13","6.5","1","0","1","36.8","36.8","0.8%"
"3","Latavius Murray (FA)","21","102","4.9","28","1","1","9","12","55","6.1","1","0","1","32.2","32.2","0.7%"
"4","Dalvin Cook (MIN)","23","98","4.3","11","0","1","5","6","73","14.6","0","0","1","25.6","25.6","99.9%"
"5","Christian McCaffrey (CAR)","14","117","8.4","40","2","1","4","5","38","9.5","0","0","1","25.5","25.5","99.9%"
"6","Saquon Barkley (NYG)","19","64","3.4","13","0","0","8","10","79","9.9","1","0","1","24.3","24.3","98.8%"
"7","David Montgomery (CHI)","27","135","5.0","55","1","1","4","5","12","3.0","0","0","1","22.7","22.7","98.0%"
"8","James Conner (ARI)","23","145","6.3","25","1","1","3","4","5","1.7","0","0","1","22.5","22.5","98.6%"
"9","Miles Sanders (PHI)","3","74","24.7","65","1","1","3","3","44","14.7","0","0","1","21.3","21.3","92.6%"
"10","Jordan Howard (FA)","23","96","4.2","20","1","1","1","2","15","15.0","0","0","1","17.6","17.6","0.6%"
"11","Jamaal Williams (DET)","7","22","3.1","14","0","1","3","3","14","4.7","1","0","1","17.1","17.1","27.1%"
"12","Leonard Fournette (TB)","19","76","4.0","66","1","0","7","7","60","8.6","0","0","1","17.1","17.1","99.8%"
"13","Joe Mixon (CIN)","17","66","3.9","13","0","0","4","4","11","2.8","1","0","1","15.7","15.7","99.9%"
"14","Marlon Mack (HOU)","19","76","4.0","16","0","1","1","1","14","14.0","0","0","1","15.5","15.5","54.0%"
"15","Chris Carson (SEA)","20","90","4.5","19","0","1","0","1","0","0","0","0","1","15.0","15.0","13.7%"
"16","Devin Singletary (BUF)","3","19","6.3","16","0","0","4","6","30","7.5","1","0","1","12.9","12.9","92.3%"
"17","Devonta Freeman (FA)","13","39","3.0","12","0","0","8","8","63","7.9","0","1","1","12.2","12.2","0.7%"
"18","Raheem Mostert (MIA)","9","60","6.7","41","1","1","0","0","0","0","0","0","1","12.0","12.0","48.5%"
"19","Duke Johnson Jr. (BUF)","3","1","0.3","4","0","0","4","5","33","8.3","1","0","1","11.4","11.4","0.9%"
"20","Adrian Peterson (FA)","14","76","5.4","29","1","0","2","2","27","13.5","0","0","1","11.3","11.3","2.1%"
"21","Royce Freeman (HOU)","12","40","3.3","10","0","1","1","2","5","5.0","0","0","1","11.0","11.0","0.3%"
"22","Todd Gurley II (FA)","10","44","4.4","20","1","1","0","1","0","0","0","0","1","10.4","10.4","0.2%"
"23","Melvin Gordon III (DEN)","8","31","3.9","19","0","1","2","3","3","1.5","0","0","1","10.4","10.4","88.2%"
"24","Nick Chubb (CLE)","20","131","6.6","44","1","0","1","1","7","7.0","0","2","1","10.3","10.3","99.6%"
"25","Phillip Lindsay (IND)","14","59","4.2","11","0","0","5","5","17","3.4","0","0","1","10.1","10.1","1.3%"
"26","James White (NE)","2","4","2.0","3","0","0","4","5","75","18.8","0","0","1","9.9","9.9","10.1%"
"27","Austin Ekeler (LAC)","3","3","1.0","3","0","0","2","3","19","9.5","1","0","1","9.2","9.2","99.9%"
"28","Josh Jacobs (LV)","15","66","4.4","23","1","0","2","2","15","7.5","0","0","1","9.1","9.1","97.3%"
"29","Damien Williams (ATL)","7","30","4.3","9","0","1","0","0","0","0","0","0","1","9.0","9.0","2.0%"
"30","Brian Hill (SF)","3","29","9.7","23","1","1","0","0","0","0","0","0","1","8.9","8.9","0.0%"
"31","Carlos Hyde (FA)","19","83","4.4","20","1","0","0","1","0","0","0","0","1","8.3","8.3","0.2%"
"32","Darrell Henderson Jr. (LAR)","11","49","4.5","15","0","0","2","3","20","10.0","0","0","1","7.9","7.9","44.2%"
"33","Alexander Mattison (MIN)","13","61","4.7","28","1","0","2","2","3","1.5","0","0","1","7.4","7.4","56.5%"
"34","Sony Michel (MIA)","21","74","3.5","16","0","0","0","0","0","0","0","0","1","7.4","7.4","18.5%"
"35","Derrick Henry (TEN)","16","75","4.7","34","1","0","1","1","8","8.0","0","1","1","6.8","6.8","99.9%"
"36","LeSean McCoy (FA)","9","40","4.4","9","0","0","4","4","23","5.8","0","1","1","6.3","6.3","2.0%"
"37","Tarik Cohen (FA)","4","9","2.3","6","0","0","3","3","37","12.3","0","0","1","6.1","6.1","0.6%"
"38","Nyheim Hines (IND)","4","12","3.0","11","0","0","3","3","34","11.3","0","0","1","6.1","6.1","51.0%"
"39","Ronald Jones II (KC)","11","35","3.2","7","0","0","1","3","17","17.0","0","0","1","5.7","5.7","80.1%"
"40","Matt Breida (NYG)","11","35","3.2","17","0","0","1","1","15","15.0","0","0","1","5.5","5.5","1.7%"
"41","Giovani Bernard (TB)","3","31","10.3","25","1","0","2","2","14","7.0","0","0","1","5.5","5.5","0.9%"
"42","Rashaad Penny (SEA)","8","55","6.9","17","0","0","0","0","0","0","0","0","1","5.5","5.5","89.3%"
"43","Dontrell Hilliard (TEN)","1","10","10.0","10","0","0","4","4","24","6.0","0","0","1","5.4","5.4","2.3%"
"44","Le'Veon Bell (FA)","8","23","2.9","5","0","0","3","5","12","4.0","0","0","1","5.0","5.0","0.2%"
"45","Mark Walton (FA)","11","35","3.2","9","0","0","3","6","19","6.3","0","1","1","4.9","4.9","2.0%"
"46","Boston Scott (PHI)","5","6","1.2","5","0","1","0","0","0","0","0","1","1","4.6","4.6","2.8%"
"47","Ty Johnson (NYJ)","7","25","3.6","14","0","0","1","4","13","13.0","0","0","1","4.3","4.3","1.3%"
"48","Dwayne Washington (NO)","3","38","12.7","31","1","0","0","0","0","0","0","0","1","3.8","3.8","0.1%"
"49","Jalen Richard (FA)","1","3","3.0","3","0","0","2","3","24","12.0","0","0","1","3.7","3.7","0.6%"
"50","Tra Carson (FA)","12","34","2.8","12","0","0","0","0","0","0","0","0","1","3.4","3.4","0.0%"
"51","Frank Gore (FA)","9","34","3.8","8","0","0","0","0","0","0","0","0","1","3.4","3.4","12.1%"
"52","Peyton Barber (FA)","10","20","2.0","5","0","0","1","3","8","8.0","0","0","1","3.3","3.3","0.6%"
"53","DeAndre Washington (FA)","5","23","4.6","6","0","0","1","1","4","4.0","0","0","1","3.2","3.2","11.0%"
"54","Wayne Gallman Jr. (FA)","0","0","0","0","0","0","1","1","20","20.0","0","0","1","2.5","2.5","0.0%"
"55","Wendell Smallwood (FA)","2","9","4.5","11","0","0","1","2","11","11.0","0","0","1","2.5","2.5","0.0%"
"56","Kalen Ballage (FA)","3","8","2.7","4","0","0","1","1","11","11.0","0","0","1","2.4","2.4","0.0%"
"57","Zach Line (FA)","2","8","4.0","4","0","0","1","2","11","11.0","0","0","1","2.4","2.4","0.0%"
"58","Chase Edmonds (MIA)","7","8","1.1","3","0","0","2","4","5","2.5","0","0","1","2.3","2.3","88.5%"
"59","Andy Janovich (HOU)","0","0","0","0","0","0","2","2","9","4.5","0","0","1","1.9","1.9","0.0%"
"60","Rex Burkhead (HOU)","3","4","1.3","3","0","0","1","1","9","9.0","0","0","1","1.8","1.8","3.9%"
"61","Zach Zenner (FA)","1","0","0.0","0","0","0","1","1","13","13.0","0","0","1","1.8","1.8","0.0%"
"62","J.D. McKissic (WAS)","1","-1","-1.0","0","0","0","3","3","2","0.7","0","0","1","1.6","1.6","45.5%"
"63","Roosevelt Nix (FA)","0","0","0","0","0","0","2","2","4","2.0","0","0","1","1.4","1.4","0.0%"
"64","Benny Snell Jr. (PIT)","5","13","2.6","5","0","0","0","0","0","0","0","0","1","1.3","1.3","1.0%"
"65","Mike Davis (BAL)","2","3","1.5","3","0","0","1","1","5","5.0","0","0","1","1.3","1.3","2.7%"
"66","Reggie Bonnafon (WAS)","1","4","4.0","4","0","0","1","3","3","3.0","0","0","1","1.2","1.2","0.0%"
"67","Bilal Powell (FA)","4","11","2.8","5","0","0","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"68","Darrel Williams (ARI)","2","10","5.0","8","0","0","0","0","0","0","0","0","1","1.0","1.0","21.8%"
"69","Jordan Scarlett (FA)","4","9","2.3","6","0","0","0","0","0","0","0","0","1","0.9","0.9","0.0%"
