"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Leonard Fournette (TB)","24","97","4.0","16","0","2","9","12","62","6.9","0","0","1","32.4","32.4","99.8%"
"2","Christian McCaffrey (CAR)","22","64","2.9","9","0","1","9","9","69","7.7","1","0","1","29.8","29.8","99.9%"
"3","Derrick Henry (TEN)","19","159","8.4","74","1","2","1","1","16","16.0","0","1","1","28.0","28.0","99.9%"
"4","Mark Ingram II (NO)","15","111","7.4","25","1","1","1","1","7","7.0","1","0","1","24.3","24.3","20.7%"
"5","Nick Chubb (CLE)","21","106","5.0","17","0","1","3","3","58","19.3","0","0","1","23.9","23.9","99.6%"
"6","Jonathan Williams (WAS)","26","104","4.0","13","0","1","3","3","17","5.7","0","0","1","19.6","19.6","0.1%"
"7","Rashaad Penny (SEA)","14","129","9.2","58","3","1","0","1","0","0","0","0","1","18.9","18.9","89.3%"
"8","Alvin Kamara (NO)","11","54","4.9","30","1","0","9","9","48","5.3","0","0","1","14.7","14.7","99.4%"
"9","Ezekiel Elliott (DAL)","21","86","4.1","12","0","0","4","4","40","10.0","0","0","1","14.6","14.6","97.6%"
"10","Ronald Jones II (KC)","12","51","4.3","25","1","1","3","3","16","5.3","0","0","1","14.2","14.2","80.1%"
"11","Le'Veon Bell (FA)","12","49","4.1","12","0","0","5","5","59","11.8","0","0","1","13.3","13.3","0.2%"
"12","Raheem Mostert (MIA)","6","45","7.5","15","0","1","1","3","22","22.0","0","0","1","13.2","13.2","48.5%"
"13","Latavius Murray (FA)","7","64","9.1","26","1","1","0","0","0","0","0","0","1","12.4","12.4","0.7%"
"14","Devin Singletary (BUF)","21","106","5.0","11","0","0","1","2","8","8.0","0","0","1","11.9","11.9","92.3%"
"15","Tevin Coleman (NYJ)","11","39","3.5","11","0","1","2","4","10","5.0","0","0","1","11.9","11.9","0.8%"
"16","Kareem Hunt (CLE)","8","37","4.6","9","0","1","2","3","9","4.5","0","0","1","11.6","11.6","91.1%"
"17","Jamaal Williams (DET)","11","45","4.1","12","0","0","7","8","35","5.0","0","0","1","11.5","11.5","27.1%"
"18","Benny Snell Jr. (PIT)","21","98","4.7","21","1","0","1","1","5","5.0","0","0","1","10.8","10.8","1.0%"
"19","Miles Sanders (PHI)","12","63","5.3","14","0","0","3","5","23","7.7","0","0","1","10.1","10.1","92.6%"
"20","Qadree Ollison (ATL)","8","20","2.5","6","0","1","1","1","7","7.0","0","0","1","9.2","9.2","0.1%"
"21","Tarik Cohen (FA)","6","25","4.2","13","0","0","7","9","29","4.1","0","0","1","8.9","8.9","0.6%"
"22","Sony Michel (MIA)","20","85","4.3","17","0","0","0","0","0","0","0","0","1","8.5","8.5","18.5%"
"23","Jalen Richard (FA)","2","4","2.0","5","0","0","6","7","47","7.8","0","0","1","8.1","8.1","0.6%"
"24","Joe Mixon (CIN)","18","79","4.4","14","0","0","0","0","0","0","0","0","1","7.9","7.9","99.9%"
"25","Bo Scarbrough (FA)","18","98","5.4","30","1","0","0","1","0","0","0","1","1","7.8","7.8","0.0%"
"26","Chris Carson (SEA)","8","26","3.3","6","0","0","4","4","31","7.8","0","0","1","7.7","7.7","13.7%"
"27","Phillip Lindsay (IND)","13","57","4.4","16","0","0","1","3","11","11.0","0","0","1","7.3","7.3","1.3%"
"28","Nyheim Hines (IND)","9","51","5.7","18","0","0","2","3","10","5.0","0","0","1","7.1","7.1","51.0%"
"29","Saquon Barkley (NYG)","17","59","3.5","22","1","0","2","3","1","0.5","0","0","1","7.0","7.0","98.8%"
"30","Carlos Hyde (FA)","16","67","4.2","33","1","0","0","0","0","0","0","0","1","6.7","6.7","0.2%"
