"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","James Conner (ARI)","16","41","2.6","12","0","1","7","7","78","11.1","1","0","1","27.4","27.4","98.6%"
"2","Nick Chubb (CLE)","20","122","6.1","52","2","2","5","6","17","3.4","0","1","1","26.4","26.4","99.6%"
"3","Devonta Freeman (FA)","19","88","4.6","15","0","0","3","3","30","10.0","2","0","1","25.3","25.3","0.7%"
"4","David Johnson (FA)","12","34","2.8","17","0","1","6","8","68","11.3","1","0","1","25.2","25.2","1.3%"
"5","Chris Carson (SEA)","24","124","5.2","25","2","1","4","4","35","8.8","0","0","1","23.9","23.9","13.7%"
"6","Ezekiel Elliott (DAL)","28","105","3.8","13","0","1","5","6","48","9.6","0","0","1","23.8","23.8","97.6%"
"7","Jamaal Williams (DET)","14","104","7.4","45","1","0","4","5","32","8.0","1","0","1","21.6","21.6","27.1%"
"8","Christian McCaffrey (CAR)","22","31","1.4","10","0","1","4","5","26","6.5","1","0","1","19.7","19.7","99.9%"
"9","Carlos Hyde (FA)","26","116","4.5","26","1","1","1","1","14","14.0","0","1","1","17.5","17.5","0.2%"
"10","Miles Sanders (PHI)","3","6","2.0","3","0","0","3","3","86","28.7","1","0","1","16.7","16.7","92.6%"
"11","Leonard Fournette (TB)","20","72","3.6","16","0","0","6","6","46","7.7","0","0","1","14.8","14.8","99.8%"
"12","Adrian Peterson (FA)","23","118","5.1","25","1","0","2","2","18","9.0","0","0","1","14.6","14.6","2.1%"
"13","Phillip Lindsay (IND)","15","70","4.7","30","1","1","2","3","5","2.5","0","0","1","14.5","14.5","1.3%"
"14","Mark Ingram II (NO)","13","52","4.0","12","0","1","2","2","22","11.0","0","0","1","14.4","14.4","20.7%"
"15","Chase Edmonds (MIA)","5","34","6.8","15","0","0","2","2","33","16.5","1","0","1","13.7","13.7","88.5%"
"16","Tevin Coleman (NYJ)","18","45","2.5","9","0","1","2","3","16","8.0","0","0","1","13.1","13.1","0.8%"
"17","Kerryon Johnson (FA)","13","34","2.6","8","0","1","2","4","27","13.5","0","0","1","13.1","13.1","0.0%"
