"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Derrick Henry (TEN)","32","211","6.6","53","2","3","0","0","0","0","0","0","1","39.1","39.1","99.9%"
"2","Boston Scott (PHI)","19","54","2.8","15","0","3","4","6","84","21.0","0","0","1","33.8","33.8","2.8%"
"3","Joe Mixon (CIN)","26","162","6.2","41","3","2","1","1","14","14.0","0","0","1","30.1","30.1","99.9%"
"4","Damien Williams (ATL)","12","124","10.3","84","1","2","4","7","30","7.5","0","0","1","29.4","29.4","2.0%"
"5","Ezekiel Elliott (DAL)","18","122","6.8","33","1","1","3","5","2","0.7","1","0","1","25.9","25.9","97.6%"
"6","Mike Boone (DEN)","17","148","8.7","59","2","1","2","3","12","6.0","0","0","1","23.0","23.0","0.4%"
"7","Melvin Gordon III (DEN)","14","46","3.3","15","0","1","6","7","76","12.7","0","0","1","21.2","21.2","88.2%"
"8","Raheem Mostert (MIA)","10","57","5.7","17","0","2","1","2","16","16.0","0","0","1","19.8","19.8","48.5%"
"9","Marlon Mack (HOU)","15","77","5.1","20","1","2","0","1","0","0","0","0","1","19.7","19.7","54.0%"
"10","Christian McCaffrey (CAR)","9","26","2.9","10","0","1","7","10","72","10.3","0","0","1","19.3","19.3","99.9%"
"11","Saquon Barkley (NYG)","17","92","5.4","68","1","1","3","4","25","8.3","0","0","1","19.2","19.2","98.8%"
"12","Alvin Kamara (NO)","8","39","4.9","15","0","2","2","3","18","9.0","0","0","1","18.7","18.7","99.4%"
"13","David Montgomery (CHI)","23","113","4.9","14","0","1","0","0","0","0","0","0","1","17.3","17.3","98.0%"
"14","DeAndre Washington (FA)","17","77","4.5","36","1","0","8","9","55","6.9","0","0","1","17.2","17.2","11.0%"
"15","Ryquell Armstead (JAC)","10","33","3.3","9","0","0","5","9","52","10.4","1","0","1","17.0","17.0","0.1%"
"16","Kenyan Drake (LV)","12","60","5.0","24","1","1","3","4","23","7.7","0","0","1","15.8","15.8","6.7%"
"17","Aaron Jones (GB)","25","100","4.0","14","0","0","2","6","43","21.5","0","0","1","15.3","15.3","99.7%"
"18","Benny Snell Jr. (PIT)","18","91","5.1","19","0","1","0","0","0","0","0","0","1","15.1","15.1","1.0%"
"19","Duke Johnson Jr. (BUF)","4","12","3.0","8","0","1","5","6","45","9.0","0","0","1","14.2","14.2","0.9%"
