"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","George Kittle (SF)","9","12","181","20.1","48","0","2","1","5","0","0","1","35.1","35.1","99.1%"
"2","Dallas Goedert (PHI)","6","6","105","17.5","36","0","2","0","0","0","0","1","25.5","25.5","94.3%"
"3","Rob Gronkowski (FA)","4","8","58","14.5","27","0","2","0","0","0","0","1","19.8","19.8","57.1%"
"4","T.J. Hockenson (DET)","4","8","49","12.3","25","0","1","0","0","0","0","1","12.9","12.9","95.7%"
"5","Logan Thomas (WAS)","3","5","48","16.0","35","0","1","0","0","0","0","1","12.3","12.3","35.9%"
"6","Brock Wright (DET)","2","3","28","14.0","23","0","1","0","0","0","0","1","9.8","9.8","0.1%"
"7","Tyler Conklin (NYJ)","7","9","56","8.0","19","0","0","0","0","0","0","1","9.1","9.1","1.9%"
"8","Jimmy Graham (FA)","1","1","1","1.0","1","0","1","0","0","0","0","1","8.6","8.6","0.6%"
"9","Ryan Griffin (CHI)","2","2","15","7.5","14","0","1","0","0","0","0","1","8.5","8.5","0.1%"
"10","Evan Engram (JAC)","4","5","61","15.3","18","0","0","0","0","0","0","1","8.1","8.1","18.0%"
"11","Mike Gesicki (MIA)","7","11","46","6.6","17","0","0","0","0","0","0","1","8.1","8.1","89.7%"
"12","Tyler Higbee (LAR)","5","6","48","9.6","22","0","0","0","0","0","0","1","7.3","7.3","41.2%"
"13","Mark Andrews (BAL)","4","9","50","12.5","29","0","0","0","0","0","0","1","7.0","7.0","99.9%"
"14","Cameron Brate (TB)","1","1","3","3.0","3","0","1","0","0","0","0","1","6.8","6.8","6.1%"
"15","Dalton Schultz (DAL)","5","5","43","8.6","12","0","0","0","0","0","0","1","6.8","6.8","96.5%"
"16","Kyle Pitts (ATL)","4","7","48","12.0","29","0","0","0","0","0","0","1","6.8","6.8","99.8%"
"17","Nick Vannett (NO)","3","4","48","16.0","30","0","0","0","0","0","0","1","6.3","6.3","0.1%"
"18","Pat Freiermuth (PIT)","3","4","26","8.7","17","0","0","0","0","0","0","1","6.1","6.1","90.0%"
"19","John Bates (WAS)","3","4","42","14.0","23","0","0","0","0","0","0","1","5.7","5.7","0.2%"
"20","Cole Kmet (CHI)","3","7","41","13.7","24","0","0","0","0","0","0","1","5.6","5.6","54.4%"
"21","Noah Fant (SEA)","4","4","33","8.3","12","0","0","0","0","0","0","1","5.3","5.3","74.4%"
"22","Jared Cook (FA)","3","4","29","9.7","23","0","0","0","0","0","0","1","4.4","4.4","1.3%"
"23","Travis Kelce (KC)","3","8","27","9.0","14","0","0","0","0","0","0","1","4.2","4.2","99.9%"
"24","Foster Moreau (LV)","1","3","34","34.0","34","0","0","0","0","0","0","1","3.9","3.9","0.8%"
"25","Albert Okwuegbunam (DEN)","3","4","21","7.0","10","0","0","0","0","0","0","1","3.6","3.6","46.6%"
"26","C.J. Uzomah (NYJ)","3","6","20","6.7","10","0","0","0","0","0","0","1","3.5","3.5","4.0%"
"27","Juwan Johnson (NO)","1","1","27","27.0","27","0","0","0","0","0","0","1","3.2","3.2","0.1%"
"28","Kyle Rudolph (FA)","2","4","18","9.0","11","0","0","0","0","0","0","1","2.8","2.8","0.1%"
"29","Dawson Knox (BUF)","2","6","14","7.0","7","0","0","0","0","0","0","1","2.4","2.4","90.3%"
"30","James O'Shaughnessy (CHI)","2","6","13","6.5","7","0","0","0","0","0","0","1","2.3","2.3","0.2%"
"31","Pharaoh Brown (HOU)","4","5","23","5.8","12","0","0","0","0","0","1","1","2.3","2.3","0.1%"
"32","Zach Gentry (PIT)","2","2","10","5.0","5","0","0","0","0","0","0","1","2.0","2.0","0.1%"
"33","Jack Doyle (FA)","1","1","13","13.0","13","0","0","0","0","0","0","1","1.8","1.8","1.1%"
"34","Demetrius Harris (FA)","2","2","7","3.5","7","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"35","Brevin Jordan (HOU)","2","4","7","3.5","5","0","0","0","0","0","0","1","1.7","1.7","4.8%"
"36","Will Dissly (SEA)","2","2","7","3.5","5","0","0","0","0","0","0","1","1.7","1.7","0.3%"
"37","Jonnu Smith (NE)","1","1","12","12.0","12","0","0","1","-1","0","0","1","1.6","1.6","2.7%"
"38","Zach Ertz (ARI)","1","2","10","10.0","10","0","0","0","0","0","0","1","1.5","1.5","92.1%"
"39","Garrett Griffin (DET)","1","1","9","9.0","9","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"40","Hunter Long (MIA)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.3","1.3","0.2%"
"41","Donald Parham Jr. (LAC)","2","4","3","1.5","6","0","0","0","0","0","0","1","1.3","1.3","1.3%"
"42","Kylen Granson (IND)","1","2","6","6.0","6","0","0","0","0","0","0","1","1.1","1.1","0.3%"
"43","Kendall Blanton (LAR)","1","2","6","6.0","6","0","0","0","0","0","0","1","1.1","1.1","0.1%"
"44","Mo Alie-Cox (IND)","1","1","0","0.0","0","0","0","0","0","0","0","1","0.5","0.5","3.4%"
"45","Nakia Griffin-Stewart (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"46","Nick Bowers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"47","Rysen John (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"48","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"49","Tommy Hudson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"50","Charlie Woerner (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"51","Luke Farrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"52","Mitchell Wilcox (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"53","Noah Gray (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"54","Dalton Keene (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"55","Thaddeus Moss (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"56","Kyle Markway (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Stephen Sullivan (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","Charlie Taumoepeau (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"59","Noah Togiai (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Ben Ellefson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"61","Lawrence Cager (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Sean McKeon (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"64","Giovanni Ricci (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Tyler Davis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"66","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Rashod Berry (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","12.0%"
"68","Scotty Washington (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Eli Wolf (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Chase Allen (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Tanner Hudson (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Deon Yelder (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Ross Dwelley (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"74","Codey McElroy (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","J.J. Arcega-Whiteside (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"76","Kevin Rader (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Troy Fumagalli (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Hayden Hurst (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.2%"
"79","Ian Thomas (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"80","Jordan Akins (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"81","David Wells (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Durham Smythe (MIA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"83","Jordan Franks (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Tommy Sweeney (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"85","Josiah Deguara (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"86","Matt Sokol (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Matthew Orzech (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"88","Ian Bunting (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Parker Hesse (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"90","Chris Myarick (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Brycen Hopkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"92","Jared Pinkney (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Antonio Gandy-Golden (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"94","Colby Parkinson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Harrison Bryant (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"96","Adam Trautman (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"97","Devin Asiasi (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"98","Brandon Dillon (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Jesper Horsted (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Josh Oliver (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"101","Drew Sample (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"102","Trevon Wesco (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Tyree Jackson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"104","Alize Mack (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Irv Smith Jr. (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48.6%"
"106","Jace Sternberger (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"107","Andrew Beck (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","John Lovett (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Jody Fortson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"110","Jelani Woods (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8%"
"111","Mark Vital Jr. (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
