"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Jack Doyle (FA)","6","7","81","13.5","22","0","1","0","0","0","0","1","17.1","17.1","1.1%"
"2","Dawson Knox (BUF)","3","3","32","10.7","24","0","2","0","0","0","0","1","16.7","16.7","90.3%"
"3","Rob Gronkowski (FA)","7","9","123","17.6","32","0","0","0","0","0","0","1","15.8","15.8","57.1%"
"4","Mark Andrews (BAL)","4","10","65","16.3","39","0","1","0","0","0","0","1","14.5","14.5","99.9%"
"5","Dalton Schultz (DAL)","3","7","46","15.3","32","0","1","0","0","0","0","1","14.1","14.1","96.5%"
"6","Gerald Everett (LAC)","5","9","37","7.4","12","0","1","0","0","0","0","1","12.2","12.2","21.0%"
"7","Pat Freiermuth (PIT)","4","4","40","10.0","15","0","1","0","0","0","0","1","12.0","12.0","90.0%"
"8","David Njoku (CLE)","3","5","35","11.7","20","0","1","0","0","0","0","1","11.0","11.0","51.4%"
"9","T.J. Hockenson (DET)","3","3","35","11.7","17","0","1","0","0","0","0","1","11.0","11.0","95.7%"
"10","Cole Kmet (CHI)","8","11","65","8.1","16","0","0","0","0","0","0","1","10.5","10.5","54.4%"
"11","Jimmy Graham (FA)","2","3","34","17.0","17","0","1","0","0","0","0","1","10.4","10.4","0.6%"
"12","Brevin Jordan (HOU)","3","3","23","7.7","13","0","1","0","0","0","0","1","9.8","9.8","4.8%"
"13","Jared Cook (FA)","2","5","25","12.5","16","0","1","0","0","0","0","1","9.5","9.5","1.3%"
"14","Chris Myarick (NYG)","2","2","11","5.5","10","0","1","0","0","0","0","1","8.1","8.1","0.0%"
"15","Nick Vannett (NO)","1","1","11","11.0","11","0","1","0","0","0","0","1","7.6","7.6","0.1%"
"16","Sean McKeon (DAL)","1","1","10","10.0","10","0","1","0","0","0","0","1","7.5","7.5","0.1%"
"17","Jonnu Smith (NE)","3","4","49","16.3","20","0","0","1","9","0","0","1","7.3","7.3","2.7%"
"18","Eric Saubert (DEN)","1","1","1","1.0","1","0","1","0","0","0","0","1","6.6","6.6","0.0%"
"19","Harrison Bryant (CLE)","3","3","50","16.7","41","0","0","0","0","0","0","1","6.5","6.5","0.8%"
"20","James O'Shaughnessy (CHI)","3","5","29","9.7","21","0","0","0","0","0","0","1","6.4","6.4","0.2%"
"21","Durham Smythe (MIA)","5","5","32","6.4","11","0","0","2","3","0","0","1","6.0","6.0","0.1%"
"22","Evan Engram (JAC)","3","6","37","12.3","20","0","0","0","0","0","0","1","5.2","5.2","18.0%"
"23","Logan Thomas (WAS)","3","6","31","10.3","14","0","0","0","0","0","0","1","4.6","4.6","35.9%"
"24","Darren Waller (LV)","2","5","33","16.5","21","0","0","0","0","0","0","1","4.3","4.3","99.0%"
"25","Cameron Brate (TB)","3","4","23","7.7","10","0","0","0","0","0","0","1","3.8","3.8","6.1%"
"26","Kyle Pitts (ATL)","2","6","26","13.0","19","0","0","0","0","0","0","1","3.6","3.6","99.8%"
"27","Ryan Griffin (CHI)","3","4","20","6.7","10","0","0","0","0","0","0","1","3.5","3.5","0.1%"
"28","Tyler Conklin (NYJ)","2","3","25","12.5","17","0","0","0","0","0","0","1","3.5","3.5","1.9%"
"29","Mike Gesicki (MIA)","3","3","17","5.7","7","0","0","0","0","0","0","1","3.2","3.2","89.7%"
"30","Kylen Granson (IND)","2","2","22","11.0","15","0","0","0","0","0","0","1","3.2","3.2","0.3%"
"31","Will Dissly (SEA)","2","2","19","9.5","13","0","0","0","0","0","0","1","2.9","2.9","0.3%"
"32","Stephen Anderson (ARI)","2","2","18","9.0","13","0","0","0","0","0","0","1","2.8","2.8","0.0%"
"33","Noah Fant (SEA)","3","4","12","4.0","7","0","0","0","0","0","0","1","2.7","2.7","74.4%"
"34","Hunter Henry (NE)","2","5","16","8.0","9","0","0","0","0","0","0","1","2.6","2.6","82.1%"
"35","C.J. Uzomah (NYJ)","3","3","9","3.0","7","0","0","0","0","0","0","1","2.4","2.4","4.0%"
"36","Josiah Deguara (GB)","2","4","13","6.5","12","0","0","0","0","0","0","1","2.3","2.3","0.2%"
"37","John Bates (WAS)","1","1","15","15.0","15","0","0","0","0","0","0","1","2.0","2.0","0.2%"
"38","George Kittle (SF)","1","2","13","13.0","13","0","0","0","0","0","0","1","1.8","1.8","99.1%"
"39","Albert Okwuegbunam (DEN)","1","2","12","12.0","12","0","0","0","0","0","0","1","1.7","1.7","46.6%"
"40","Chris Manhertz (JAC)","1","2","11","11.0","11","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"41","Charlie Woerner (SF)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"42","MyCole Pruitt (FA)","1","2","10","10.0","10","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"43","Zach Gentry (PIT)","1","2","10","10.0","10","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"44","Dan Arnold (JAC)","1","1","9","9.0","9","0","0","0","0","0","0","1","1.4","1.4","1.4%"
"45","Marcedes Lewis (GB)","2","3","4","2.0","2","0","0","0","0","0","0","1","1.4","1.4","0.1%"
"46","Geoff Swaim (TEN)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.3","1.3","0.1%"
"47","Mo Alie-Cox (IND)","1","2","8","8.0","8","0","0","0","0","0","0","1","1.3","1.3","3.4%"
"48","Parker Hesse (ATL)","1","1","7","7.0","7","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"49","Anthony Firkser (ATL)","1","1","7","7.0","7","0","0","0","0","0","0","1","1.2","1.2","0.6%"
"50","Donald Parham Jr. (LAC)","1","1","5","5.0","5","0","0","0","0","0","0","1","1.0","1.0","1.3%"
"51","Tommy Tremble (CAR)","1","3","4","4.0","4","0","0","0","0","0","0","1","0.9","0.9","1.0%"
"52","Foster Moreau (LV)","1","5","3","3.0","3","0","0","0","0","0","0","1","0.8","0.8","0.8%"
"53","Tyler Higbee (LAR)","1","5","3","3.0","3","0","0","0","0","0","0","1","0.8","0.8","41.2%"
"54","Dallas Goedert (PHI)","1","3","0","0.0","0","0","0","0","0","0","0","1","0.5","0.5","94.3%"
"55","Dalton Keene (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","Juwan Johnson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"57","Nakia Griffin-Stewart (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","Noah Gray (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"59","Nick Bowers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Mitchell Wilcox (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"62","Rysen John (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Giovanni Ricci (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"65","Lawrence Cager (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Ben Ellefson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"67","Rashod Berry (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.0%"
"68","Noah Togiai (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Charlie Taumoepeau (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Scotty Washington (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Thaddeus Moss (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"72","Stephen Sullivan (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Eli Wolf (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
