"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","C.J. Uzomah (NYJ)","3","3","91","30.3","55","0","2","0","0","0","0","1","22.6","22.6","4.0%"
"2","Kyle Pitts (ATL)","7","8","163","23.3","39","0","0","0","0","0","0","1","19.8","19.8","99.8%"
"3","Mike Gesicki (MIA)","7","8","85","12.1","27","0","1","0","0","0","0","1","18.0","18.0","89.7%"
"4","Foster Moreau (LV)","6","6","60","10.0","21","0","1","0","0","0","0","1","15.0","15.0","0.8%"
"5","Zach Ertz (ARI)","3","5","66","22.0","47","0","1","1","4","0","0","1","14.5","14.5","92.1%"
"6","Robert Tonyan (GB)","4","5","63","15.8","25","0","1","0","0","0","0","1","14.3","14.3","33.9%"
"7","Dallas Goedert (PHI)","3","5","70","23.3","25","0","0","0","0","0","0","1","10.5","10.5","94.3%"
"8","Mo Alie-Cox (IND)","3","3","25","8.3","11","0","1","0","0","0","0","1","10.0","10.0","3.4%"
"9","Travis Kelce (KC)","7","12","65","9.3","24","0","0","0","0","0","0","1","10.0","10.0","99.9%"
"10","MyCole Pruitt (FA)","2","3","27","13.5","22","0","1","0","0","0","0","1","9.7","9.7","0.0%"
"11","Hunter Henry (NE)","2","4","23","11.5","22","0","1","0","0","0","0","1","9.3","9.3","82.1%"
"12","Ricky Seals-Jones (NYG)","6","7","51","8.5","14","0","0","0","0","0","0","1","8.1","8.1","0.7%"
"13","T.J. Hockenson (DET)","6","9","48","8.0","21","0","0","0","0","0","0","1","7.8","7.8","95.7%"
"14","Evan Engram (JAC)","6","8","44","7.3","18","0","0","0","0","0","0","1","7.4","7.4","18.0%"
"15","Tyler Higbee (LAR)","5","8","46","9.2","16","0","0","0","0","0","0","1","7.1","7.1","41.2%"
"16","Cole Kmet (CHI)","5","6","43","8.6","22","0","0","0","0","0","0","1","6.8","6.8","54.4%"
"17","Jonnu Smith (NE)","2","5","52","26.0","28","0","0","1","5","0","0","1","6.7","6.7","2.7%"
"18","Noah Fant (SEA)","5","7","39","7.8","9","0","0","0","0","0","0","1","6.4","6.4","74.4%"
"19","Mark Andrews (BAL)","3","7","48","16.0","24","0","0","0","0","0","0","1","6.3","6.3","99.9%"
"20","Durham Smythe (MIA)","3","4","37","12.3","18","0","0","0","0","0","0","1","5.2","5.2","0.1%"
"21","Austin Hooper (TEN)","2","3","42","21.0","34","0","0","0","0","0","0","1","5.2","5.2","12.4%"
"22","Hayden Hurst (CIN)","3","4","35","11.7","15","0","0","0","0","0","0","1","5.0","5.0","11.2%"
"23","Marcedes Lewis (GB)","3","3","31","10.3","17","0","0","0","0","0","0","1","4.6","4.6","0.1%"
"24","Adam Shaheen (MIA)","4","5","23","5.8","7","0","0","0","0","0","0","1","4.3","4.3","0.0%"
"25","Charlie Woerner (SF)","2","2","30","15.0","27","0","0","0","0","0","0","1","4.0","4.0","0.0%"
"26","Josh Oliver (BAL)","2","5","29","14.5","19","0","0","0","0","0","0","1","3.9","3.9","0.0%"
"27","Gerald Everett (LAC)","3","3","11","3.7","10","0","0","1","12","0","0","1","3.8","3.8","21.0%"
"28","Jesse James (FA)","3","3","20","6.7","8","0","0","0","0","0","0","1","3.5","3.5","0.0%"
"29","Adam Trautman (NO)","3","3","36","12.0","15","0","0","0","0","0","1","1","3.1","3.1","2.1%"
"30","David Njoku (CLE)","2","2","18","9.0","12","0","0","0","0","0","0","1","2.8","2.8","51.4%"
"31","Pharaoh Brown (HOU)","3","3","11","3.7","5","0","0","0","0","0","0","1","2.6","2.6","0.1%"
"32","Jordan Akins (NYG)","2","2","13","6.5","8","0","0","0","0","0","0","1","2.3","2.3","0.2%"
"33","Tommy Tremble (CAR)","2","2","12","6.0","9","0","0","0","0","0","0","1","2.2","2.2","1.0%"
"34","Ryan Griffin (CHI)","1","2","15","15.0","15","0","0","0","0","0","0","1","2.0","2.0","0.1%"
"35","Harrison Bryant (CLE)","1","2","15","15.0","15","0","0","0","0","0","0","1","2.0","2.0","0.8%"
"36","Kyle Rudolph (FA)","2","2","8","4.0","7","0","0","0","0","0","0","1","1.8","1.8","0.1%"
"37","Anthony Firkser (ATL)","1","1","9","9.0","9","0","0","0","0","0","0","1","1.4","1.4","0.6%"
"38","O.J. Howard (BUF)","1","3","9","9.0","9","0","0","0","0","0","0","1","1.4","1.4","2.5%"
"39","Geoff Swaim (TEN)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.3","1.3","0.1%"
"40","Juwan Johnson (NO)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.3","1.3","0.1%"
"41","Lee Smith (FA)","1","2","7","7.0","7","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"42","Darren Fells (FA)","1","1","6","6.0","6","0","0","0","0","0","0","1","1.1","1.1","0.0%"
