"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Mark Andrews (BAL)","8","10","125","15.6","28","0","1","0","0","0","0","1","22.5","22.5","99.9%"
"2","Dalton Schultz (DAL)","8","9","82","10.3","16","0","1","0","0","0","0","1","18.2","18.2","96.5%"
"3","Gerald Everett (LAC)","4","5","68","17.0","26","0","1","0","0","0","0","1","14.8","14.8","21.0%"
"4","Kyle Pitts (ATL)","6","6","102","17.0","35","0","0","0","0","0","0","1","13.2","13.2","99.8%"
"5","John Bates (WAS)","2","3","45","22.5","32","0","1","0","0","0","0","1","11.5","11.5","0.2%"
"6","Jimmy Graham (FA)","2","2","30","15.0","15","0","1","0","0","0","0","1","10.0","10.0","0.6%"
"7","Evan Engram (JAC)","4","5","17","4.3","9","0","1","0","0","0","0","1","9.7","9.7","18.0%"
"8","Zach Ertz (ARI)","8","13","54","6.8","11","0","0","0","0","0","0","1","9.4","9.4","92.1%"
"9","Hayden Hurst (CIN)","2","2","21","10.5","12","0","1","0","0","0","0","1","9.1","9.1","11.2%"
"10","Foster Moreau (LV)","4","4","67","16.8","28","0","0","0","0","0","0","1","8.7","8.7","0.8%"
"11","Dawson Knox (BUF)","2","3","11","5.5","9","0","1","0","0","0","0","1","8.1","8.1","90.3%"
"12","Cameron Brate (TB)","2","4","11","5.5","7","0","1","0","0","0","0","1","8.1","8.1","6.1%"
"13","Jared Cook (FA)","3","5","44","14.7","18","0","0","0","0","0","0","1","7.9","7.9","1.3%"
"14","Brevin Jordan (HOU)","4","4","56","14.0","27","0","0","0","0","0","0","1","7.6","7.6","4.8%"
"15","Cole Kmet (CHI)","4","5","49","12.3","16","0","0","0","0","0","0","1","6.9","6.9","54.4%"
"16","James O'Shaughnessy (CHI)","4","4","49","12.3","22","0","0","0","0","0","0","1","6.9","6.9","0.2%"
"17","Tyler Higbee (LAR)","5","6","41","8.2","12","0","0","0","0","0","0","1","6.6","6.6","41.2%"
