"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Tyler Higbee (LAR)","6","8","55","9.2","15","0","2","0","0","0","0","1","20.5","20.5","41.2%"
"2","Rob Gronkowski (FA)","7","10","137","19.6","42","0","0","0","0","0","0","1","17.2","17.2","57.1%"
"3","Dalton Schultz (DAL)","3","3","21","7.0","10","0","2","0","0","0","0","1","15.6","15.6","96.5%"
"4","Josiah Deguara (GB)","3","4","66","22.0","62","0","1","0","0","0","0","1","14.1","14.1","0.2%"
"5","Anthony Firkser (ATL)","4","4","56","14.0","24","0","1","0","0","0","0","1","13.6","13.6","0.6%"
"6","Mark Andrews (BAL)","8","15","85","10.6","28","0","0","1","0","0","0","1","12.5","12.5","99.9%"
"7","Brock Wright (DET)","2","2","51","25.5","36","0","1","0","0","0","0","1","12.1","12.1","0.1%"
"8","Zach Ertz (ARI)","7","10","84","12.0","19","0","0","0","0","0","0","1","11.9","11.9","92.1%"
"9","Travis Kelce (KC)","4","5","34","8.5","12","0","1","0","0","0","0","1","11.4","11.4","99.9%"
"10","Hunter Henry (NE)","5","6","86","17.2","35","0","0","0","0","0","0","1","11.1","11.1","82.1%"
"11","Jared Cook (FA)","4","7","80","20.0","42","0","0","0","0","0","0","1","10.0","10.0","1.3%"
"12","Tyree Jackson (PHI)","3","5","22","7.3","13","0","1","0","0","0","0","1","9.7","9.7","0.1%"
"13","Adam Trautman (NO)","1","1","18","18.0","18","0","1","0","0","0","0","1","8.3","8.3","2.1%"
"14","Pat Freiermuth (PIT)","6","9","53","8.8","14","0","0","0","0","0","0","1","8.3","8.3","90.0%"
"15","Juwan Johnson (NO)","1","2","5","5.0","5","0","1","0","0","0","0","1","7.0","7.0","0.1%"
"16","Cole Kmet (CHI)","4","5","48","12.0","20","0","0","0","0","0","0","1","6.8","6.8","54.4%"
"17","Dawson Knox (BUF)","3","5","49","16.3","28","0","0","0","4","0","0","1","6.8","6.8","90.3%"
"18","Foster Moreau (LV)","2","2","50","25.0","44","0","0","0","0","0","0","1","6.0","6.0","0.8%"
"19","Zach Gentry (PIT)","4","5","39","9.8","25","0","0","0","0","0","0","1","5.9","5.9","0.1%"
"20","Durham Smythe (MIA)","2","2","32","16.0","17","0","0","0","0","0","0","1","4.2","4.2","0.1%"
"21","Hayden Hurst (CIN)","1","1","33","33.0","33","0","0","0","0","0","0","1","3.8","3.8","11.2%"
"22","Kyle Rudolph (FA)","4","6","17","4.3","9","0","0","0","0","0","0","1","3.7","3.7","0.1%"
"23","Mo Alie-Cox (IND)","2","3","27","13.5","18","0","0","0","0","0","0","1","3.7","3.7","3.4%"
"24","George Kittle (SF)","5","7","10","2.0","6","0","0","0","0","0","0","1","3.5","3.5","99.1%"
"25","Mike Gesicki (MIA)","2","3","22","11.0","13","0","0","0","0","0","0","1","3.2","3.2","89.7%"
"26","Darren Waller (LV)","2","9","22","11.0","18","0","0","0","0","0","0","1","3.2","3.2","99.0%"
"27","Dominique Dafney (GB)","1","1","26","26.0","26","0","0","0","0","0","0","1","3.1","3.1","0.0%"
"28","Mitchell Wilcox (CIN)","3","5","16","5.3","8","0","0","0","0","0","0","1","3.1","3.1","0.1%"
"29","Jacob Hollister (LV)","3","3","14","4.7","7","0","0","0","0","0","0","1","2.9","2.9","0.1%"
"30","Jimmy Graham (FA)","2","2","16","8.0","10","0","0","0","0","0","0","1","2.6","2.6","0.6%"
"31","Gerald Everett (LAC)","1","3","20","20.0","20","0","0","0","0","0","0","1","2.5","2.5","21.0%"
"32","Colby Parkinson (SEA)","2","3","14","7.0","12","0","0","0","0","0","0","1","2.4","2.4","0.0%"
"33","Cameron Brate (TB)","2","3","12","6.0","7","0","0","0","0","0","0","1","2.2","2.2","6.1%"
"34","Richard Rodgers (PHI)","2","2","11","5.5","9","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"35","Tommy Tremble (CAR)","2","5","7","3.5","6","0","0","1","4","0","0","1","2.1","2.1","1.0%"
"36","David Njoku (CLE)","2","2","11","5.5","6","0","0","0","0","0","0","1","2.1","2.1","51.4%"
"37","Noah Fant (SEA)","1","2","16","16.0","16","0","0","0","0","0","0","1","2.1","2.1","74.4%"
"38","Kyle Pitts (ATL)","2","5","8","4.0","7","0","0","0","0","0","0","1","1.8","1.8","99.8%"
"39","Tyler Conklin (NYJ)","2","4","6","3.0","9","0","0","0","0","0","0","1","1.6","1.6","1.9%"
"40","Jack Doyle (FA)","1","2","11","11.0","11","0","0","0","0","0","0","1","1.6","1.6","1.1%"
"41","Nick Vannett (NO)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"42","Jeremy Sprinkle (DAL)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"43","Harrison Bryant (CLE)","1","3","9","9.0","9","0","0","0","0","0","0","1","1.4","1.4","0.8%"
"44","Drew Sample (CIN)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.3","1.3","0.2%"
"45","Antony Auclair (HOU)","1","1","7","7.0","7","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"46","Blake Jarwin (FA)","1","2","6","6.0","6","0","0","0","0","0","0","1","1.1","1.1","2.1%"
"47","John Bates (WAS)","1","2","5","5.0","5","0","0","0","0","0","0","1","1.0","1.0","0.2%"
"48","Tyler Kroft (SF)","1","3","5","5.0","5","0","0","0","0","0","0","1","1.0","1.0","0.1%"
"49","Evan Engram (JAC)","1","5","4","4.0","4","0","0","0","0","0","0","1","0.9","0.9","18.0%"
"50","Geoff Swaim (TEN)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.7","0.7","0.1%"
"51","Josh Oliver (BAL)","1","1","1","1.0","1","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"52","Jonnu Smith (NE)","0","0","0","0","0","0","0","1","5","0","0","1","0.5","0.5","2.7%"
"53","Nakia Griffin-Stewart (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"54","Sean McKeon (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"55","Luke Farrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"56","Rysen John (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Nick Bowers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"59","Brevin Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.8%"
"60","Noah Gray (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"61","Dalton Keene (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Reggie Gilliam (BUF)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"63","Lawrence Cager (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Ben Ellefson (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"65","Giovanni Ricci (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"66","Noah Togiai (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"67","Charlie Woerner (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Charlie Taumoepeau (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Tommy Hudson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Stephen Sullivan (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Kyle Markway (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Rashod Berry (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","12.0%"
