"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Zach Ertz (ARI)","8","9","88","11.0","25","0","2","0","0","0","0","1","24.8","24.8","92.1%"
"2","Travis Kelce (KC)","5","8","74","14.8","24","0","0","1","4","1","0","1","16.3","16.3","99.9%"
"3","Darren Waller (LV)","7","8","116","16.6","31","0","0","0","0","0","0","1","15.1","15.1","99.0%"
"4","Adam Trautman (NO)","5","8","58","11.6","19","0","1","0","0","0","0","1","14.3","14.3","2.1%"
"5","George Kittle (SF)","4","4","34","8.5","13","0","1","0","0","0","0","1","11.4","11.4","99.1%"
"6","Mark Andrews (BAL)","8","10","73","9.1","16","0","0","0","0","0","0","1","11.3","11.3","99.9%"
"7","Dawson Knox (BUF)","6","10","80","13.3","31","0","0","0","0","0","0","1","11.0","11.0","90.3%"
"8","Josiah Deguara (GB)","2","2","37","18.5","25","0","1","0","0","0","0","1","10.7","10.7","0.2%"
"9","Rob Gronkowski (FA)","6","8","71","11.8","35","0","0","0","0","0","0","1","10.1","10.1","57.1%"
"10","Eric Ebron (FA)","3","3","24","8.0","18","0","1","0","0","0","0","1","9.9","9.9","0.6%"
"11","Pat Freiermuth (PIT)","4","7","11","2.8","5","0","1","0","0","0","0","1","9.1","9.1","90.0%"
"12","Dallas Goedert (PHI)","5","8","62","12.4","16","0","0","0","0","0","0","1","8.7","8.7","94.3%"
"13","Foster Moreau (LV)","1","2","19","19.0","19","0","1","0","0","0","0","1","8.4","8.4","0.8%"
"14","Dalton Schultz (DAL)","6","8","53","8.8","19","0","0","0","0","0","0","1","8.3","8.3","96.5%"
"15","T.J. Hockenson (DET)","6","8","51","8.5","24","0","0","0","0","0","0","1","8.1","8.1","95.7%"
"16","Mike Gesicki (MIA)","5","6","50","10.0","26","0","0","0","0","0","0","1","7.5","7.5","89.7%"
"17","Austin Hooper (TEN)","4","7","53","13.3","20","0","0","0","0","0","0","1","7.3","7.3","12.4%"
"18","Donald Parham Jr. (LAC)","4","5","38","9.5","12","0","0","0","0","0","0","1","5.8","5.8","1.3%"
"19","Durham Smythe (MIA)","4","5","37","9.3","18","0","0","0","0","0","0","1","5.7","5.7","0.1%"
"20","Ryan Griffin (CHI)","3","4","39","13.0","29","0","0","0","0","0","0","1","5.4","5.4","0.1%"
"21","Gerald Everett (LAC)","3","4","37","12.3","16","0","0","0","0","0","0","1","5.2","5.2","21.0%"
"22","Anthony Firkser (ATL)","5","7","26","5.2","7","0","0","0","0","0","0","1","5.1","5.1","0.6%"
"23","Tyler Conklin (NYJ)","3","3","35","11.7","15","0","0","0","0","0","0","1","5.0","5.0","1.9%"
"24","Jack Doyle (FA)","3","5","30","10.0","18","0","0","0","0","0","0","1","4.5","4.5","1.1%"
"25","Tommy Tremble (CAR)","2","2","35","17.5","19","0","0","0","0","0","0","1","4.5","4.5","1.0%"
"26","Kyle Pitts (ATL)","3","5","29","9.7","16","0","0","0","0","0","0","1","4.4","4.4","99.8%"
"27","Jared Cook (FA)","3","5","28","9.3","13","0","0","0","0","0","0","1","4.3","4.3","1.3%"
"28","John Bates (WAS)","3","3","23","7.7","10","0","0","0","0","0","0","1","3.8","3.8","0.2%"
"29","Cameron Brate (TB)","2","6","27","13.5","15","0","0","0","0","0","0","1","3.7","3.7","6.1%"
"30","Hunter Henry (NE)","2","3","25","12.5","15","0","0","0","0","0","0","1","3.5","3.5","82.1%"
"31","Jimmy Graham (FA)","2","3","25","12.5","23","0","0","0","0","0","0","1","3.5","3.5","0.6%"
"32","Kyle Rudolph (FA)","1","1","28","28.0","28","0","0","0","0","0","0","1","3.3","3.3","0.1%"
"33","David Njoku (CLE)","2","4","20","10.0","21","0","0","1","1","0","0","1","3.1","3.1","51.4%"
"34","Nick Vannett (NO)","1","1","20","20.0","20","0","0","0","0","0","0","1","2.5","2.5","0.1%"
"35","Adam Shaheen (MIA)","1","1","19","19.0","19","0","0","0","0","0","0","1","2.4","2.4","0.0%"
"36","Evan Engram (JAC)","2","5","12","6.0","9","0","0","0","0","0","0","1","2.2","2.2","18.0%"
"37","Jonnu Smith (NE)","1","2","17","17.0","17","0","0","0","0","0","0","1","2.2","2.2","2.7%"
"38","Will Dissly (SEA)","1","3","16","16.0","16","0","0","0","0","0","0","1","2.1","2.1","0.3%"
"39","Pharaoh Brown (HOU)","2","4","10","5.0","8","0","0","0","0","0","0","1","2.0","2.0","0.1%"
"40","C.J. Uzomah (NYJ)","2","3","9","4.5","7","0","0","0","0","0","0","1","1.9","1.9","4.0%"
"41","Cole Kmet (CHI)","1","2","12","12.0","12","0","0","0","0","0","0","1","1.7","1.7","54.4%"
"42","Brock Wright (DET)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.7","1.7","0.1%"
"43","O.J. Howard (BUF)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.5","1.5","2.5%"
"44","Blake Bell (KC)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.3","1.3","0.1%"
"45","Kylen Granson (IND)","1","2","8","8.0","8","0","0","0","0","0","0","1","1.3","1.3","0.3%"
"46","Noah Gray (KC)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.3","1.3","0.3%"
"47","Dominique Dafney (GB)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"48","Ian Thomas (CAR)","1","1","7","7.0","7","0","0","0","0","0","0","1","1.2","1.2","0.2%"
