"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Noah Fant (SEA)","6","7","92","15.3","35","0","1","0","0","0","0","1","18.2","18.2","74.4%"
"2","Rob Gronkowski (FA)","7","10","115","16.4","24","0","0","0","0","0","0","1","15.0","15.0","57.1%"
"3","Mark Andrews (BAL)","6","6","89","14.8","33","0","0","0","0","0","0","1","11.9","11.9","99.9%"
"4","Travis Kelce (KC)","5","7","25","5.0","8","0","1","1","-1","0","0","1","10.9","10.9","99.9%"
"5","David Njoku (CLE)","4","4","28","7.0","9","0","1","0","0","0","0","1","10.8","10.8","51.4%"
"6","Dallas Goedert (PHI)","6","7","71","11.8","18","0","0","0","0","0","0","1","10.1","10.1","94.3%"
"7","Anthony Firkser (ATL)","3","3","24","8.0","15","0","1","0","0","0","0","1","9.9","9.9","0.6%"
"8","Tyler Higbee (LAR)","6","9","69","11.5","19","0","0","0","0","0","0","1","9.9","9.9","41.2%"
"9","Geoff Swaim (TEN)","3","3","9","3.0","5","0","1","0","0","0","0","1","8.4","8.4","0.1%"
"10","Dalton Schultz (DAL)","6","10","54","9.0","14","0","0","0","0","0","0","1","8.4","8.4","96.5%"
"11","Kyle Pitts (ATL)","2","4","69","34.5","61","0","0","0","0","0","0","1","7.9","7.9","99.8%"
"12","Zach Ertz (ARI)","7","9","41","5.9","11","0","0","0","0","0","0","1","7.6","7.6","92.1%"
"13","Cameron Brate (TB)","2","3","5","2.5","4","0","1","0","0","0","0","1","7.5","7.5","6.1%"
"14","Tyler Conklin (NYJ)","5","9","47","9.4","15","0","0","0","0","0","0","1","7.2","7.2","1.9%"
"15","Mike Gesicki (MIA)","4","7","51","12.8","15","0","0","0","0","0","0","1","7.1","7.1","89.7%"
"16","Harrison Bryant (CLE)","1","1","1","1.0","1","0","1","0","0","0","0","1","6.6","6.6","0.8%"
"17","Blake Bell (KC)","3","3","35","11.7","24","0","0","1","2","0","0","1","5.2","5.2","0.1%"
"18","Hunter Henry (NE)","3","5","37","12.3","17","0","0","0","0","0","0","1","5.2","5.2","82.1%"
"19","C.J. Uzomah (NYJ)","4","6","32","8.0","11","0","0","0","0","0","0","1","5.2","5.2","4.0%"
"20","Durham Smythe (MIA)","3","3","37","12.3","21","0","0","0","0","0","0","1","5.2","5.2","0.1%"
"21","Gerald Everett (LAC)","3","5","36","12.0","15","0","0","0","0","0","0","1","5.1","5.1","21.0%"
"22","John Bates (WAS)","3","4","35","11.7","24","0","0","0","0","0","0","1","5.0","5.0","0.2%"
"23","Ian Thomas (CAR)","3","3","33","11.0","21","0","0","0","0","0","0","1","4.8","4.8","0.2%"
"24","Pat Freiermuth (PIT)","5","6","22","4.4","12","0","0","0","0","0","0","1","4.7","4.7","90.0%"
"25","Kenny Yeboah (NYJ)","2","2","36","18.0","24","0","0","0","0","0","0","1","4.6","4.6","0.0%"
"26","Parker Hesse (ATL)","3","3","31","10.3","17","0","0","0","0","0","0","1","4.6","4.6","0.0%"
