"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Travis Kelce (KC)","7","8","109","15.6","46","0","1","0","0","0","0","1","20.4","20.4","99.9%"
"2","Rob Gronkowski (FA)","4","5","39","9.8","20","0","2","0","0","0","0","1","17.9","17.9","57.1%"
"3","T.J. Hockenson (DET)","8","9","66","8.3","20","0","1","0","0","0","0","1","16.6","16.6","95.7%"
"4","Maxx Williams (ARI)","7","7","94","13.4","34","0","0","0","0","0","0","1","12.9","12.9","0.2%"
"5","Robert Tonyan (GB)","3","3","52","17.3","22","0","1","0","0","0","0","1","12.7","12.7","33.9%"
"6","Noah Fant (SEA)","4","6","33","8.3","14","0","1","0","0","0","0","1","11.3","11.3","74.4%"
"7","Jack Doyle (FA)","5","8","64","12.8","34","0","0","0","0","0","0","1","10.9","10.9","1.1%"
"8","Foster Moreau (LV)","2","3","34","17.0","25","0","1","0","0","0","0","1","10.4","10.4","0.8%"
"9","Kyle Pitts (ATL)","5","6","73","14.6","24","0","0","0","0","0","0","1","9.8","9.8","99.8%"
"10","Darren Waller (LV)","5","7","65","13.0","25","0","0","0","0","0","0","1","9.0","9.0","99.0%"
"11","Dawson Knox (BUF)","2","3","17","8.5","9","0","1","0","0","0","0","1","8.7","8.7","90.3%"
"12","Ricky Seals-Jones (NYG)","1","1","19","19.0","19","0","1","0","0","0","0","1","8.4","8.4","0.7%"
"13","Mark Andrews (BAL)","5","5","57","11.4","20","0","0","0","0","0","0","1","8.2","8.2","99.9%"
"14","Logan Thomas (WAS)","5","7","45","9.0","24","0","0","0","0","0","0","1","7.0","7.0","35.9%"
"15","Dan Arnold (JAC)","3","4","55","18.3","19","0","0","0","0","0","0","1","7.0","7.0","1.4%"
"16","Harrison Bryant (CLE)","4","4","49","12.3","29","0","0","0","0","0","0","1","6.9","6.9","0.8%"
