"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Evan Engram (JAC)","11","14","116","10.5","22","1","1","0","0","0","0","1","23.1","23.1","18.0%"
"2","T.J. Hockenson (DET)","6","9","131","21.8","39","4","1","0","0","0","0","1","22.1","22.1","95.6%"
"3","Mark Andrews (BAL)","8","8","108","13.5","39","3","1","0","0","0","0","1","20.8","20.8","99.9%"
"4","Delanie Walker (FA)","5","6","55","11.0","16","0","2","0","0","0","0","1","20.0","20.0","0.1%"
"5","Vernon Davis (FA)","4","7","59","14.8","48","1","1","0","0","0","0","1","13.9","13.9","1.6%"
"6","Austin Hooper (TEN)","9","9","77","8.6","16","0","0","0","0","0","0","1","12.2","12.2","12.3%"
"7","David Njoku (CLE)","4","6","37","9.3","18","0","1","0","0","0","0","1","11.7","11.7","50.6%"
"8","Blake Jarwin (FA)","3","3","39","13.0","28","1","1","0","0","0","0","1","11.4","11.4","2.1%"
"9","Jimmy Graham (FA)","3","5","30","10.0","16","0","1","0","0","0","0","1","10.5","10.5","0.6%"
"10","Darren Waller (LV)","7","8","70","10.0","25","1","0","0","0","0","0","1","10.5","10.5","98.9%"
"11","Travis Kelce (KC)","3","8","88","29.3","42","2","0","0","0","0","0","1","10.3","10.3","99.9%"
"12","Tyler Higbee (LAR)","4","5","20","5.0","6","0","1","0","0","0","0","1","10.0","10.0","41.3%"
"13","George Kittle (SF)","8","10","54","6.8","19","0","0","0","0","0","0","1","9.4","9.4","98.6%"
"14","Jason Witten (FA)","3","4","15","5.0","6","0","1","0","0","0","0","1","9.0","9.0","0.0%"
"15","C.J. Uzomah (NYJ)","4","5","66","16.5","36","1","0","0","0","0","0","1","8.6","8.6","4.1%"
"16","Hunter Henry (NE)","4","5","60","15.0","22","1","0","0","0","0","0","1","8.0","8.0","82.5%"
"17","Zach Ertz (ARI)","5","7","54","10.8","26","1","0","0","0","0","0","1","7.9","7.9","92.0%"
"18","Hayden Hurst (CIN)","3","3","41","13.7","23","1","0","0","0","0","0","1","5.6","5.6","11.1%"
"19","Greg Olsen (FA)","4","9","36","9.0","14","0","0","0","0","0","0","1","5.6","5.6","7.0%"
"20","James O'Shaughnessy (CHI)","4","5","32","8.0","9","0","0","0","0","0","0","1","5.2","5.2","0.2%"
"21","Tyler Eifert (FA)","5","5","27","5.4","7","0","0","0","0","0","0","1","5.2","5.2","0.0%"
"22","Vance McDonald (FA)","2","4","40","20.0","21","1","0","0","0","0","0","1","5.0","5.0","0.0%"
"23","Jared Cook (FA)","2","3","37","18.5","31","1","0","0","0","0","0","1","4.7","4.7","1.8%"
"24","Tommy Sweeney (BUF)","2","2","35","17.5","29","1","0","0","0","0","0","1","4.5","4.5","0.1%"
"25","Mike Gesicki (MIA)","2","6","31","15.5","26","1","0","0","0","0","0","1","4.1","4.1","89.6%"
"26","Nick Boyle (BAL)","3","3","26","8.7","12","0","0","0","0","0","0","1","4.1","4.1","0.1%"
"27","Geoff Swaim (TEN)","4","4","17","4.3","5","0","0","0","0","0","0","1","3.7","3.7","0.1%"
"28","Noah Fant (SEA)","2","4","29","14.5","20","1","0","1","-5","0","0","1","3.4","3.4","74.8%"
"29","Robert Tonyan (GB)","1","1","28","28.0","28","1","0","0","0","0","0","1","3.3","3.3","34.1%"
"30","O.J. Howard (BUF)","4","5","32","8.0","15","0","0","0","0","0","1","1","3.2","3.2","2.5%"
"31","Foster Moreau (LV)","2","2","20","10.0","11","0","0","0","0","0","0","1","3.0","3.0","0.8%"
"32","Nick Vannett (NO)","2","2","16","8.0","11","0","0","0","0","0","0","1","2.6","2.6","0.1%"
"33","Dallas Goedert (PHI)","2","3","16","8.0","9","0","0","0","0","0","0","1","2.6","2.6","94.3%"
"34","Ryan Griffin (CHI)","3","4","10","3.3","11","0","0","0","0","0","0","1","2.5","2.5","0.1%"
"35","Jack Doyle (FA)","1","2","20","20.0","20","1","0","0","0","0","0","1","2.5","2.5","1.1%"
"36","Marcedes Lewis (GB)","2","3","14","7.0","9","0","0","0","0","0","0","1","2.4","2.4","0.1%"
"37","Jordan Akins (NYG)","1","2","17","17.0","17","0","0","0","0","0","0","1","2.2","2.2","0.3%"
"38","Jonnu Smith (NE)","1","1","7","7.0","7","0","0","1","10","0","0","1","2.2","2.2","2.7%"
