"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Mark Andrews (BAL)","8","9","112","14.0","28","3","1","0","0","0","0","1","21.2","21.2","99.9%"
"2","Travis Kelce (KC)","7","9","107","15.3","34","2","1","0","0","0","0","1","20.2","20.2","99.9%"
"3","Will Dissly (SEA)","5","5","50","10.0","14","0","2","0","0","0","0","1","19.5","19.5","0.3%"
"4","Vance McDonald (FA)","7","7","38","5.4","8","0","2","0","0","0","0","1","19.3","19.3","0.0%"
"5","Greg Olsen (FA)","6","9","110","18.3","41","2","0","0","0","0","0","1","14.0","14.0","7.0%"
"6","Zach Ertz (ARI)","8","16","72","9.0","16","0","0","0","0","0","0","1","13.2","13.2","92.0%"
"7","Jason Witten (FA)","4","4","25","6.3","18","0","1","0","0","0","0","1","10.5","10.5","0.0%"
"8","Eric Ebron (FA)","3","4","25","8.3","13","0","1","0","0","0","0","1","10.0","10.0","0.6%"
"9","Darren Waller (LV)","6","7","63","10.5","16","0","0","0","0","0","0","1","9.3","9.3","98.9%"
"10","Tyler Eifert (FA)","3","5","9","3.0","8","0","1","0","0","0","0","1","8.4","8.4","0.0%"
"11","Evan Engram (JAC)","6","8","48","8.0","33","1","0","0","0","0","0","1","7.8","7.8","18.0%"
"12","George Kittle (SF)","3","3","54","18.0","36","1","0","0","0","0","0","1","6.9","6.9","98.6%"
"13","Hayden Hurst (CIN)","1","1","1","1.0","1","0","1","0","0","0","0","1","6.6","6.6","11.1%"
"14","Delanie Walker (FA)","4","6","39","9.8","15","0","0","0","0","0","0","1","5.9","5.9","0.1%"
"15","Austin Hooper (TEN)","4","6","34","8.5","14","0","0","0","0","0","0","1","5.4","5.4","12.3%"
"16","Noah Fant (SEA)","4","4","33","8.3","24","1","0","0","0","0","0","1","5.3","5.3","74.8%"
"17","Derek Carrier (FA)","3","5","33","11.0","25","1","0","0","0","0","0","1","4.8","4.8","0.0%"
"18","James O'Shaughnessy (CHI)","4","4","28","7.0","10","0","0","0","0","0","0","1","4.8","4.8","0.2%"
"19","Vernon Davis (FA)","3","4","29","9.7","15","0","0","0","0","0","0","1","4.4","4.4","1.6%"
"20","Matt LaCosse (FA)","2","2","33","16.5","23","1","0","0","0","0","0","1","4.3","4.3","0.0%"
"21","Jeff Heuerman (FA)","4","5","21","5.3","8","0","0","0","0","0","0","1","4.1","4.1","0.0%"
"22","Adam Shaheen (MIA)","3","3","24","8.0","9","0","0","0","0","0","0","1","3.9","3.9","0.0%"
"23","Gerald Everett (LAC)","3","4","21","7.0","11","0","0","1","0","0","0","1","3.6","3.6","21.0%"
"24","Drew Sample (CIN)","2","3","25","12.5","21","1","0","0","0","0","0","1","3.5","3.5","0.2%"
"25","Jared Cook (FA)","2","7","25","12.5","18","0","0","0","0","0","0","1","3.5","3.5","1.8%"
"26","Jordan Akins (NYG)","2","3","25","12.5","16","0","0","0","0","0","0","1","3.5","3.5","0.3%"
"27","Ben Braunecker (FA)","2","3","24","12.0","18","0","0","0","0","0","0","1","3.4","3.4","0.0%"
"28","Jesse James (FA)","3","4","18","6.0","7","0","0","0","0","0","0","1","3.3","3.3","0.0%"
"29","Jack Doyle (FA)","2","3","21","10.5","13","0","0","0","0","0","0","1","3.1","3.1","1.1%"
"30","Tyler Higbee (LAR)","2","3","21","10.5","18","0","0","0","0","0","0","1","3.1","3.1","41.3%"
"31","Geoff Swaim (TEN)","3","4","14","4.7","9","0","0","0","0","0","0","1","2.9","2.9","0.1%"
"32","Durham Smythe (MIA)","1","1","24","24.0","24","1","0","0","0","0","0","1","2.9","2.9","0.1%"
"33","Blake Jarwin (FA)","1","1","22","22.0","22","1","0","0","0","0","0","1","2.7","2.7","2.1%"
"34","Maxx Williams (ARI)","1","1","21","21.0","21","1","0","0","0","0","0","1","2.6","2.6","0.2%"
"35","Kyle Rudolph (FA)","3","4","9","3.0","5","0","0","0","0","0","0","1","2.4","2.4","0.1%"
"36","Dawson Knox (BUF)","1","4","18","18.0","18","0","0","0","0","0","0","1","2.3","2.3","90.2%"
"37","Cameron Brate (TB)","2","2","10","5.0","5","0","0","0","0","0","0","1","2.0","2.0","6.0%"
"38","Nick Boyle (BAL)","1","3","14","14.0","14","0","0","0","0","0","0","1","1.9","1.9","0.1%"
"39","Nick Vannett (NO)","1","1","13","13.0","13","0","0","0","0","0","0","1","1.8","1.8","0.1%"
"40","Jeremy Sprinkle (DAL)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.6","1.6","0.1%"
"41","Mike Gesicki (MIA)","1","2","11","11.0","11","0","0","0","0","0","0","1","1.6","1.6","89.6%"
"42","Trey Burton (FA)","2","3","5","2.5","5","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"43","Darren Fells (FA)","1","3","9","9.0","9","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"44","Virgil Green (FA)","1","2","9","9.0","9","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"45","Rhett Ellison (FA)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"46","Lee Smith (FA)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"47","Troy Fumagalli (SF)","1","1","7","7.0","7","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"48","T.J. Hockenson (DET)","1","3","7","7.0","7","0","0","0","0","0","0","1","1.2","1.2","95.6%"
"49","Logan Thomas (WAS)","1","1","7","7.0","7","0","0","0","0","0","0","1","1.2","1.2","36.3%"
"50","Charles Clay (FA)","1","2","6","6.0","6","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"51","Nick O'Leary (FA)","1","1","6","6.0","6","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"52","Demetrius Harris (FA)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"53","Luke Stocker (FA)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"54","Irv Smith Jr. (MIN)","1","2","-1","-1.0","0","0","0","0","0","0","0","1","0.4","0.4","48.3%"
"55","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","Brevin Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.8%"
"57","Pat Freiermuth (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89.9%"
"58","Tommy Hudson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"59","Kyle Pitts (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.3%"
"60","Thaddeus Moss (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"61","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Eli Wolf (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Rashod Berry (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.0%"
"64","Kyle Markway (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Nick Bowers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Charlie Taumoepeau (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Ben Ellefson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"69","Noah Togiai (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Charlie Woerner (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Sean McKeon (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"72","Giovanni Ricci (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Stephen Sullivan (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Nakia Griffin-Stewart (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Tyler Davis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"76","Rysen John (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Scotty Washington (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Harrison Bryant (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"79","Dalton Keene (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Ross Dwelley (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"81","Codey McElroy (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Jaeden Graham (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"83","J.J. Arcega-Whiteside (PHI)","1","4","4","4.0","4","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"84","Albert Okwuegbunam (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.2%"
"85","Tommy Sweeney (BUF)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"86","Foster Moreau (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"87","Brandon Dillon (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"88","Kendall Blanton (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"89","Jesper Horsted (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"90","Josh Oliver (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Deon Yelder (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Trevon Wesco (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"93","Dalton Schultz (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","96.4%"
"94","Ian Thomas (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"95","David Wells (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Ryan Izzo (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"97","Tyler Conklin (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.9%"
"98","Jordan Franks (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Kevin Rader (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Tanner Hudson (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Tyree Jackson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"102","Juwan Johnson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"103","Matthew Orzech (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"104","Ian Bunting (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Parker Hesse (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Chris Myarick (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Cole Kmet (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53.6%"
"108","Brycen Hopkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"109","Jared Pinkney (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Colby Parkinson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Adam Trautman (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"112","Devin Asiasi (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"113","Josiah Deguara (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"114","Chase Allen (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Luke Farrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Mitchell Wilcox (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"117","Noah Gray (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"118","Alize Mack (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Jace Sternberger (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"120","Zach Gentry (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"121","Andrew Beck (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","John Lovett (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Matt Sokol (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Jody Fortson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
