"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Ryan Griffin (CHI)","4","4","66","16.5","24","2","2","0","0","0","0","1","22.6","22.6","0.1%"
"2","Darren Fells (FA)","6","6","58","9.7","23","1","2","0","0","0","0","1","20.8","20.8","0.0%"
"3","Jonnu Smith (NE)","6","7","78","13.0","26","2","1","0","0","0","0","1","16.8","16.8","2.7%"
"4","Austin Hooper (TEN)","6","7","65","10.8","35","1","1","0","0","0","0","1","15.5","15.5","12.3%"
"5","Travis Kelce (KC)","4","8","63","15.8","29","1","1","0","0","0","0","1","14.3","14.3","99.9%"
"6","Evan Engram (JAC)","4","7","40","10.0","18","0","1","0","0","0","0","1","12.0","12.0","18.0%"
"7","George Kittle (SF)","6","7","86","14.3","29","2","0","0","0","0","0","1","11.6","11.6","98.6%"
"8","Tyler Eifert (FA)","6","9","74","12.3","27","1","0","0","0","0","0","1","10.4","10.4","0.0%"
"9","Demetrius Harris (FA)","2","3","33","16.5","21","1","1","0","0","0","0","1","10.3","10.3","0.0%"
"10","Charles Clay (FA)","3","3","88","29.3","47","2","0","0","0","0","0","1","10.3","10.3","0.0%"
"11","Dallas Goedert (PHI)","3","5","22","7.3","10","0","1","0","0","0","0","1","9.7","9.7","94.3%"
"12","Jack Doyle (FA)","4","5","61","15.3","19","0","0","0","0","0","0","1","8.1","8.1","1.1%"
"13","Darren Waller (LV)","2","8","11","5.5","8","0","1","0","0","0","0","1","8.1","8.1","98.9%"
"14","Hunter Henry (NE)","4","6","47","11.8","20","1","0","0","0","0","0","1","6.7","6.7","82.5%"
"15","Anthony Firkser (ATL)","3","5","43","14.3","23","1","0","0","0","0","0","1","5.8","5.8","0.6%"
"16","Josh Hill (FA)","3","5","39","13.0","29","1","0","0","0","0","0","1","5.4","5.4","0.0%"
"17","Noah Fant (SEA)","5","9","26","5.2","17","0","0","0","0","0","0","1","5.1","5.1","74.8%"
"18","Cameron Brate (TB)","3","6","32","10.7","12","0","0","0","0","0","0","1","4.7","4.7","6.0%"
"19","Tyler Kroft (SF)","2","4","32","16.0","20","1","0","0","0","0","0","1","4.2","4.2","0.1%"
"20","Eric Ebron (FA)","3","4","26","8.7","12","0","0","0","0","0","0","1","4.1","4.1","0.6%"
"21","Irv Smith Jr. (MIN)","3","3","21","7.0","11","0","0","0","0","0","0","1","3.6","3.6","48.3%"
"22","Jimmy Graham (FA)","3","5","20","6.7","11","0","0","0","0","0","0","1","3.5","3.5","0.6%"
"23","Dan Arnold (JAC)","2","3","25","12.5","19","0","0","0","0","0","0","1","3.5","3.5","1.4%"
"24","Vance McDonald (FA)","3","4","19","6.3","14","0","0","0","0","0","0","1","3.4","3.4","0.0%"
"25","Kyle Rudolph (FA)","3","3","17","5.7","7","0","0","0","0","0","0","1","3.2","3.2","0.1%"
"26","Benjamin Watson (FA)","1","1","26","26.0","26","1","0","0","0","0","0","1","3.1","3.1","2.8%"
"27","Zach Ertz (ARI)","2","4","20","10.0","18","0","0","0","0","0","0","1","3.0","3.0","92.0%"
"28","Jacob Hollister (LV)","2","2","18","9.0","12","0","0","0","0","0","0","1","2.8","2.8","0.1%"
"29","T.J. Hockenson (DET)","1","1","21","21.0","21","1","0","0","0","0","0","1","2.6","2.6","95.6%"
"30","Gerald Everett (LAC)","2","3","15","7.5","11","0","0","0","0","0","0","1","2.5","2.5","21.0%"
"31","Greg Olsen (FA)","2","2","13","6.5","9","0","0","0","0","0","0","1","2.3","2.3","7.0%"
"32","Luke Stocker (FA)","1","1","18","18.0","18","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"33","Jeremy Sprinkle (DAL)","2","2","12","6.0","6","0","0","0","0","0","0","1","2.2","2.2","0.1%"
"34","Logan Thomas (WAS)","1","1","17","17.0","17","0","0","0","0","0","0","1","2.2","2.2","36.3%"
"35","Jordan Akins (NYG)","2","5","11","5.5","7","0","0","0","0","0","0","1","2.1","2.1","0.3%"
"36","Trey Burton (FA)","1","4","16","16.0","16","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"37","Nick Vannett (NO)","1","2","15","15.0","15","0","0","0","0","0","0","1","2.0","2.0","0.1%"
"38","Mike Gesicki (MIA)","2","3","10","5.0","5","0","0","0","0","0","0","1","2.0","2.0","89.6%"
"39","Hale Hentges (FA)","1","1","13","13.0","13","0","0","0","0","0","0","1","1.8","1.8","0.0%"
