"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Tyler Higbee (LAR)","7","8","107","15.3","26","4","1","0","0","0","0","1","20.2","20.2","41.3%"
"2","Mike Gesicki (MIA)","5","7","79","15.8","21","2","1","0","0","0","0","1","16.4","16.4","89.6%"
"3","Jack Doyle (FA)","6","11","73","12.2","21","1","1","0","0","0","0","1","16.3","16.3","1.1%"
"4","Jason Witten (FA)","6","8","42","7.0","9","0","1","0","0","0","0","1","15.2","15.2","0.0%"
"5","Darren Waller (LV)","7","9","100","14.3","24","1","0","0","0","0","0","1","13.5","13.5","98.9%"
"6","Kyle Rudolph (FA)","4","6","50","12.5","19","0","1","0","0","0","0","1","13.0","13.0","0.1%"
"7","Mark Andrews (BAL)","3","6","50","16.7","20","1","1","0","0","0","0","1","12.5","12.5","99.9%"
"8","Jaeden Graham (FA)","4","4","41","10.3","23","1","1","0","0","0","0","1","12.1","12.1","0.0%"
"9","Travis Kelce (KC)","5","9","90","18.0","47","1","0","0","0","0","0","1","11.5","11.5","99.9%"
"10","Jared Cook (FA)","3","6","85","28.3","40","2","0","0","0","0","0","1","10.0","10.0","1.8%"
"11","Kaden Smith (FA)","6","8","70","11.7","32","1","0","0","0","0","0","1","10.0","10.0","0.0%"
"12","Dallas Goedert (PHI)","6","7","66","11.0","24","1","0","0","0","0","0","1","9.6","9.6","94.3%"
"13","Darren Fells (FA)","2","3","23","11.5","13","0","1","0","0","0","0","1","9.3","9.3","0.0%"
"14","O.J. Howard (BUF)","5","6","61","12.2","25","2","0","0","0","0","0","1","8.6","8.6","2.5%"
"15","Jesper Horsted (LV)","1","1","18","18.0","18","0","1","0","0","0","0","1","8.3","8.3","0.0%"
"16","Derek Carrier (FA)","2","2","10","5.0","6","0","1","0","0","0","0","1","8.0","8.0","0.0%"
